CVE,Severity,Year,Month,Patches,Affected Versions
CVE-2022-20476,High,2023,1,Android Security Bulletins,
CVE-2022-20478,High,2023,1,Android Security Bulletins,
CVE-2022-20479,High,2023,1,Android Security Bulletins,
CVE-2022-20480,High,2023,1,Android Security Bulletins,
CVE-2022-20483,High,2023,1,Android Security Bulletins,
CVE-2022-20484,High,2023,1,Android Security Bulletins,
CVE-2022-20485,High,2023,1,Android Security Bulletins,
CVE-2022-20486,High,2023,1,Android Security Bulletins,
CVE-2022-20487,High,2023,1,Android Security Bulletins,
CVE-2022-20488,High,2023,1,Android Security Bulletins,
CVE-2022-20491,High,2023,1,Android Security Bulletins,
CVE-2022-20495,High,2023,1,Android Security Bulletins,
CVE-2022-20496,High,2023,1,Android Security Bulletins,
CVE-2022-20500,High,2023,1,Android Security Bulletins,
CVE-2022-20501,High,2023,1,Android Security Bulletins,
CVE-2022-20611,High,2023,1,Android Security Bulletins,
CVE-2022-33268,High,2023,1,Android Security Bulletins,
CVE-2022-20468,Medium,2023,1,Android Security Bulletins,
CVE-2022-25677,Medium,2023,1,Android Security Bulletins,
CVE-2022-1419,Medium,2023,1,Android Security Bulletins,
CVE-2022-28390,Medium,2023,1,Android Security Bulletins,
CVE-2022-30594,Medium,2023,1,Android Security Bulletins,
CVE-2022-20571,Medium,2023,1,Android Security Bulletins,
CVE-2022-20572,Medium,2023,1,Android Security Bulletins,
CVE-2022-22088,Critical,2023,2,Android Security Bulletins,
CVE-2022-41674,Critical,2023,2,Android Security Bulletins,
CVE-2022-20456,High,2023,2,Android Security Bulletins,
CVE-2022-20461,High,2023,2,Android Security Bulletins,
CVE-2022-20489,High,2023,2,Android Security Bulletins,
CVE-2022-20490,High,2023,2,Android Security Bulletins,
CVE-2022-20492,High,2023,2,Android Security Bulletins,
CVE-2022-20493,High,2023,2,Android Security Bulletins,
CVE-2022-20494,High,2023,2,Android Security Bulletins,
CVE-2023-20905,High,2023,2,Android Security Bulletins,
CVE-2023-20913,High,2023,2,Android Security Bulletins,
CVE-2023-20915,High,2023,2,Android Security Bulletins,
CVE-2023-20920,High,2023,2,Android Security Bulletins,
CVE-2023-20921,High,2023,2,Android Security Bulletins,
CVE-2022-33255,High,2023,2,Android Security Bulletins,
CVE-2022-32635,High,2023,2,Android Security Bulletins,
CVE-2022-33243,Critical,2023,3,Android Security Bulletins,
CVE-2022-20455,High,2023,3,Android Security Bulletins,
CVE-2022-20481,High,2023,3,Android Security Bulletins,
CVE-2022-43680,High,2023,3,Android Security Bulletins,
CVE-2023-20932,High,2023,3,Android Security Bulletins,
CVE-2023-20933,High,2023,3,Android Security Bulletins,
CVE-2023-20939,High,2023,3,Android Security Bulletins,
CVE-2023-20943,High,2023,3,Android Security Bulletins,
CVE-2023-20944,High,2023,3,Android Security Bulletins,
CVE-2023-20945,High,2023,3,Android Security Bulletins,
CVE-2023-20946,High,2023,3,Android Security Bulletins,
CVE-2022-39842,High,2023,3,Android Security Bulletins,
CVE-2022-0850,High,2023,3,Android Security Bulletins,
CVE-2023-20602,High,2023,3,Android Security Bulletins,
CVE-2022-25711,Medium,2023,3,Android Security Bulletins,
CVE-2022-20467,High,2023,4,Android Security Bulletins,
CVE-2023-20911,High,2023,4,Android Security Bulletins,
CVE-2023-20931,High,2023,4,Android Security Bulletins,
CVE-2023-20936,High,2023,4,Android Security Bulletins,
CVE-2023-20957,High,2023,4,Android Security Bulletins,
CVE-2023-20966,High,2023,4,Android Security Bulletins,
CVE-2022-40537,High,2023,4,Android Security Bulletins,
CVE-2021-33655,High,2023,4,Android Security Bulletins,
CVE-2023-20623,High,2023,4,Android Security Bulletins,
CVE-2023-20621,High,2023,4,Android Security Bulletins,
CVE-2022-33245,Medium,2023,4,Android Security Bulletins,
CVE-2022-40303,Medium,2023,4,Android Security Bulletins,
CVE-2022-40503,High,2023,5,Android Security Bulletins,
CVE-2022-36449,High,2023,5,Android Security Bulletins,
CVE-2022-38181,High,2023,5,Android Security Bulletins,
CVE-2022-41757,High,2023,5,Android Security Bulletins,
CVE-2022-42716,High,2023,5,Android Security Bulletins,
CVE-2021-0872,High,2023,5,Android Security Bulletins,
CVE-2021-0873,High,2023,5,Android Security Bulletins,
CVE-2021-0874,High,2023,5,Android Security Bulletins,
CVE-2021-0875,High,2023,5,Android Security Bulletins,
CVE-2021-0876,High,2023,5,Android Security Bulletins,
CVE-2021-0878,High,2023,5,Android Security Bulletins,
CVE-2021-0879,High,2023,5,Android Security Bulletins,
CVE-2021-0880,High,2023,5,Android Security Bulletins,
CVE-2021-0881,High,2023,5,Android Security Bulletins,
CVE-2021-0882,High,2023,5,Android Security Bulletins,
CVE-2021-0883,High,2023,5,Android Security Bulletins,
CVE-2021-0884,High,2023,5,Android Security Bulletins,
CVE-2021-0885,High,2023,5,Android Security Bulletins,
CVE-2023-20941,High,2023,5,Android Security Bulletins,
CVE-2023-0266,Medium,2023,5,Android Security Bulletins,
CVE-2023-21109,High,2023,6,Android Security Bulletins,
CVE-2023-20914,High,2023,6,Android Security Bulletins,
CVE-2023-21103,High,2023,6,Android Security Bulletins,
CVE-2023-21111,High,2023,6,Android Security Bulletins,
CVE-2023-21118,High,2023,6,Android Security Bulletins,
CVE-2023-21665,High,2023,6,Android Security Bulletins,
CVE-2023-21666,High,2023,6,Android Security Bulletins,
CVE-2022-46891,High,2023,6,Android Security Bulletins,
CVE-2021-0877,High,2023,6,Android Security Bulletins,
CVE-2023-21116,Medium,2023,6,Android Security Bulletins,
CVE-2023-21108,Critical,2023,7,Android Security Bulletins,
CVE-2023-21127,Critical,2023,7,Android Security Bulletins,
CVE-2023-21129,High,2023,7,Android Security Bulletins,
CVE-2023-21131,High,2023,7,Android Security Bulletins,
CVE-2023-21136,High,2023,7,Android Security Bulletins,
CVE-2023-21137,High,2023,7,Android Security Bulletins,
CVE-2023-21143,High,2023,7,Android Security Bulletins,
CVE-2023-21144,High,2023,7,Android Security Bulletins,
CVE-2023-21135,High,2023,7,Android Security Bulletins,
CVE-2023-21124,High,2023,7,Android Security Bulletins,
CVE-2023-21121,High,2023,7,Android Security Bulletins,
CVE-2023-21138,High,2023,7,Android Security Bulletins,
CVE-2023-21115,High,2023,7,Android Security Bulletins,
CVE-2023-21657,High,2023,7,Android Security Bulletins,
CVE-2022-28349,High,2023,7,Android Security Bulletins,
CVE-2021-0701,High,2023,7,Android Security Bulletins,
CVE-2021-0945,High,2023,7,Android Security Bulletins,
CVE-2023-21656,High,2023,7,Android Security Bulletins,
CVE-2023-21669,High,2023,7,Android Security Bulletins,
CVE-2023-21250,Critical,2023,8,Android Security Bulletins,
CVE-2022-27405,High,2023,8,Android Security Bulletins,
CVE-2022-27406,High,2023,8,Android Security Bulletins,
CVE-2023-20918,High,2023,8,Android Security Bulletins,
CVE-2023-21145,High,2023,8,Android Security Bulletins,
CVE-2023-21238,High,2023,8,Android Security Bulletins,
CVE-2023-21246,High,2023,8,Android Security Bulletins,
CVE-2023-21241,High,2023,8,Android Security Bulletins,
CVE-2022-42703,High,2023,8,Android Security Bulletins,
CVE-2021-0948,High,2023,8,Android Security Bulletins,
CVE-2023-22386,High,2023,8,Android Security Bulletins,
CVE-2023-28541,High,2023,8,Android Security Bulletins,
CVE-2023-28542,High,2023,8,Android Security Bulletins,
CVE-2023-21282,Critical,2023,9,Android Security Bulletins,
CVE-2023-21273,Critical,2023,9,Android Security Bulletins,
CVE-2023-21287,High,2023,9,Android Security Bulletins,
CVE-2023-21267,High,2023,9,Android Security Bulletins,
CVE-2023-21285,High,2023,9,Android Security Bulletins,
CVE-2023-21286,High,2023,9,Android Security Bulletins,
CVE-2023-21288,High,2023,9,Android Security Bulletins,
CVE-2023-21292,High,2023,9,Android Security Bulletins,
CVE-2023-21283,High,2023,9,Android Security Bulletins,
CVE-2023-21272,High,2023,9,Android Security Bulletins,
CVE-2023-21275,High,2023,9,Android Security Bulletins,
CVE-2023-21268,High,2023,9,Android Security Bulletins,
CVE-2023-21290,High,2023,9,Android Security Bulletins,
CVE-2023-21265,High,2023,9,Android Security Bulletins,
CVE-2023-21649,Medium,2023,9,Android Security Bulletins,
CVE-2023-35658,Critical,2023,10,Android Security Bulletins,
CVE-2023-35673,Critical,2023,10,Android Security Bulletins,
CVE-2023-35679,High,2023,10,Android Security Bulletins,
CVE-2023-35687,High,2023,10,Android Security Bulletins,
CVE-2023-35669,High,2023,10,Android Security Bulletins,
CVE-2023-35667,High,2023,10,Android Security Bulletins,
CVE-2023-35677,High,2023,10,Android Security Bulletins,
CVE-2023-35666,High,2023,10,Android Security Bulletins,
CVE-2023-35684,High,2023,10,Android Security Bulletins,
CVE-2023-28584,High,2023,10,Android Security Bulletins,
CVE-2023-4863,Critical,2023,11,Android Security Bulletins,
CVE-2023-40128,High,2023,11,Android Security Bulletins,
CVE-2023-21266,High,2023,11,Android Security Bulletins,
CVE-2023-40121,High,2023,11,Android Security Bulletins,
CVE-2023-40123,High,2023,11,Android Security Bulletins,
CVE-2023-40133,High,2023,11,Android Security Bulletins,
CVE-2023-40134,High,2023,11,Android Security Bulletins,
CVE-2023-40135,High,2023,11,Android Security Bulletins,
CVE-2023-40136,High,2023,11,Android Security Bulletins,
CVE-2023-40137,High,2023,11,Android Security Bulletins,
CVE-2023-40138,High,2023,11,Android Security Bulletins,
CVE-2023-40139,High,2023,11,Android Security Bulletins,
CVE-2023-40140,High,2023,11,Android Security Bulletins,
CVE-2023-40125,High,2023,11,Android Security Bulletins,
CVE-2023-40127,High,2023,11,Android Security Bulletins,
CVE-2023-40130,High,2023,11,Android Security Bulletins,
CVE-2023-33034,High,2023,11,Android Security Bulletins,
CVE-2023-33035,High,2023,11,Android Security Bulletins,
CVE-2023-21394,High,2023,11,Android Security Bulletins,
CVE-2023-40104,High,2023,12,Android Security Bulletins,
CVE-2023-40111,High,2023,12,Android Security Bulletins,
CVE-2023-40112,High,2023,12,Android Security Bulletins,
CVE-2023-40110,High,2023,12,Android Security Bulletins,
CVE-2023-40114,High,2023,12,Android Security Bulletins,
CVE-2023-40105,High,2023,12,Android Security Bulletins,
CVE-2023-40106,High,2023,12,Android Security Bulletins,
CVE-2023-40109,High,2023,12,Android Security Bulletins,
CVE-2023-40115,High,2023,12,Android Security Bulletins,
CVE-2023-40100,High,2023,12,Android Security Bulletins,
CVE-2023-33031,High,2023,12,Android Security Bulletins,
CVE-2023-33055,High,2023,12,Android Security Bulletins,
CVE-2023-33059,High,2023,12,Android Security Bulletins,
CVE-2023-28572,Medium,2023,12,Android Security Bulletins,
CVE-2023-28553,Medium,2023,12,Android Security Bulletins,
CVE-2023-40088,Critical,2024,1,Android Security Bulletins,
CVE-2023-40113,Critical,2024,1,Android Security Bulletins,
CVE-2023-21267,High,2024,1,Android Security Bulletins,
CVE-2023-40073,High,2024,1,Android Security Bulletins,
CVE-2023-40074,High,2024,1,Android Security Bulletins,
CVE-2023-40075,High,2024,1,Android Security Bulletins,
CVE-2023-40091,High,2024,1,Android Security Bulletins,
CVE-2023-40094,High,2024,1,Android Security Bulletins,
CVE-2023-40095,High,2024,1,Android Security Bulletins,
CVE-2023-40090,High,2024,1,Android Security Bulletins,
CVE-2023-40084,High,2024,1,Android Security Bulletins,
CVE-2023-28588,High,2024,1,Android Security Bulletins,
CVE-2023-33092,High,2024,1,Android Security Bulletins,
CVE-2023-33107,High,2024,1,Android Security Bulletins,
CVE-2023-33063,High,2024,1,Android Security Bulletins,
CVE-2023-21120,High,2024,1,Android Security Bulletins,
CVE-2023-21101,High,2024,1,Android Security Bulletins,
CVE-2021-39810,High,2024,1,Android Security Bulletins,
CVE-2023-21313,High,2024,1,Android Security Bulletins,
CVE-2023-21343,High,2024,1,Android Security Bulletins,
CVE-2023-21362,High,2024,1,Android Security Bulletins,
CVE-2023-35674,High,2024,1,Android Security Bulletins,
CVE-2022-20531,Medium,2024,1,Android Security Bulletins,
CVE-2023-21294,Medium,2024,1,Android Security Bulletins,
CVE-2023-21298,Medium,2024,1,Android Security Bulletins,
CVE-2023-21300,Medium,2024,1,Android Security Bulletins,
CVE-2023-21309,Medium,2024,1,Android Security Bulletins,
CVE-2023-21314,Medium,2024,1,Android Security Bulletins,
CVE-2023-21339,Medium,2024,1,Android Security Bulletins,
CVE-2023-21341,Medium,2024,1,Android Security Bulletins,
CVE-2023-21350,Medium,2024,1,Android Security Bulletins,
CVE-2023-21359,Medium,2024,1,Android Security Bulletins,
CVE-2023-21360,Medium,2024,1,Android Security Bulletins,
CVE-2023-21373,Medium,2024,1,Android Security Bulletins,
CVE-2023-21376,Medium,2024,1,Android Security Bulletins,
CVE-2023-21379,Medium,2024,1,Android Security Bulletins,
CVE-2023-40101,Medium,2024,1,Android Security Bulletins,
CVE-2023-21636,Medium,2024,1,Android Security Bulletins,
CVE-2023-40077,Critical,2024,2,Android Security Bulletins,
CVE-2024-0016,High,2024,2,Android Security Bulletins,
CVE-2024-0018,High,2024,2,Android Security Bulletins,
CVE-2024-0023,High,2024,2,Android Security Bulletins,
CVE-2023-33110,High,2024,2,Android Security Bulletins,
CVE-2023-33117,High,2024,2,Android Security Bulletins,
CVE-2023-33120,High,2024,2,Android Security Bulletins,
CVE-2023-33114,High,2024,2,Android Security Bulletins,
CVE-2023-40079,High,2024,2,Android Security Bulletins,
CVE-2023-40075,High,2024,2,Android Security Bulletins,
CVE-2023-45777,High,2024,2,Android Security Bulletins,
CVE-2023-45780,High,2024,2,Android Security Bulletins,
CVE-2023-35674,High,2024,2,Android Security Bulletins,
CVE-2023-28575,Medium,2024,2,Android Security Bulletins,
CVE-2023-21183,Medium,2024,2,Android Security Bulletins,
CVE-2023-21353,Medium,2024,2,Android Security Bulletins,
CVE-2022-20563,Medium,2024,2,Android Security Bulletins,
CVE-2022-20580,Medium,2024,2,Android Security Bulletins,
CVE-2023-20950,Medium,2024,2,Android Security Bulletins,
CVE-2024-0031,Critical,2024,3,Android Security Bulletins,
CVE-2024-0040,High,2024,3,Android Security Bulletins,
CVE-2024-0034,High,2024,3,Android Security Bulletins,
CVE-2024-0035,High,2024,3,Android Security Bulletins,
CVE-2024-0036,High,2024,3,Android Security Bulletins,
CVE-2024-0030,High,2024,3,Android Security Bulletins,
CVE-2023-43513,High,2024,3,Android Security Bulletins,
CVE-2024-0020,High,2024,3,Android Security Bulletins,
CVE-2024-0021,High,2024,3,Android Security Bulletins,
CVE-2023-21313,High,2024,3,Android Security Bulletins,
CVE-2023-33064,Medium,2024,3,Android Security Bulletins,
CVE-2023-33065,Medium,2024,3,Android Security Bulletins,
CVE-2023-33067,Medium,2024,3,Android Security Bulletins,
CVE-2023-33068,Medium,2024,3,Android Security Bulletins,
CVE-2023-33069,Medium,2024,3,Android Security Bulletins,
CVE-2023-21183,Medium,2024,3,Android Security Bulletins,
CVE-2023-21297,Medium,2024,3,Android Security Bulletins,
CVE-2023-21654,Medium,2024,3,Android Security Bulletins,
CVE-2023-21667,Medium,2024,3,Android Security Bulletins,
CVE-2022-33220,Medium,2024,3,Android Security Bulletins,
CVE-2023-21655,Medium,2024,3,Android Security Bulletins,
CVE-2023-28539,Medium,2024,3,Android Security Bulletins,
CVE-2023-33111,Medium,2024,3,Android Security Bulletins,
CVE-2024-0039,Critical,2024,4,Android Security Bulletins,
CVE-2024-23717,Critical,2024,4,Android Security Bulletins,
CVE-2023-45866,Critical,2024,4,Android Security Bulletins,
CVE-2024-0049,High,2024,4,Android Security Bulletins,
CVE-2024-0050,High,2024,4,Android Security Bulletins,
CVE-2024-0051,High,2024,4,Android Security Bulletins,
CVE-2024-0048,High,2024,4,Android Security Bulletins,
CVE-2024-0045,High,2024,4,Android Security Bulletins,
CVE-2023-43550,High,2024,4,Android Security Bulletins,
CVE-2023-20907,High,2024,4,Android Security Bulletins,
CVE-2024-0033,High,2024,4,Android Security Bulletins,
CVE-2023-33090,Medium,2024,4,Android Security Bulletins,
CVE-2020-27066,Medium,2024,4,Android Security Bulletins,
CVE-2023-33038,Medium,2024,4,Android Security Bulletins,
CVE-2023-21267,High,2024,5,Android Security Bulletins,
CVE-2024-0026,High,2024,5,Android Security Bulletins,
CVE-2024-0027,High,2024,5,Android Security Bulletins,
CVE-2024-23713,High,2024,5,Android Security Bulletins,
CVE-2024-21468,High,2024,5,Android Security Bulletins,
CVE-2024-21472,High,2024,5,Android Security Bulletins,
CVE-2024-0044,High,2024,5,Android Security Bulletins,
CVE-2024-0046,High,2024,5,Android Security Bulletins,
CVE-2023-43518,High,2024,5,Android Security Bulletins,
CVE-2023-43519,High,2024,5,Android Security Bulletins,
CVE-2023-40103,High,2024,5,Android Security Bulletins,
CVE-2023-22385,High,2024,5,Android Security Bulletins,
CVE-2023-24848,High,2024,5,Android Security Bulletins,
CVE-2023-33040,High,2024,5,Android Security Bulletins,
CVE-2024-0053,High,2024,5,Android Security Bulletins,
CVE-2023-21663,Medium,2024,5,Android Security Bulletins,
CVE-2023-21644,Medium,2024,5,Android Security Bulletins,
CVE-2020-9138,Low,2020,12,Huawei Patches,"EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9139,High,2020,12,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9140,Medium,2020,12,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9141,Medium,2020,12,Huawei Patches,"EMUI 10.1.1, EMUI 10.1.0, Magic UI 3.1.1, Magic UI 3.1.0"
CVE-2020-9142,Low,2020,12,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9143,Medium,2020,12,Huawei Patches,"EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9144,Medium,2020,12,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2020-9145,High,2020,12,Huawei Patches,"EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2020-9158,Low,2021,1,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1, EMUI 8.2, EMUI 8.0"
CVE-2020-9149,High,2021,1,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2020-9148,High,2021,1,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2020-9147,Medium,2021,1,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2020-9146,Medium,2021,1,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2021-22317,Medium,2021,2,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22316：LogicbypassvulnerabilityinsomeHuaweiproductsduetodesigndefects,Medium,2021,2,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22313,High,2021,2,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0"
CVE-2021-22308,Low,2021,2,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2021-22325,Medium,2021,3,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22324,High,2021,3,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22322,Medium,2021,3,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22317,Medium,2021,3,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2021-22316：LogicbypassvulnerabilityinsomeHUAWEIproductsduetodesigndefects,Medium,2021,3,Huawei Patches,"EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.0"
CVE-2021-22337,Medium,2021,4,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2021-22336,Medium,2021,4,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0"
CVE-2021-22335,Medium,2021,4,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2021-22334,Medium,2021,4,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22333,High,2021,4,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0, Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2021-22351,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2020-25685,Low,2021,5,Huawei Patches,"EMUI 11.0.1,EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22374,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22373,Medium,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22372,High,2021,5,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22371,High,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22370,High,2021,5,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
CVE-2021-22369,High,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22368,High,2021,5,Huawei Patches,"EMUI 10.1.1, Magic UI 3.1.1"
CVE-2021-22367,High,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0, EMUI 10.0.0, EMUI 9.1.1, EMUI 9.1.0 Magic UI 4.0.0, Magic UI 3.1.1, Magic UI 3.1.0, Magic UI 3.0.0, Magic UI 2.1.1"
CVE-2021-22354,Low,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22353,Low,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22352,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22375,High,2021,5,Huawei Patches,"EMUI11.0.0,Magic UI 4.0.0"
CVE-2021-22350,Medium,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22349,Medium,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22348,High,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22347,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22346,High,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22345,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22344,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22343,High,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22326,Medium,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22323,High,2021,5,Huawei Patches,"EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2020-25686,Low,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22376,High,2021,5,Huawei Patches,"EMUI11.0.0,Magic UI 4.0.0"
CVE-2021-22380,High,2021,5,Huawei Patches,EMUI 9.1.0
CVE-2020-25684,Low,2021,5,Huawei Patches,"EMUI 11.0.1, EMUI 11.0.0, EMUI 10.1.1, Magic UI 4.0.0, Magic UI 3.1.1"
CVE-2021-22388,Medium,2021,6,Huawei Patches,"EMUI 11.0.0, Magic UI 4.0.0"
