CVE,Severity,Year,Month,Patches,Affected Versions
CVE-2017-13177,Critical,2018,1,Android Security Bulletins,
CVE-2017-13178,Critical,2018,1,Android Security Bulletins,
CVE-2017-13179,Critical,2018,1,Android Security Bulletins,
CVE-2017-13208,Critical,2018,1,Android Security Bulletins,
CVE-2017-0770,High,2018,1,Android Security Bulletins,
CVE-2017-0855,High,2018,1,Android Security Bulletins,
CVE-2017-11069,High,2018,1,Android Security Bulletins,
CVE-2017-13176,High,2018,1,Android Security Bulletins,
CVE-2017-13180,High,2018,1,Android Security Bulletins,
CVE-2017-13181,High,2018,1,Android Security Bulletins,
CVE-2017-13182,High,2018,1,Android Security Bulletins,
CVE-2017-13184,High,2018,1,Android Security Bulletins,
CVE-2017-13185,High,2018,1,Android Security Bulletins,
CVE-2017-13186,High,2018,1,Android Security Bulletins,
CVE-2017-13187,High,2018,1,Android Security Bulletins,
CVE-2017-13188,High,2018,1,Android Security Bulletins,
CVE-2017-13189,High,2018,1,Android Security Bulletins,
CVE-2017-13190,High,2018,1,Android Security Bulletins,
CVE-2017-13191,High,2018,1,Android Security Bulletins,
CVE-2017-13192,High,2018,1,Android Security Bulletins,
CVE-2017-13193,High,2018,1,Android Security Bulletins,
CVE-2017-13194,High,2018,1,Android Security Bulletins,
CVE-2017-13195,High,2018,1,Android Security Bulletins,
CVE-2017-13196,High,2018,1,Android Security Bulletins,
CVE-2017-13197,High,2018,1,Android Security Bulletins,
CVE-2017-13198,High,2018,1,Android Security Bulletins,
CVE-2017-13199,High,2018,1,Android Security Bulletins,
CVE-2017-13203,High,2018,1,Android Security Bulletins,
CVE-2017-13204,High,2018,1,Android Security Bulletins,
CVE-2017-13205,High,2018,1,Android Security Bulletins,
CVE-2017-13209,High,2018,1,Android Security Bulletins,
CVE-2017-13210,High,2018,1,Android Security Bulletins,
CVE-2017-13211,High,2018,1,Android Security Bulletins,
CVE-2017-13216,High,2018,1,Android Security Bulletins,
CVE-2017-15849,High,2018,1,Android Security Bulletins,
CVE-2017-0846,Medium,2018,1,Android Security Bulletins,
CVE-2017-11003,Medium,2018,1,Android Security Bulletins,
CVE-2017-11047,Medium,2018,1,Android Security Bulletins,
CVE-2017-11066,Medium,2018,1,Android Security Bulletins,
CVE-2017-11079,Medium,2018,1,Android Security Bulletins,
CVE-2017-11080,Medium,2018,1,Android Security Bulletins,
CVE-2017-13163,Medium,2018,1,Android Security Bulletins,
CVE-2017-13200,Medium,2018,1,Android Security Bulletins,
CVE-2017-13201,Medium,2018,1,Android Security Bulletins,
CVE-2017-13202,Medium,2018,1,Android Security Bulletins,
CVE-2017-13206,Medium,2018,1,Android Security Bulletins,
CVE-2017-13207,Medium,2018,1,Android Security Bulletins,
CVE-2017-13212,Medium,2018,1,Android Security Bulletins,
CVE-2017-13213,Medium,2018,1,Android Security Bulletins,
CVE-2017-13219,Medium,2018,1,Android Security Bulletins,
CVE-2017-13220,Medium,2018,1,Android Security Bulletins,
CVE-2017-13221,Medium,2018,1,Android Security Bulletins,
CVE-2017-13222,Medium,2018,1,Android Security Bulletins,
CVE-2017-1414,Medium,2018,1,Android Security Bulletins,
CVE-2017-14869,Medium,2018,1,Android Security Bulletins,
CVE-2017-14870,Medium,2018,1,Android Security Bulletins,
CVE-2017-14873,Medium,2018,1,Android Security Bulletins,
CVE-2017-15845,Medium,2018,1,Android Security Bulletins,
CVE-2017-15847,Medium,2018,1,Android Security Bulletins,
CVE-2017-9689,Medium,2018,1,Android Security Bulletins,
CVE-2017-9708,Medium,2018,1,Android Security Bulletins,
CVE-2017-9718,Medium,2018,1,Android Security Bulletins,
CVE-2017-13228,Critical,2018,2,Android Security Bulletins,
CVE-2017-13230,Critical,2018,2,Android Security Bulletins,
CVE-2017-17760,Critical,2018,2,Android Security Bulletins,
CVE-2017-13229,Critical,2018,2,Android Security Bulletins,
CVE-2017-13233,High,2018,2,Android Security Bulletins,
CVE-2017-13234,High,2018,2,Android Security Bulletins,
CVE-2017-13232,High,2018,2,Android Security Bulletins,
CVE-2017-0837,High,2018,2,Android Security Bulletins,
CVE-2017-13231,High,2018,2,Android Security Bulletins,
CVE-2017-15265,High,2018,2,Android Security Bulletins,
CVE-2017-15820,High,2018,2,Android Security Bulletins,
CVE-2017-15829,High,2018,2,Android Security Bulletins,
CVE-2017-17761,High,2018,2,Android Security Bulletins,
CVE-2017-17762,High,2018,2,Android Security Bulletins,
CVE-2017-17764,High,2018,2,Android Security Bulletins,
CVE-2017-17765,High,2018,2,Android Security Bulletins,
CVE-2017-14884,High,2018,2,Android Security Bulletins,
CVE-2017-6258,High,2018,2,Android Security Bulletins,
CVE-2017-6279,High,2018,2,Android Security Bulletins,
CVE-2017-13235,High,2018,2,Android Security Bulletins,
CVE-2017-13236,Medium,2018,2,Android Security Bulletins,
CVE-2017-13241,Medium,2018,2,Android Security Bulletins,
CVE-2017-13239,Medium,2018,2,Android Security Bulletins,
CVE-2017-13240,Medium,2018,2,Android Security Bulletins,
CVE-2017-13243,Medium,2018,2,Android Security Bulletins,
CVE-2017-13242,Medium,2018,2,Android Security Bulletins,
CVE-2017-13244,Medium,2018,2,Android Security Bulletins,
CVE-2017-13246,Medium,2018,2,Android Security Bulletins,
CVE-2017-1000405,Medium,2018,2,Android Security Bulletins,
CVE-2017-14875,Medium,2018,2,Android Security Bulletins,
CVE-2017-14891,Medium,2018,2,Android Security Bulletins,
CVE-2017-15826,Medium,2018,2,Android Security Bulletins,
CVE-2017-14876,Medium,2018,2,Android Security Bulletins,
CVE-2017-14883,Medium,2018,2,Android Security Bulletins,
CVE-2017-11043,Medium,2018,2,Android Security Bulletins,
CVE-2017-15823,Medium,2018,2,Android Security Bulletins,
CVE-2017-17766,Medium,2018,2,Android Security Bulletins,
CVE-2017-14881,Medium,2018,2,Android Security Bulletins,
CVE-2017-14877,Medium,2018,2,Android Security Bulletins,
CVE-2017-15859,Medium,2018,2,Android Security Bulletins,
CVE-2017-14892,Medium,2018,2,Android Security Bulletins,
CVE-2017-13248,Critical,2018,3,Android Security Bulletins,
CVE-2017-13249,Critical,2018,3,Android Security Bulletins,
CVE-2017-13250,Critical,2018,3,Android Security Bulletins,
CVE-2017-13251,Critical,2018,3,Android Security Bulletins,
CVE-2017-13255,Critical,2018,3,Android Security Bulletins,
CVE-2017-13256,Critical,2018,3,Android Security Bulletins,
CVE-2017-13272,Critical,2018,3,Android Security Bulletins,
CVE-2017-18067,Critical,2018,3,Android Security Bulletins,
CVE-2017-13252,High,2018,3,Android Security Bulletins,
CVE-2017-13253,High,2018,3,Android Security Bulletins,
CVE-2017-13254,High,2018,3,Android Security Bulletins,
CVE-2017-13257,High,2018,3,Android Security Bulletins,
CVE-2017-13258,High,2018,3,Android Security Bulletins,
CVE-2017-13259,High,2018,3,Android Security Bulletins,
CVE-2017-13260,High,2018,3,Android Security Bulletins,
CVE-2017-13261,High,2018,3,Android Security Bulletins,
CVE-2017-13262,High,2018,3,Android Security Bulletins,
CVE-2017-13264,High,2018,3,Android Security Bulletins,
CVE-2017-16525,High,2018,3,Android Security Bulletins,
CVE-2017-16529,High,2018,3,Android Security Bulletins,
CVE-2017-16530,High,2018,3,Android Security Bulletins,
CVE-2017-16531,High,2018,3,Android Security Bulletins,
CVE-2017-16533,High,2018,3,Android Security Bulletins,
CVE-2017-16535,High,2018,3,Android Security Bulletins,
CVE-2017-13263,Medium,2018,3,Android Security Bulletins,
CVE-2017-13266,Medium,2018,3,Android Security Bulletins,
CVE-2017-13268,Medium,2018,3,Android Security Bulletins,
CVE-2017-13269,Medium,2018,3,Android Security Bulletins,
CVE-2017-16527,Medium,2018,3,Android Security Bulletins,
CVE-2017-1000111,Medium,2018,3,Android Security Bulletins,
CVE-2017-13267,Critical,2018,4,Android Security Bulletins,
CVE-2017-13276,Critical,2018,4,Android Security Bulletins,
CVE-2017-13277,Critical,2018,4,Android Security Bulletins,
CVE-2017-13281,Critical,2018,4,Android Security Bulletins,
CVE-2017-13282,Critical,2018,4,Android Security Bulletins,
CVE-2017-13283,Critical,2018,4,Android Security Bulletins,
CVE-2017-13284,Critical,2018,4,Android Security Bulletins,
CVE-2017-13292,Critical,2018,4,Android Security Bulletins,
CVE-2017-13274,High,2018,4,Android Security Bulletins,
CVE-2017-13275,High,2018,4,Android Security Bulletins,
CVE-2017-13279,High,2018,4,Android Security Bulletins,
CVE-2017-13280,High,2018,4,Android Security Bulletins,
CVE-2017-13285,High,2018,4,Android Security Bulletins,
CVE-2017-13286,High,2018,4,Android Security Bulletins,
CVE-2017-13287,High,2018,4,Android Security Bulletins,
CVE-2017-13288,High,2018,4,Android Security Bulletins,
CVE-2017-13289,High,2018,4,Android Security Bulletins,
CVE-2017-13290,High,2018,4,Android Security Bulletins,
CVE-2017-13291,High,2018,4,Android Security Bulletins,
CVE-2017-13296,High,2018,4,Android Security Bulletins,
CVE-2017-13297,High,2018,4,Android Security Bulletins,
CVE-2017-13298,High,2018,4,Android Security Bulletins,
CVE-2017-13299,High,2018,4,Android Security Bulletins,
CVE-2017-1653,High,2018,4,Android Security Bulletins,
CVE-2017-17770,High,2018,4,Android Security Bulletins,
CVE-2018-3563,High,2018,4,Android Security Bulletins,
CVE-2017-13294,Medium,2018,4,Android Security Bulletins,
CVE-2017-13301,Medium,2018,4,Android Security Bulletins,
CVE-2017-13302,Medium,2018,4,Android Security Bulletins,
CVE-2017-13303,Medium,2018,4,Android Security Bulletins,
CVE-2017-13305,Medium,2018,4,Android Security Bulletins,
CVE-2017-13307,Medium,2018,4,Android Security Bulletins,
CVE-2017-15115,Medium,2018,4,Android Security Bulletins,
CVE-2017-17449,Medium,2018,4,Android Security Bulletins,
CVE-2017-17712,Medium,2018,4,Android Security Bulletins,
CVE-2017-8269,Medium,2018,4,Android Security Bulletins,
CVE-2018-3598,Medium,2018,4,Android Security Bulletins,
CVE-2018-3599,Medium,2018,4,Android Security Bulletins,
CVE-2018-5825,Medium,2018,4,Android Security Bulletins,
CVE-2018-3580,Critical,2018,5,Android Security Bulletins,
CVE-2017-13309,High,2018,5,Android Security Bulletins,
CVE-2017-13310,High,2018,5,Android Security Bulletins,
CVE-2017-13311,High,2018,5,Android Security Bulletins,
CVE-2017-13312,High,2018,5,Android Security Bulletins,
CVE-2017-13313,High,2018,5,Android Security Bulletins,
CVE-2017-13314,High,2018,5,Android Security Bulletins,
CVE-2017-13315,High,2018,5,Android Security Bulletins,
CVE-2017-13319,High,2018,5,Android Security Bulletins,
CVE-2017-13320,High,2018,5,Android Security Bulletins,
CVE-2017-18154,High,2018,5,Android Security Bulletins,
CVE-2018-5846,High,2018,5,Android Security Bulletins,
CVE-2017-0622,Medium,2018,5,Android Security Bulletins,
CVE-2017-13316,Medium,2018,5,Android Security Bulletins,
CVE-2017-13317,Medium,2018,5,Android Security Bulletins,
CVE-2017-13318,Medium,2018,5,Android Security Bulletins,
CVE-2017-13321,Medium,2018,5,Android Security Bulletins,
CVE-2017-13323,Medium,2018,5,Android Security Bulletins,
CVE-2017-15129,Medium,2018,5,Android Security Bulletins,
CVE-2017-15842,Medium,2018,5,Android Security Bulletins,
CVE-2017-15843,Medium,2018,5,Android Security Bulletins,
CVE-2018-3572,Medium,2018,5,Android Security Bulletins,
CVE-2018-5344,Medium,2018,5,Android Security Bulletins,
CVE-2018-5849,Medium,2018,5,Android Security Bulletins,
CVE-2018-5852,Medium,2018,5,Android Security Bulletins,
CVE-2018-3569,Critical,2018,6,Android Security Bulletins,
CVE-2018-5146,Critical,2018,6,Android Security Bulletins,
CVE-2018-9341,Critical,2018,6,Android Security Bulletins,
CVE-2018-9355,Critical,2018,6,Android Security Bulletins,
CVE-2018-9356,Critical,2018,6,Android Security Bulletins,
CVE-2017-0564,High,2018,6,Android Security Bulletins,
CVE-2017-17558,High,2018,6,Android Security Bulletins,
CVE-2017-17806,High,2018,6,Android Security Bulletins,
CVE-2017-17807,High,2018,6,Android Security Bulletins,
CVE-2018-5829,High,2018,6,Android Security Bulletins,
CVE-2018-5831,High,2018,6,Android Security Bulletins,
CVE-2018-5834,High,2018,6,Android Security Bulletins,
CVE-2018-5884,High,2018,6,Android Security Bulletins,
CVE-2018-9338,High,2018,6,Android Security Bulletins,
CVE-2018-9339,High,2018,6,Android Security Bulletins,
CVE-2018-9340,High,2018,6,Android Security Bulletins,
CVE-2018-9344,High,2018,6,Android Security Bulletins,
CVE-2018-9345,High,2018,6,Android Security Bulletins,
CVE-2018-9346,High,2018,6,Android Security Bulletins,
CVE-2018-9347,High,2018,6,Android Security Bulletins,
CVE-2018-9348,High,2018,6,Android Security Bulletins,
CVE-2018-9349,High,2018,6,Android Security Bulletins,
CVE-2018-9350,High,2018,6,Android Security Bulletins,
CVE-2018-9351,High,2018,6,Android Security Bulletins,
CVE-2018-9352,High,2018,6,Android Security Bulletins,
CVE-2018-9353,High,2018,6,Android Security Bulletins,
CVE-2018-9354,High,2018,6,Android Security Bulletins,
CVE-2018-9357,High,2018,6,Android Security Bulletins,
CVE-2018-9358,High,2018,6,Android Security Bulletins,
CVE-2018-9359,High,2018,6,Android Security Bulletins,
CVE-2018-9360,High,2018,6,Android Security Bulletins,
CVE-2018-9361,High,2018,6,Android Security Bulletins,
CVE-2018-9362,High,2018,6,Android Security Bulletins,
CVE-2016-5342,Medium,2018,6,Android Security Bulletins,
CVE-2016-5080,Medium,2018,6,Android Security Bulletins,
CVE-2017-14872,Medium,2018,6,Android Security Bulletins,
CVE-2017-14893,Medium,2018,6,Android Security Bulletins,
CVE-2017-18075,Medium,2018,6,Android Security Bulletins,
CVE-2018-3564,Medium,2018,6,Android Security Bulletins,
CVE-2018-3597,Medium,2018,6,Android Security Bulletins,
CVE-2018-5836,Medium,2018,6,Android Security Bulletins,
CVE-2018-5887,Medium,2018,6,Android Security Bulletins,
CVE-2018-5888,Medium,2018,6,Android Security Bulletins,
CVE-2018-5889,Medium,2018,6,Android Security Bulletins,
CVE-2018-5890,Medium,2018,6,Android Security Bulletins,
CVE-2018-5893,Medium,2018,6,Android Security Bulletins,
CVE-2018-5895,Medium,2018,6,Android Security Bulletins,
CVE-2018-5897,Medium,2018,6,Android Security Bulletins,
CVE-2018-7480,Medium,2018,6,Android Security Bulletins,
CVE-2018-9375,Medium,2018,6,Android Security Bulletins,
CVE-2018-9378,Medium,2018,6,Android Security Bulletins,
CVE-2018-9379,Medium,2018,6,Android Security Bulletins,
CVE-2018-9380,Medium,2018,6,Android Security Bulletins,
CVE-2018-9381,Medium,2018,6,Android Security Bulletins,
CVE-2018-9383,Medium,2018,6,Android Security Bulletins,
CVE-2018-9385,Medium,2018,6,Android Security Bulletins,
CVE-2018-9389,Medium,2018,6,Android Security Bulletins,
CVE-2018-9365,Critical,2018,7,Android Security Bulletins,
CVE-2018-9433,Critical,2018,7,Android Security Bulletins,
CVE-2018-9411,Critical,2018,7,Android Security Bulletins,
CVE-2018-5873,High,2018,7,Android Security Bulletins,
CVE-2018-6927,High,2018,7,Android Security Bulletins,
CVE-2018-9410,High,2018,7,Android Security Bulletins,
CVE-2018-9412,High,2018,7,Android Security Bulletins,
CVE-2018-9417,High,2018,7,Android Security Bulletins,
CVE-2018-9419,High,2018,7,Android Security Bulletins,
CVE-2018-9420,High,2018,7,Android Security Bulletins,
CVE-2018-9421,High,2018,7,Android Security Bulletins,
CVE-2018-9422,High,2018,7,Android Security Bulletins,
CVE-2018-9423,High,2018,7,Android Security Bulletins,
CVE-2018-9424,High,2018,7,Android Security Bulletins,
CVE-2018-9428,High,2018,7,Android Security Bulletins,
CVE-2018-9432,High,2018,7,Android Security Bulletins,
CVE-2017-0606,Medium,2018,7,Android Security Bulletins,
CVE-2017-1000,Medium,2018,7,Android Security Bulletins,
CVE-2018-1065,Medium,2018,7,Android Security Bulletins,
CVE-2018-3570,Medium,2018,7,Android Security Bulletins,
CVE-2018-5858,Medium,2018,7,Android Security Bulletins,
CVE-2018-5862,Medium,2018,7,Android Security Bulletins,
CVE-2018-5865,Medium,2018,7,Android Security Bulletins,
CVE-2018-9413,Medium,2018,7,Android Security Bulletins,
CVE-2018-9414,Medium,2018,7,Android Security Bulletins,
CVE-2018-9415,Medium,2018,7,Android Security Bulletins,
CVE-2018-9416,Medium,2018,7,Android Security Bulletins,
CVE-2018-9418,Medium,2018,7,Android Security Bulletins,
CVE-2018-9426,Medium,2018,7,Android Security Bulletins,
CVE-2018-9429,Medium,2018,7,Android Security Bulletins,
CVE-2018-9430,Medium,2018,7,Android Security Bulletins,
CVE-2018-9431,Medium,2018,7,Android Security Bulletins,
CVE-2018-9427,Critical,2018,8,Android Security Bulletins,
CVE-2018-9446,Critical,2018,8,Android Security Bulletins,
CVE-2018-9450,Critical,2018,8,Android Security Bulletins,
CVE-2018-5383,High,2018,8,Android Security Bulletins,
CVE-2018-9436,High,2018,8,Android Security Bulletins,
CVE-2018-9437,High,2018,8,Android Security Bulletins,
CVE-2018-9438,High,2018,8,Android Security Bulletins,
CVE-2018-9444,High,2018,8,Android Security Bulletins,
CVE-2018-9445,High,2018,8,Android Security Bulletins,
CVE-2018-9448,High,2018,8,Android Security Bulletins,
CVE-2018-9451,High,2018,8,Android Security Bulletins,
CVE-2018-9453,High,2018,8,Android Security Bulletins,
CVE-2018-9454,High,2018,8,Android Security Bulletins,
CVE-2018-9455,High,2018,8,Android Security Bulletins,
CVE-2018-9456,High,2018,8,Android Security Bulletins,
CVE-2018-9458,High,2018,8,Android Security Bulletins,
CVE-2018-9459,High,2018,8,Android Security Bulletins,
CVE-2018-9465,High,2018,8,Android Security Bulletins,
CVE-2017-1000100,Medium,2018,8,Android Security Bulletins,
CVE-2017-18307,Medium,2018,8,Android Security Bulletins,
CVE-2018-5904,Medium,2018,8,Android Security Bulletins,
CVE-2018-5905,Medium,2018,8,Android Security Bulletins,
CVE-2018-5908,Medium,2018,8,Android Security Bulletins,
CVE-2018-5909,Medium,2018,8,Android Security Bulletins,
CVE-2018-5910,Medium,2018,8,Android Security Bulletins,
CVE-2017-11004,Critical,2018,9,Android Security Bulletins,
CVE-2017-18141,Critical,2018,9,Android Security Bulletins,
CVE-2018-9411,Critical,2018,9,Android Security Bulletins,
CVE-2018-9427,Critical,2018,9,Android Security Bulletins,
CVE-2018-9475,Critical,2018,9,Android Security Bulletins,
CVE-2018-9478,Critical,2018,9,Android Security Bulletins,
CVE-2018-9479,Critical,2018,9,Android Security Bulletins,
CVE-2016-10408,High,2018,9,Android Security Bulletins,
CVE-2017-8276,High,2018,9,Android Security Bulletins,
CVE-2018-11836,High,2018,9,Android Security Bulletins,
CVE-2018-11842,High,2018,9,Android Security Bulletins,
CVE-2018-11898,High,2018,9,Android Security Bulletins,
CVE-2018-11951,High,2018,9,Android Security Bulletins,
CVE-2018-5871,High,2018,9,Android Security Bulletins,
CVE-2018-9456,High,2018,9,Android Security Bulletins,
CVE-2018-9466,High,2018,9,Android Security Bulletins,
CVE-2018-9467,High,2018,9,Android Security Bulletins,
CVE-2018-9469,High,2018,9,Android Security Bulletins,
CVE-2018-9470,High,2018,9,Android Security Bulletins,
CVE-2018-9471,High,2018,9,Android Security Bulletins,
CVE-2018-9472,High,2018,9,Android Security Bulletins,
CVE-2018-9474,High,2018,9,Android Security Bulletins,
CVE-2018-9477,High,2018,9,Android Security Bulletins,
CVE-2018-9480,High,2018,9,Android Security Bulletins,
CVE-2018-9481,High,2018,9,Android Security Bulletins,
CVE-2018-9482,High,2018,9,Android Security Bulletins,
CVE-2018-9483,High,2018,9,Android Security Bulletins,
CVE-2018-9484,High,2018,9,Android Security Bulletins,
CVE-2018-9485,High,2018,9,Android Security Bulletins,
CVE-2018-9486,High,2018,9,Android Security Bulletins,
CVE-2018-9487,High,2018,9,Android Security Bulletins,
CVE-2018-5390,Medium,2018,9,Android Security Bulletins,
CVE-2018-5391,Medium,2018,9,Android Security Bulletins,
CVE-2018-9440,Medium,2018,9,Android Security Bulletins,
CVE-2018-9488,Medium,2018,9,Android Security Bulletins,
CVE-2017-13283,Critical,2018,10,Android Security Bulletins,
CVE-2018-9473,Critical,2018,10,Android Security Bulletins,
CVE-2018-9476,Critical,2018,10,Android Security Bulletins,
CVE-2018-9490,Critical,2018,10,Android Security Bulletins,
CVE-2018-9497,Critical,2018,10,Android Security Bulletins,
CVE-2018-9498,Critical,2018,10,Android Security Bulletins,
CVE-2018-9504,Critical,2018,10,Android Security Bulletins,
CVE-2018-9491,High,2018,10,Android Security Bulletins,
CVE-2018-9492,High,2018,10,Android Security Bulletins,
CVE-2018-9493,High,2018,10,Android Security Bulletins,
CVE-2018-9499,High,2018,10,Android Security Bulletins,
CVE-2018-9501,High,2018,10,Android Security Bulletins,
CVE-2018-9502,High,2018,10,Android Security Bulletins,
CVE-2018-9503,High,2018,10,Android Security Bulletins,
CVE-2018-9505,High,2018,10,Android Security Bulletins,
CVE-2018-9506,High,2018,10,Android Security Bulletins,
CVE-2018-9507,High,2018,10,Android Security Bulletins,
CVE-2018-9508,High,2018,10,Android Security Bulletins,
CVE-2018-9509,High,2018,10,Android Security Bulletins,
CVE-2018-9510,High,2018,10,Android Security Bulletins,
CVE-2018-9452,Medium,2018,10,Android Security Bulletins,
CVE-2017-18317,Critical,2018,11,Android Security Bulletins,
CVE-2018-11264,Critical,2018,11,Android Security Bulletins,
CVE-2018-9527,Critical,2018,11,Android Security Bulletins,
CVE-2016-10502,High,2018,11,Android Security Bulletins,
CVE-2017-18318,High,2018,11,Android Security Bulletins,
CVE-2018-11905,High,2018,11,Android Security Bulletins,
CVE-2018-11995,High,2018,11,Android Security Bulletins,
CVE-2018-11996,High,2018,11,Android Security Bulletins,
CVE-2018-5870,High,2018,11,Android Security Bulletins,
CVE-2018-5877,High,2018,11,Android Security Bulletins,
CVE-2018-5916,High,2018,11,Android Security Bulletins,
CVE-2018-9523,High,2018,11,Android Security Bulletins,
CVE-2018-9524,High,2018,11,Android Security Bulletins,
CVE-2018-9539,High,2018,11,Android Security Bulletins,
CVE-2018-9540,High,2018,11,Android Security Bulletins,
CVE-2018-9541,High,2018,11,Android Security Bulletins,
CVE-2018-9542,High,2018,11,Android Security Bulletins,
CVE-2018-9544,High,2018,11,Android Security Bulletins,
CVE-2018-9545,High,2018,11,Android Security Bulletins,
CVE-2018-9347,Medium,2018,11,Android Security Bulletins,
CVE-2018-9457,Medium,2018,11,Android Security Bulletins,
CVE-2017-18141,Critical,2018,12,Android Security Bulletins,
CVE-2017-8248,Critical,2018,12,Android Security Bulletins,
CVE-2018-11279,Critical,2018,12,Android Security Bulletins,
CVE-2018-9549,Critical,2018,12,Android Security Bulletins,
CVE-2018-9550,Critical,2018,12,Android Security Bulletins,
CVE-2018-9551,Critical,2018,12,Android Security Bulletins,
CVE-2018-9552,Critical,2018,12,Android Security Bulletins,
CVE-2018-9555,Critical,2018,12,Android Security Bulletins,
CVE-2017-18160,High,2018,12,Android Security Bulletins,
CVE-2017-18319,High,2018,12,Android Security Bulletins,
CVE-2017-18320,High,2018,12,Android Security Bulletins,
CVE-2017-18321,High,2018,12,Android Security Bulletins,
CVE-2017-18322,High,2018,12,Android Security Bulletins,
CVE-2017-18323,High,2018,12,Android Security Bulletins,
CVE-2017-18324,High,2018,12,Android Security Bulletins,
CVE-2017-18326,High,2018,12,Android Security Bulletins,
CVE-2017-18327,High,2018,12,Android Security Bulletins,
CVE-2017-18328,High,2018,12,Android Security Bulletins,
CVE-2017-18329,High,2018,12,Android Security Bulletins,
CVE-2017-18330,High,2018,12,Android Security Bulletins,
CVE-2017-18331,High,2018,12,Android Security Bulletins,
CVE-2017-18332,High,2018,12,Android Security Bulletins,
CVE-2018-11960,High,2018,12,Android Security Bulletins,
CVE-2018-11961,High,2018,12,Android Security Bulletins,
CVE-2018-11963,High,2018,12,Android Security Bulletins,
CVE-2018-5915,High,2018,12,Android Security Bulletins,
CVE-2018-9538,High,2018,12,Android Security Bulletins,
CVE-2018-9543,High,2018,12,Android Security Bulletins,
CVE-2018-9547,High,2018,12,Android Security Bulletins,
CVE-2018-9548,High,2018,12,Android Security Bulletins,
CVE-2018-9553,High,2018,12,Android Security Bulletins,
CVE-2018-9554,High,2018,12,Android Security Bulletins,
CVE-2018-9557,High,2018,12,Android Security Bulletins,
CVE-2018-9558,High,2018,12,Android Security Bulletins,
CVE-2018-9559,High,2018,12,Android Security Bulletins,
CVE-2018-9560,High,2018,12,Android Security Bulletins,
CVE-2018-9562,High,2018,12,Android Security Bulletins,
CVE-2018-9566,High,2018,12,Android Security Bulletins,
CVE-2018-9568,High,2018,12,Android Security Bulletins,
CVE-2018-9583,Critical,2019,1,Android Security Bulletins,
CVE-2018-10877,High,2019,1,Android Security Bulletins,
CVE-2018-10880,High,2019,1,Android Security Bulletins,
CVE-2018-10882,High,2019,1,Android Security Bulletins,
CVE-2018-11962,High,2019,1,Android Security Bulletins,
CVE-2018-12014,High,2019,1,Android Security Bulletins,
CVE-2018-17182,High,2019,1,Android Security Bulletins,
CVE-2018-9582,High,2019,1,Android Security Bulletins,
CVE-2018-9584,High,2019,1,Android Security Bulletins,
CVE-2018-9585,High,2019,1,Android Security Bulletins,
CVE-2018-9586,High,2019,1,Android Security Bulletins,
CVE-2018-9587,High,2019,1,Android Security Bulletins,
CVE-2018-9588,High,2019,1,Android Security Bulletins,
CVE-2018-9589,High,2019,1,Android Security Bulletins,
CVE-2018-9590,High,2019,1,Android Security Bulletins,
CVE-2018-9591,High,2019,1,Android Security Bulletins,
CVE-2018-9592,High,2019,1,Android Security Bulletins,
CVE-2018-9593,High,2019,1,Android Security Bulletins,
CVE-2018-9594,High,2019,1,Android Security Bulletins,
CVE-2018-6271,Critical,2019,2,Android Security Bulletins,
CVE-2018-11262,Critical,2019,2,Android Security Bulletins,
CVE-2018-11817,Critical,2019,2,Android Security Bulletins,
CVE-2019-1986,Critical,2019,2,Android Security Bulletins,
CVE-2019-1987,Critical,2019,2,Android Security Bulletins,
CVE-2019-1988,Critical,2019,2,Android Security Bulletins,
CVE-2019-1991,Critical,2019,2,Android Security Bulletins,
CVE-2019-1992,Critical,2019,2,Android Security Bulletins,
CVE-2016-6684,High,2019,2,Android Security Bulletins,
CVE-2017-17760,High,2019,2,Android Security Bulletins,
CVE-2018-5268,High,2019,2,Android Security Bulletins,
CVE-2018-5269,High,2019,2,Android Security Bulletins,
CVE-2018-5839,High,2019,2,Android Security Bulletins,
CVE-2018-6267,High,2019,2,Android Security Bulletins,
CVE-2018-6268,High,2019,2,Android Security Bulletins,
CVE-2018-11275,High,2019,2,Android Security Bulletins,
CVE-2018-11280,High,2019,2,Android Security Bulletins,
CVE-2018-11931,High,2019,2,Android Security Bulletins,
CVE-2018-11932,High,2019,2,Android Security Bulletins,
CVE-2018-11935,High,2019,2,Android Security Bulletins,
CVE-2018-13900,High,2019,2,Android Security Bulletins,
CVE-2018-13904,High,2019,2,Android Security Bulletins,
CVE-2018-13905,High,2019,2,Android Security Bulletins,
CVE-2019-1985,High,2019,2,Android Security Bulletins,
CVE-2019-1993,High,2019,2,Android Security Bulletins,
CVE-2019-1994,High,2019,2,Android Security Bulletins,
CVE-2019-1995,High,2019,2,Android Security Bulletins,
CVE-2019-1996,High,2019,2,Android Security Bulletins,
CVE-2019-1997,High,2019,2,Android Security Bulletins,
CVE-2019-1998,High,2019,2,Android Security Bulletins,
CVE-2019-2001,High,2019,2,Android Security Bulletins,
CVE-2017-18009,Medium,2019,2,Android Security Bulletins,
CVE-2018-11817,Critical,2019,3,Android Security Bulletins,
CVE-2019-1989,Critical,2019,3,Android Security Bulletins,
CVE-2019-1990,Critical,2019,3,Android Security Bulletins,
CVE-2019-2009,Critical,2019,3,Android Security Bulletins,
CVE-2018-9561,High,2019,3,Android Security Bulletins,
CVE-2018-9563,High,2019,3,Android Security Bulletins,
