filename,first_12_bytes,spl,identifier,firmware_name,os_version,android_version,patch_type
CPH2119PU_11_OTA_0170_all_P8M1CMn4PYS6.ozip,OPPOENCRYPT!,2020-09-05,244.0,,,,
CPH2119PU_11_OTA_0190_all_WhVJvcI7jDNn.ozip,OPPOENCRYPT!,2020-10-05,245.0,,,,
CPH2119PU_11_OTA_0270_all_oIrGUyrcZp5t.ozip,OPPOENCRYPT!,2020-11-05,246.0,,,,
CPH1923EX_11_OTA_0160_all_CnYBplErHlia.ozip,PK,,247.0,,,,
CPH2001PUEX_11_OTA_1450_all_aBnM6EGFhnvz.ozip,PK,,248.0,,,,
CPH2137PU_11_OTA_0190_all_fh3kJoeB9Pnr.ozip,PK,,249.0,,,,
CPH2137PU_11_OTA_0200_all_CSmv6EhpkZBU.ozip,PK,,250.0,,,,
CPH2137PU_11_OTA_0220_all_TlElar1SA9lC.ozip,PK,,251.0,,,,
CPH1831EX_11_A.12_OTA_0120_all_20181010.ozip,OPPOENCRYPT!,,252.0,,,,
CPH1831EX_11_A.13_OTA_0130_all_201811212153.ozip,OPPOENCRYPT!,,253.0,,,,
CPH1831EX_11_OTA_0180_all_CifKBktqrKQx.ozip,OPPOENCRYPT!,,254.0,,,,
CPH1831EX_11_OTA_0190_all_Ico0isumoKwv.ozip,OPPOENCRYPT!,,255.0,,,,
CPH1831EX_11_OTA_0220_all_j23ELrwgufrf.ozip,OPPOENCRYPT!,,256.0,,,,
CPH1831EX_11_OTA_2460_all_rEOk2yaMV7u7.ozip,OPPOENCRYPT!,2020-10-05,257.0,,,,
CPH1831EX_11_OTA_2500_all_fre5YzzXxulB.ozip,OPPOENCRYPT!,2021-04-05,258.0,,,,
CPH1879EX_11_OTA_1050_all_Vf159dalrHdn.ozip,OPPOENCRYPT!,2019-10-05,259.0,,,,
CPH1877EX_11_A.10_OTA_0102_all_201812040042.ozip,OPPOENCRYPT!,2018-10-05,260.0,,,,
CPH1877EX_11_OTA_1210_all_RZpgczsVF5Iz.ozip,OPPOENCRYPT!,2019-10-05,261.0,,,,
A1601EX_11_OTA_031_all_201705232152_local.zip,PK,,262.0,,,,
CPH1803EX_11_A.18_OTA_0180_all.ozip,PK,,263.0,,,,
CPH1941PUEX_11_OTA_0510_all_iny8r7XC33uJ.ozip,PK,,264.0,,,,
CPH1941PUEX_11_OTA_1790_all_M5zsp4BLEz3o.ozip,PK,,265.0,,,,
CPH1941PUEX_11_OTA_1810_all_rTJuynbitYsH.ozip,PK,,266.0,,,,
CPH1941PUEX_11_OTA_1830_all_1oqtmzqMaSeE.ozip,PK,,267.0,,,,
CPH1931PUEX_11_OTA_1850_all_hlte1ljlbc2h.ozip,PK,,268.0,,,,
CPH2001PUEX_11_OTA_0270_all_tWLdlyvVgPJO.ozip,OPPOENCRYPT!,2020-02-05,269.0,,,,
CPH2001PUEX_11_OTA_0310_all_BN3qZDjsZVFa.ozip,OPPOENCRYPT!,2020-04-05,270.0,,,,
CPH2001PUEX_11_OTA_0370_all_yQfUpdQUoQWM.ozip,OPPOENCRYPT!,2020-07-05,271.0,,,,
CPH2001PUEX_11_OTA_1390_all_0WIlXgbD5Ij6.ozip,PK,,272.0,,,,
CPH2001PUEX_11_OTA_1430_all_W5tNrJnIqJLD.ozip,PK,,273.0,,,,
CPH2001PUEX_11_OTA_1470_all_GlioAPybO0Vk.ozip,PK,,274.0,,,,
CPH2001PUEX_11_OTA_1510_all_oc4ujgmvipyP.ozip,PK,,275.0,,,,
CPH2001PUEX_11_OTA_1530_all_8kCIr2aTykOt.ozip,PK,,276.0,,,,
CPH2059PU_11_OTA_0290_all_wBkrxajot1Br.ozip,PK,,277.0,,,,
CPH2059PU_11_OTA_0570_all_VqrULY5tvJsr.ozip,PK,,278.0,,,,
CPH1725_11_A.18_OTA_0180_all_201801171019.ozip,OPPOENCRYPT!,,279.0,,,,
CPH1725_11_A.21_OTA_0210_all_201803031729.ozip,OPPOENCRYPT!,,280.0,,,,
CPH1725_11_A.27_OTA_0270_all_201806091007.ozip,OPPOENCRYPT!,,281.0,,,,
CPH1919EX_11_OTA_0100_all_I8XnaGpC4zXf.zip,OPPOENCRYPT!,2019-06-05,282.0,,,,
CPH1919EX_11_OTA_1350_all_iiK5LRgNCzX3.ozip,OPPOENCRYPT!,2021-05-05,283.0,,,,
CPH1979EX_11_OTA_0210_all_4acBqbVpN4mY.ozip,PK,,284.0,,,,
CPH1979EX_11_OTA_1360_all_c3O362ntIJvZ.ozip,PK,,285.0,,,,
CPH1951EX_11_OTA_0090_all_Luy34TCxFlJx.ozip,OPPOENCRYPT!,2019-09-05,286.0,,,,
CPH1951EX_11_OTA_0120_all_OXyTVZZu8pJA.ozip,OPPOENCRYPT!,2019-10-05,287.0,,,,
CPH1945EX_11_OTA_0140_all_HIeJmgWKh6EK.ozip,OPPOENCRYPT!,2019-11-05,288.0,,,,
CPH1945PUEX_11_OTA_0210_all_y6r19jpEyLop.ozip,OPPOENCRYPT!,2020-04-05,289.0,,,,
CPH1945PUEX_11_OTA_0230_all_I05QxFV3Nyag.ozip,OPPOENCRYPT!,2020-05-05,290.0,,,,
CPH1945PUEX_11_OTA_0250_all_bC7sINyKuP2y.ozip,OPPOENCRYPT!,2020-06-05,291.0,,,,
CPH1945PUEX_11_OTA_1330_all_2ZwX7kP1GScL.ozip,OPPOENCRYPT!,2020-08-05,292.0,,,,
CPH1945PUEX_11_OTA_1370_all_nAUcfHqH3XLd.ozip,OPPOENCRYPT!,2020-09-05,293.0,,,,
CPH1951PUEX_11_OTA_1390_all_VV8hZ9iminPv.ozip,OPPOENCRYPT!,2020-10-05,294.0,,,,
CPH1951PUEX_11_OTA_1410_all_fbVB8V3pjpKs.ozip,OPPOENCRYPT!,2020-11-05,295.0,,,,
CPH1951PUEX_11_OTA_1430_all_ItTg5aJIkKG1.ozip,OPPOENCRYPT!,2020-12-05,296.0,,,,
CPH1951PUEX_11_OTA_1450_all_EkLk4vx7IegD.ozip,OPPOENCRYPT!,2021-01-05,297.0,,,,
CPH1951PUEX_11_OTA_1470_all_0g12WIbBQ53k.ozip,OPPOENCRYPT!,2021-03-05,298.0,,,,
CPH1951PUEX_11_OTA_1490_all_XCogT0biH1LR.ozip,OPPOENCRYPT!,2021-05-05,299.0,,,,
CPH1823EX_11_OTA_0050_all_NUMz2Glb2rfI_local.ozip,OPPOENCRYPT!,,300.0,,,,
CPH1609EX_11_OTA_0240_all_201808050244.ozip,OPPOENCRYPT!,,301.0,,,,
CPH1809EX_11_OTA_0130_all_bcR5FdOQJIO0_local.ozip,PK,,302.0,,,,
CPH1809EX_11_OTA_0140_all_IRO7kt1qA8Di_local.ozip,PK,,303.0,,,,
CPH1809EX_11_OTA_0160_all_9fEeCNT6X8pt_local.ozip,PK,,304.0,,,,
CPH1809EX_11_OTA_0210_all_ApAk31CwZHyy.ozip,PK,,305.0,,,,
CPH1809EX_11_OTA_0220_all_ppdeZtCm33eb.ozip,PK,,306.0,,,,
CPH1809EX_11_OTA_0230_all_bufzG5IIseFi.ozip,PK,,307.0,,,,
CPH1809EX_11_OTA_0250_all_UwJguF5JoXCR.ozip,PK,,308.0,,,,
CPH1809EX_11_OTA_0270_all_jgUvSWOFWj51.ozip,PK,,309.0,,,,
CPH1809EX_11_OTA_0290_all_3t6rxrBpXEvP.ozip,PK,,310.0,,,,
CPH1979EX_11_OTA_0220_all_t9x5vX60qkJF.ozip,PK,,311.0,,,,
CPH1803EX_11_A.15_OTA_0150_all.zip,PK,,312.0,,,,
CPH1879EX_11_A.08_OTA_0080_all_201905292342.ozip,OPPOENCRYPT!,2019-05-05,313.0,,,,
CPH1879EX_11_A.07_OTA_0070_all_201904222359.ozip,OPPOENCRYPT!,2019-04-05,314.0,,,,
CPH1879EX_11_A.09_OTA_0090_all_201906242346.ozip,OPPOENCRYPT!,2019-07-05,315.0,,,,
CPH1879EX_11_OTA_0100_all_D2SVtO8KXGGb.ozip,OPPOENCRYPT!,2019-08-05,316.0,,,,
CPH1879EX_11_OTA_0110_all_oKpoHZBZl0GT.ozip,OPPOENCRYPT!,2019-09-05,317.0,,,,
CPH1879EX_11_OTA_1060_all_j11EXXaTjMu2.ozip,OPPOENCRYPT!,2019-11-05,318.0,,,,
CPH1879EX_11_OTA_1080_all_0jR6CitPV7oC.ozip,OPPOENCRYPT!,2019-12-05,319.0,,,,
CPH1879EX_11_OTA_1090_all_R32FljeyJwVI.ozip,OPPOENCRYPT!,2020-01-05,320.0,,,,
CPH1879EX_11_OTA_1100_all_eKbADcbZx6rw.ozip,OPPOENCRYPT!,2020-02-05,321.0,,,,
CPH1879EX_11_OTA_1110_all_SFduOa4yswZm.ozip,OPPOENCRYPT!,2020-03-05,322.0,,,,
CPH1879EX_11_OTA_1120_all_IGyFvtaroynf.ozip,OPPOENCRYPT!,2020-04-05,323.0,,,,
CPH1879EX_11_OTA_3050_all_1gZqEWNlnJYj.ozip,OPPOENCRYPT!,2020-05-05,324.0,,,,
CPH1879EX_11_OTA_3060_all_u7ciNRAmDeyR.ozip,OPPOENCRYPT!,2020-06-05,325.0,,,,
CPH1879EX_11_OTA_3070_all_VDcFJ7zTqeoF.ozip,OPPOENCRYPT!,2020-07-05,326.0,,,,
CPH1879EX_11_OTA_3090_all_bzqFSfftHZHZ.ozip,OPPOENCRYPT!,2020-08-05,327.0,,,,
CPH1879EX_11_OTA_3110_all_3d4Soe1vxjYn.ozip,OPPOENCRYPT!,2020-10-05,328.0,,,,
CPH1879EX_11_OTA_3120_all_bPfuV2juaXo8.ozip,OPPOENCRYPT!,2020-11-05,329.0,,,,
CPH1879EX_11_OTA_3130_all_FoZra0hfw2Cz.ozip,OPPOENCRYPT!,2020-12-05,330.0,,,,
CPH1879EX_11_OTA_3140_all_3xTIQS0GWVqr.ozip,OPPOENCRYPT!,2021-02-05,331.0,,,,
CPH1879EX_11_OTA_3150_all_qJzIRvM0WCEt.ozip,OPPOENCRYPT!,2021-04-05,332.0,,,,
CPH1879EX_11_OTA_3160_all_9tZ14wqghGqa.ozip,OPPOENCRYPT!,2021-05-05,333.0,,,,
CPH1877EX_11_A.11_OTA_0110_all_201812261125.ozip,OPPOENCRYPT!,2018-12-05,334.0,,,,
CPH1877EX_11_A.13_OTA_0130_all_201901142213.ozip,OPPOENCRYPT!,2019-01-05,335.0,,,,
CPH1877EX_11_A.15_OTA_0150_all_201903230114.ozip,OPPOENCRYPT!,2019-03-05,336.0,,,,
CPH1877EX_11_A.16_OTA_0160_all_201905281102.ozip,OPPOENCRYPT!,2019-05-05,337.0,,,,
CPH1877EX_11_OTA_0170_all_FfTaoC0NdWoZ.ozip,OPPOENCRYPT!,2019-06-05,338.0,,,,
CPH1877EX_11_OTA_0180_all_R2lVjdiqXcwp.ozip,OPPOENCRYPT!,2019-08-05,339.0,,,,
CPH1877EX_11_OTA_0190_all_KHttStT3Uxr4.ozip,OPPOENCRYPT!,2019-09-05,340.0,,,,
CPH1877EX_11_OTA_1220_all_bn2bum4Exwru.ozip,OPPOENCRYPT!,2019-11-05,341.0,,,,
CPH1877EX_11_OTA_1250_all_E0sMS3wxf0P7.ozip,OPPOENCRYPT!,2020-01-05,342.0,,,,
CPH1877EX_11_OTA_1260_all_XIAHYpMUSVdC.ozip,OPPOENCRYPT!,2020-02-05,343.0,,,,
CPH1877EX_11_OTA_1270_all_aoeKbakFbYOP.ozip,OPPOENCRYPT!,2020-03-05,344.0,,,,
CPH1877EX_11_OTA_1280_all_7UYWwNvmSRaA.ozip,OPPOENCRYPT!,2020-04-05,345.0,,,,
CPH1877EX_11_OTA_3350_all_dDxCXqZ2KhqT.ozip,OPPOENCRYPT!,2020-05-05,346.0,,,,
CPH1877EX_11_OTA_3380_all_0HyKrNjpNBy7.ozip,OPPOENCRYPT!,2020-06-05,347.0,,,,
CPH1877EX_11_OTA_3390_all_bsdF6JBQtp79.ozip,OPPOENCRYPT!,2020-07-05,348.0,,,,
CPH1877EX_11_OTA_3410_all_bMKx9NyTRhC5.ozip,OPPOENCRYPT!,2020-08-05,349.0,,,,
CPH1877EX_11_OTA_3420_all_eRMNq3f9GZXu.ozip,OPPOENCRYPT!,2020-09-05,350.0,,,,
CPH1877EX_11_OTA_3430_all_IS5Dw8DdOlm2.ozip,OPPOENCRYPT!,2020-10-05,351.0,,,,
CPH1877EX_11_OTA_3440_all_exDtEpTEw0xG.ozip,OPPOENCRYPT!,2020-11-05,352.0,,,,
CPH1877EX_11_OTA_3450_all_5f9BMPLiOMuG.ozip,OPPOENCRYPT!,2020-12-05,353.0,,,,
CPH1877EX_11_OTA_3460_all_DwpjFj5lbV3v.ozip,OPPOENCRYPT!,2021-01-05,354.0,,,,
CPH1877EX_11_OTA_3470_all_8SCv8ydY2bBZ.ozip,OPPOENCRYPT!,2021-03-05,355.0,,,,
CPH1877EX_11_OTA_3480_all_2Eog81AaaaJr.ozip,OPPOENCRYPT!,2021-04-05,356.0,,,,
CPH1877EX_11_OTA_3490_all_7xecV2oR752u.ozip,OPPOENCRYPT!,2021-05-05,357.0,,,,
CPH1917EX_11_OTA_0060_all_9kzSsdQdH9fw.ozip,OPPOENCRYPT!,2019-04-05,358.0,,,,
CPH1917EX_11_OTA_0080_all_GWbhnkTy2RvI.ozip,OPPOENCRYPT!,2019-05-05,359.0,,,,
CPH1917EX_11_OTA_0090_all_uIDkeCiRvgww.ozip,OPPOENCRYPT!,2019-06-05,360.0,,,,
CPH1917EX_11_OTA_0130_all_Y1EX7xVG5zRv.ozip,OPPOENCRYPT!,2019-10-05,361.0,,,,
CPH1917EX_11_OTA_0160_all_HMdFtLQK0lep.ozip,OPPOENCRYPT!,2019-12-05,362.0,,,,
CPH1917EX_11_OTA_2280_all_uMEvuaVFvSQe.ozip,OPPOENCRYPT!,2020-06-05,363.0,,,,
CPH1917EX_11_OTA_2310_all_r3wsgSwflwP3.ozip,OPPOENCRYPT!,2020-08-05,364.0,,,,
CPH1917EX_11_OTA_2320_all_SaXVJCLyw1nj.ozip,OPPOENCRYPT!,2020-09-05,365.0,,,,
CPH1917EX_11_OTA_2330_all_q0CKjtpzMmPI.ozip,OPPOENCRYPT!,2020-10-05,366.0,,,,
CPH1917EX_11_OTA_2340_all_5YHiv0IJPvmc.ozip,OPPOENCRYPT!,2020-11-05,367.0,,,,
CPH1917EX_11_OTA_2350_all_wRHBSFRDdkNr.ozip,OPPOENCRYPT!,2020-12-05,368.0,,,,
CPH1917EX_11_OTA_2360_all_XrP6g9bViDRx.ozip,OPPOENCRYPT!,2021-01-05,369.0,,,,
CPH1917EX_11_OTA_2370_all_5YjBq9qsEo8d.ozip,OPPOENCRYPT!,2021-03-05,370.0,,,,
CPH1917EX_11_OTA_2380_all_UyoKRWXw0tsO.ozip,OPPOENCRYPT!,2021-04-05,371.0,,,,
CPH1917EX_11_OTA_2390_all_odcshEkjIRYH.ozip,OPPOENCRYPT!,2021-05-05,372.0,,,,
CPH1979EX_11_OTA_0100_all_KDp5nSsjpkgM.ozip,OPPOENCRYPT!,2019-07-05,373.0,,,,
CPH1979EX_11_OTA_0110_all_qsbKsxRQ3zg5.ozip,OPPOENCRYPT!,2019-07-05,374.0,,,,
CPH1979EX_11_OTA_0120_all_UxDrEgynYKGy.ozip,OPPOENCRYPT!,2019-08-05,375.0,,,,
CPH1979EX_11_OTA_0150_all_VmHRCSWVS4MN.ozip,OPPOENCRYPT!,2019-11-05,376.0,,,,
CPH1979EX_11_OTA_0180_all_aJ6MjNWPI3tR.ozip,OPPOENCRYPT!,2020-02-05,377.0,,,,
CPH1979EX_11_OTA_1240_all_XaRqVBA9ezgB.ozip,PK,,378.0,,,,
CPH1979EX_11_OTA_1290_all_TmZ7X1wSwBJH.ozip,PK,,379.0,,,,
CPH1979EX_11_OTA_1300_all_nYcXqJitIT1i.ozip,PK,,380.0,,,,
CPH1979EX_11_OTA_1310_all_RPs3d0z3ON0i.ozip,PK,,381.0,,,,
CPH1979EX_11_OTA_1320_all_TvRgRAAwqRtF.ozip,PK,,382.0,,,,
CPH1979EX_11_OTA_1330_all_ArD0KPPgrb75.ozip,PK,,383.0,,,,
CPH1979EX_11_OTA_1340_all_PzGccu2J0Daq.ozip,PK,,384.0,,,,
CPH1979EX_11_OTA_1350_all_4u8XsHRpzg0g.ozip,PK,,385.0,,,,
CPH1875PU_11_OTA_3090_all_ZgvG9gWCq8m8.ozip,OPPOENCRYPT!,2020-05-05,386.0,,,,
CPH1609EX_11_OTA_0260_all_201903162338.ozip,OPPOENCRYPT!,,387.0,,,,
A37fEX_11_OTA_037_all_201903160954.zip,PK,,388.0,,,,
CPH1801EX_11_OTA_0050_all_00Ze9IO7nJwY.ozip,PK,,389.0,,,,
CPH1907PUEX_11_OTA_0310_all_aNUm2XTWPHEh.ozip,OPPOENCRYPT!,2020-01-05,390.0,,,,
A33wEX_11_OTA_023_all_201703281826.zip,PK,,391.0,,,,
A33wEX_11_OTA_024_all_201903061033.zip,PK,,392.0,,,,
CPH1725_11_A.28_OTA_0280_all_201808072251.ozip,OPPOENCRYPT!,,393.0,,,,
CPH1723_11_A.28_OTA_0280_all_201808072251.ozip,OPPOENCRYPT!,,394.0,,,,
CPH1911EX_11_OTA_0450_all_hNIPHOqYui9L.ozip,OPPOENCRYPT!,2020-06-05,395.0,,,,
CPH1969EX_11_OTA_0030_all_mMGLS2YYGuPj.ozip,OPPOENCRYPT!,2019-02-05,396.0,,,,
CPH1969EX_11_OTA_0450_all_hNIPHOqYui9L.ozip,OPPOENCRYPT!,2020-06-05,397.0,,,,
CPH2095PU_11_OTA_0250_all_dPdPRV0UPb27.ozip,PK,,398.0,,,,
CPH2095PU_11_OTA_0290_all_UJNxBjvpsQSr.ozip,PK,,399.0,,,,
CPH1853EX_11_OTA_0180_all_OlU3r4ImvcSX_local.ozip,PK,,400.0,,,,
CPH1901EX_11_A.01_OTA_0010_all_201810292319.ozip,PK,,401.0,,,,
CPH1901EX_11_OTA_0040_all_mXnuNd4aXw6B.ozip,PK,,402.0,,,,
CPH1901EX_11_OTA_0160_all_ZT5QzlcgJKwU.ozip,PK,,403.0,,,,
CPH1909EX_11_OTA_0260_all_Uwju9QPdjQeM.ozip,PK,,404.0,,,,
CPH1931EX_11_OTA_1720_all_siNJt1VnExOk.ozip,PK,,405.0,,,,
CPH2083PUEX_11_OTA_0350_all_MiTL1umwExyQ.ozip,PK,,406.0,,,,
CPH2083PUEX_11_OTA_0390_all_kXjn9i3xfDGG.ozip,PK,,407.0,,,,
CPH2127PU_11_OTA_0450_all_RzZREd6qz5oL.ozip,PK,,408.0,,,,
CPH2127PU_11_OTA_0470_all_7Yqk9WPMqxqW.ozip,PK,,409.0,,,,
CPH1919EX_11_OTA_0140_all_WPRWVhkmA0GZ.ozip,OPPOENCRYPT!,2019-10-05,410.0,,,,
CPH1919EX_11_OTA_0190_all_9dypYP25KbaX.ozip,OPPOENCRYPT!,2020-03-05,411.0,,,,
CPH1919EX_11_OTA_1280_all_lNy1jbaAZutd.ozip,OPPOENCRYPT!,2020-07-05,412.0,,,,
CPH1919EX_11_OTA_1300_all_m8Ms3HjomnlW.ozip,OPPOENCRYPT!,2020-09-05,413.0,,,,
CPH1919EX_11_OTA_1320_all_ll2S6ZUW5nSR.ozip,OPPOENCRYPT!,2020-11-05,414.0,,,,
CPH1919EX_11_OTA_1330_all_ST987r8zTmUH.ozip,OPPOENCRYPT!,2021-01-05,415.0,,,,
CPH1919EX_11_OTA_1340_all_A0kRBREmGwZN.ozip,OPPOENCRYPT!,2021-03-05,416.0,,,,
CPH1989EX_11_OTA_1110_all_qD6wJAkL4Ne1.ozip,OPPOENCRYPT!,2020-07-05,417.0,,,,
CPH1907EX_11_OTA_0200_all_rPPTfwgvLarF.ozip,OPPOENCRYPT!,2019-09-05,418.0,,,,
CPH1907EX_11_OTA_0230_all_qJU4Dzs8Hndd.ozip,OPPOENCRYPT!,2019-10-05,419.0,,,,
CPH1907EX_11_OTA_0240_all_1ZOW2eEbrdPS.ozip,OPPOENCRYPT!,2019-10-05,420.0,,,,
CPH1907EX_11_A.25_OTA_0250_all_201911090318.ozip,OPPOENCRYPT!,2019-11-05,421.0,,,,
CPH1907EX_11_OTA_0260_all_BZm2dizqntHC.ozip,OPPOENCRYPT!,2019-12-05,422.0,,,,
CPH1907PUEX_11_OTA_1310_all_hluBdNNfUhIn.ozip,OPPOENCRYPT!,2020-06-05,423.0,,,,
CPH1907PUEX_11_OTA_1330_all_YmWXd5A1e4AL.ozip,OPPOENCRYPT!,2020-07-05,424.0,,,,
CPH1907PUEX_11_OTA_1390_all_EtIToFjWaQG2.ozip,OPPOENCRYPT!,2020-10-05,425.0,,,,
CPH1907PUEX_11_OTA_1410_all_5ZTFjCzJqkZu.ozip,OPPOENCRYPT!,2020-11-05,426.0,,,,
CPH1907PUEX_11_OTA_1490_all_OhzO1OBwj12Z.ozip,OPPOENCRYPT!,2021-04-05,427.0,,,,
CPH2109PU_11_OTA_0170_all_7NOdzIxjBMXr.ozip,OPPOENCRYPT!,2020-09-05,428.0,,,,
CPH2113PU_11_OTA_0250_all_vHwcKCTKrrhs.ozip,OPPOENCRYPT!,2020-12-05,429.0,,,,
CPH1871EX_11_OTA_0110_all_wHft1GappBMA.ozip,OPPOENCRYPT!,2018-12-05,430.0,,,,
CPH1871EX_11_OTA_0140_all_MQgTLkOFbOZn.ozip,OPPOENCRYPT!,2019-05-05,431.0,,,,
CPH1871EX_11_OTA_0150_all_wzxWfh78PIwz.ozip,OPPOENCRYPT!,2019-06-05,432.0,,,,
CPH1871EX_11_OTA_0160_all_lFFEhJ00nqsu.ozip,OPPOENCRYPT!,2019-07-05,433.0,,,,
CPH1871EX_11_OTA_0170_all_g9ocOJhTLAd8.ozip,OPPOENCRYPT!,2019-08-05,434.0,,,,
CPH1871EX_11_OTA_0180_all_4yjfbMz0z5Zu.ozip,OPPOENCRYPT!,2019-09-05,435.0,,,,
CPH1871EX_11_C.18_OTA_1180_all_202001082121.ozip,OPPOENCRYPT!,2020-01-05,436.0,,,,
CPH1871PU_11_OTA_3090_all_ZgvG9gWCq8m8.ozip,OPPOENCRYPT!,2020-05-05,437.0,,,,
CPH1871PU_11_OTA_3110_all_ww0bibvwfz2R.ozip,OPPOENCRYPT!,2020-06-05,438.0,,,,
CPH1871PUEX_11_OTA_3130_all_rBVzYVxz9b4v.ozip,OPPOENCRYPT!,2020-07-05,439.0,,,,
CPH1871PUEX_11_OTA_3150_all_gEDun174dWH9.ozip,OPPOENCRYPT!,2020-08-05,440.0,,,,
CPH1871PUEX_11_OTA_3190_all_hKXsUiOCXgLb.ozip,OPPOENCRYPT!,2020-09-05,441.0,,,,
CPH1871PUEX_11_OTA_3250_all_tYXvu0Y45BQG.ozip,OPPOENCRYPT!,2020-11-05,442.0,,,,
CPH1871PUEX_11_OTA_3270_all_GA07CM1Vg97M.ozip,OPPOENCRYPT!,2020-12-05,443.0,,,,
CPH1871PUEX_11_OTA_3290_all_3oFQZ6T3AWg3.ozip,OPPOENCRYPT!,2021-01-05,444.0,,,,
CPH1871PUEX_11_OTA_3310_all_139P7tEMgSGh.ozip,OPPOENCRYPT!,2021-02-05,445.0,,,,
CPH1871PUEX_11_OTA_3330_all_WFzteYJ1NmZX.ozip,OPPOENCRYPT!,2021-03-05,446.0,,,,
CPH1969EX_11_OTA_1340_all_GfgjHlDlh5Pp.ozip,OPPOENCRYPT!,2020-12-05,447.0,,,,
CPH2179PU_11_OTA_0390_all_qCoOiKDPVrIj.ozip,PK,,448.0,,,,
CPH1989EX_11_OTA_1210_all_Ir3MsiymdKBz.ozip,OPPOENCRYPT!,2021-06-05,449.0,,,,
CPH1871PUEX_11_OTA_3350_all_VHuLssZwfExu.ozip,OPPOENCRYPT!,2021-04-05,450.0,,,,
CPH1871PUEX_11_OTA_3370_all_3n6wi8nSl3RQ.ozip,OPPOENCRYPT!,2021-06-05,451.0,,,,
CPH1871PUEX_11_OTA_3410_all_wkxT0NTWSWzJ.ozip,OPPOENCRYPT!,2021-07-05,452.0,,,,
CPH1871PUEX_11_OTA_3430_all_O9KHbmE0wgle.ozip,OPPOENCRYPT!,2021-08-05,453.0,,,,
CPH1871PUEX_11_OTA_3450_all_Ug5xmZBZByXM.ozip,OPPOENCRYPT!,2021-09-05,454.0,,,,
F1EX_11_OTA_901_all_201711251117.zip,PK,,455.0,,,,
F1EX_11_OTA_902_all_201903071442.zip,PK,,456.0,,,,
X9009EX_11_OTA_030_all_201801191417.zip,PK,,457.0,,,,
X9009EX_11_OTA_033_all_201903281917.zip,PK,,458.0,,,,
X9009EX_11_OTA_034_all_202003190141.zip,PK,,459.0,,,,
A1601EX_11_OTA_036_all_201808132252.zip,PK,,460.0,,,,
A1601EX_11_OTA_037_all_201902272315.zip,PK,,461.0,,,,
A1601EX_11_OTA_040_all_201907091708.zip,PK,,462.0,,,,
A1601EX_11_OTA_041_all_201912261125.zip,PK,,463.0,,,,
CPH1725_11_A.29_OTA_0290_all_201808191430.ozip,OPPOENCRYPT!,,464.0,,,,
CPH1725_11_OTA_0350_all_OoAafNfQywXE.ozip,OPPOENCRYPT!,,465.0,,,,
CPH1725_11_A.37_OTA_0370_all_201907022253.ozip,OPPOENCRYPT!,,466.0,,,,
M6763A_11_OTA_0380_all_QRg0XK0iaBsu.ozip,OPPOENCRYPT!,,467.0,,,,
CPH1725_11_OTA_0390_all_HOGlR5KxMDTB.ozip,OPPOENCRYPT!,,468.0,,,,
CPH1727_11_A.29_OTA_0290_all_201808191430.ozip,OPPOENCRYPT!,,469.0,,,,
M6763A_11_OTA_0350_all_OoAafNfQywXE.ozip,OPPOENCRYPT!,,470.0,,,,
CPH1723_11_A.37_OTA_0370_all_201907022253.ozip,OPPOENCRYPT!,,471.0,,,,
M6763A_11_OTA_0380_all_QRg0XK0iaBsu.ozip,OPPOENCRYPT!,,472.0,,,,
CPH1723_11_OTA_0390_all_HOGlR5KxMDTB.ozip,OPPOENCRYPT!,,473.0,,,,
CPH1613EX_11_OTA_017_all_201801281021.ozip,OPPOENCRYPT!,,474.0,,,,
CPH1613EX_11_OTA_018_all_201804130004.ozip,OPPOENCRYPT!,,475.0,,,,
CPH1613EX_11_OTA_019_all_201805292030.ozip,OPPOENCRYPT!,,476.0,,,,
CPH1609EX_11_OTA_0210_all_201802051657.ozip,OPPOENCRYPT!,,477.0,,,,
CPH1609EX_11_OTA_0250_all_201902252325.ozip,OPPOENCRYPT!,,478.0,,,,
CPH1727_11_A.28_OTA_0280_all_201808072251.ozip,OPPOENCRYPT!,,479.0,,,,
M6763A_11_OTA_0310_all_M0RS758riqHn.ozip,OPPOENCRYPT!,,480.0,,,,
M6763A_11_OTA_0330_all_9iNNw4WbM6bW.ozip,OPPOENCRYPT!,,481.0,,,,
CPH1727_11_OTA_0350_all_OoAafNfQywXE.ozip,OPPOENCRYPT!,,482.0,,,,
M6763A_11_OTA_0360_all_pWEJdzuLXWAa.ozip,OPPOENCRYPT!,,483.0,,,,
CPH1727_11_A.37_OTA_0370_all_201907022253.ozip,OPPOENCRYPT!,,484.0,,,,
M6763A_11_OTA_0380_all_QRg0XK0iaBsu.ozip,OPPOENCRYPT!,,485.0,,,,
CPH1727_11_OTA_0390_all_HOGlR5KxMDTB.ozip,OPPOENCRYPT!,,486.0,,,,
M6763A_11_OTA_0410_all_0kLECL2J9MDc.ozip,OPPOENCRYPT!,,487.0,,,,
M6763A_11_OTA_0420_all_r0DmXAAmyNOa.ozip,OPPOENCRYPT!,,488.0,,,,
M6763A_11_OTA_0440_all_G49MykTHfRVW.ozip,OPPOENCRYPT!,,489.0,,,,
M6763A_11_OTA_0450_all_T6tah4NhiqWo.ozip,OPPOENCRYPT!,,490.0,,,,
