timestamp,device,period
2019-04-05,Galaxy S7 Active,monthly
2019-04-05,Galaxy S8,monthly
2019-04-05,Galaxy S8+,monthly
2019-04-05,Galaxy S8 Active,monthly
2019-04-05,Galaxy S9,monthly
2019-04-05,Galaxy S9+,monthly
2019-04-05,Galaxy S10,monthly
2019-04-05,Galaxy S10+,monthly
2019-04-05,Galaxy S10e,monthly
2019-04-05,Galaxy Note 8,monthly
2019-04-05,Galaxy Note 9,monthly
2019-04-05,Galaxy A5 (2017),monthly
2019-04-05,Galaxy A8 (2018),monthly
2019-04-05,Galaxy S7 Active,quarterly
2019-04-05,Galaxy S8,quarterly
2019-04-05,Galaxy S8+,quarterly
2019-04-05,Galaxy S8 Active,quarterly
2019-04-05,Galaxy S9,quarterly
2019-04-05,Galaxy S9+,quarterly
2019-04-05,Galaxy S10,quarterly
2019-04-05,Galaxy S10+,quarterly
2019-04-05,Galaxy S10e,quarterly
2019-04-05,Galaxy Note 8,quarterly
2019-04-05,Galaxy Note 9,quarterly
2019-04-05,Galaxy A5 (2017),quarterly
2019-04-05,Galaxy A8 (2018),quarterly
