timestamp,device,period
2023-01-29,Galaxy Z Fold2,monthly
2023-01-29,Galaxy Z Fold2 5G,monthly
2023-01-29,Galaxy Z Fold3 5G,monthly
2023-01-29,Galaxy Z Fold4,monthly
2023-01-29,Galaxy Z Flip,monthly
2023-01-29,Galaxy Z Flip 5G,monthly
2023-01-29,Galaxy Z Flip3 5G,monthly
2023-01-29,Galaxy Z Flip4,monthly
2023-01-29,W23,monthly
2023-01-29,W23 flip,monthly
2023-01-29,Galaxy S10 Lite,monthly
2023-01-29,Galaxy S20,monthly
2023-01-29,Galaxy S20 5G,monthly
2023-01-29,Galaxy S20+,monthly
2023-01-29,Galaxy S20+ 5G,monthly
2023-01-29,Galaxy S20 Ultra,monthly
2023-01-29,Galaxy S20 Ultra 5G,monthly
2023-01-29,Galaxy S20 FE,monthly
2023-01-29,Galaxy S20 FE 5G,monthly
2023-01-29,Galaxy S21 5G,monthly
2023-01-29,Galaxy S21+ 5G,monthly
2023-01-29,Galaxy S21 Ultra 5G,monthly
2023-01-29,Galaxy S21 FE 5G,monthly
2023-01-29,Galaxy S22,monthly
2023-01-29,Galaxy S22+,monthly
2023-01-29,Galaxy S22 Ultra,monthly
2023-01-29,Galaxy Note10 Lite,monthly
2023-01-29,Galaxy Note20,monthly
2023-01-29,Galaxy Note20 5G,monthly
2023-01-29,Galaxy Note20 Ultra,monthly
2023-01-29,Galaxy Note20 Ultra 5G,monthly
2023-01-29,Enterprise Models: Galaxy A52,monthly
2023-01-29,Galaxy A52 5G,monthly
2023-01-29,Galaxy A52s 5G,monthly
2023-01-29,Galaxy A53 5G,monthly
2023-01-29,Galaxy Xcover Pro,monthly
2023-01-29,Galaxy Xcover5,monthly
2023-01-29,Galaxy Xcover6 Pro,monthly
2023-01-29,Galaxy S10,quarterly
2023-01-29,Galaxy S10+,quarterly
2023-01-29,Galaxy S10e,quarterly
2023-01-29,Galaxy S10 5G,quarterly
2023-01-29,Galaxy Note10,quarterly
2023-01-29,Galaxy Note10 5G,quarterly
2023-01-29,Galaxy Note10+,quarterly
2023-01-29,Galaxy Note10+ 5G,quarterly
2023-01-29,Galaxy A40,quarterly
2023-01-29,Galaxy A02,quarterly
2023-01-29,Galaxy A22,quarterly
2023-01-29,Galaxy A22e 5G,quarterly
2023-01-29,Galaxy A22 5G,quarterly
2023-01-29,Galaxy A32,quarterly
2023-01-29,Galaxy A32 5G,quarterly
2023-01-29,Galaxy A72,quarterly
2023-01-29,Galaxy A82 5G,quarterly
2023-01-29,Galaxy A03,quarterly
2023-01-29,Galaxy A03s,quarterly
2023-01-29,Galaxy A03 core,quarterly
2023-01-29,Galaxy A13,quarterly
2023-01-29,Galaxy A13 5G,quarterly
2023-01-29,Galaxy A23,quarterly
2023-01-29,Galaxy A23 5G,quarterly
2023-01-29,Galaxy A33 5G,quarterly
2023-01-29,Galaxy A73 5G,quarterly
2023-01-29,Galaxy A04,quarterly
2023-01-29,Galaxy A04s,quarterly
2023-01-29,Galaxy A04e,quarterly
2023-01-29,Galaxy M21 2021,quarterly
2023-01-29,Galaxy M12,quarterly
2023-01-29,Galaxy M22,quarterly
2023-01-29,Galaxy M32,quarterly
2023-01-29,Galaxy M32 5G,quarterly
2023-01-29,Galaxy M42 5G,quarterly
2023-01-29,Galaxy M52 5G,quarterly
2023-01-29,Galaxy M62,quarterly
2023-01-29,Galaxy M13,quarterly
2023-01-29,Galaxy M23 5G,quarterly
2023-01-29,Galaxy M33 5G,quarterly
2023-01-29,Galaxy M53 5G,quarterly
2023-01-29,Galaxy M04,quarterly
2023-01-29,Galaxy F12,quarterly
2023-01-29,Galaxy F22,quarterly
2023-01-29,Galaxy F42 5G,quarterly
2023-01-29,Galaxy F52 5G,quarterly
2023-01-29,Galaxy F62,quarterly
2023-01-29,Galaxy F13,quarterly
2023-01-29,Galaxy Tab A7 Lite,quarterly
2023-01-29,Galaxy Tab A8,quarterly
2023-01-29,Galaxy Tab Active Pro,quarterly
2023-01-29,Galaxy Tab Active3,quarterly
