timestamp,device,period
2022-02-16,Galaxy Fold,monthly
2022-02-16,Galaxy Fold 5G,monthly
2022-02-16,Galaxy Z Fold2,monthly
2022-02-16,Galaxy Z Fold2 5G,monthly
2022-02-16,Galaxy Z Fold3 5G,monthly
2022-02-16,Galaxy Z Flip,monthly
2022-02-16,Galaxy Z Flip 5G,monthly
2022-02-16,Galaxy Z Flip3 5G,monthly
2022-02-16,Galaxy S10,monthly
2022-02-16,Galaxy S10+,monthly
2022-02-16,Galaxy S10e,monthly
2022-02-16,Galaxy S10 5G,monthly
2022-02-16,Galaxy S10 Lite,monthly
2022-02-16,Galaxy S20,monthly
2022-02-16,Galaxy S20 5G,monthly
2022-02-16,Galaxy S20+,monthly
2022-02-16,Galaxy S20+ 5G,monthly
2022-02-16,Galaxy S20 Ultra,monthly
2022-02-16,Galaxy S20 Ultra 5G,monthly
2022-02-16,Galaxy S20 FE,monthly
2022-02-16,Galaxy S20 FE 5G,monthly
2022-02-16,Galaxy S21 5G,monthly
2022-02-16,Galaxy S21+ 5G,monthly
2022-02-16,Galaxy S21 Ultra 5G,monthly
2022-02-16,Galaxy S21 FE 5G,monthly
2022-02-16,Galaxy Note10,monthly
2022-02-16,Galaxy Note10 5G,monthly
2022-02-16,Galaxy Note10+,monthly
2022-02-16,Galaxy Note10+ 5G,monthly
2022-02-16,Galaxy Note10 Lite,monthly
2022-02-16,Galaxy Note20,monthly
2022-02-16,Galaxy Note20 5G,monthly
2022-02-16,Galaxy Note20 Ultra,monthly
2022-02-16,Galaxy Note20 Ultra 5G,monthly
2022-02-16,Enterprise Models: Galaxy A50,monthly
2022-02-16,Galaxy A52,monthly
2022-02-16,Galaxy A52 5G,monthly
2022-02-16,Galaxy A52s 5G,monthly
2022-02-16,Galaxy XCover4s,monthly
2022-02-16,Galaxy Xcover FieldPro,monthly
2022-02-16,Galaxy Xcover Pro,monthly
2022-02-16,Galaxy Xcover5,monthly
2022-02-16,Galaxy S9,quarterly
2022-02-16,Galaxy S9+,quarterly
2022-02-16,Galaxy Note9,quarterly
2022-02-16,Galaxy A40,quarterly
2022-02-16,Galaxy A01 Core,quarterly
2022-02-16,Galaxy A11,quarterly
2022-02-16,Galaxy A21,quarterly
2022-02-16,Galaxy A21s,quarterly
2022-02-16,Galaxy A31,quarterly
2022-02-16,Galaxy A41,quarterly
2022-02-16,Galaxy A51 5G,quarterly
2022-02-16,Galaxy A71,quarterly
2022-02-16,Galaxy A71 5G,quarterly
2022-02-16,Galaxy A02,quarterly
2022-02-16,Galaxy A02s,quarterly
2022-02-16,Galaxy A12,quarterly
2022-02-16,Galaxy A22,quarterly
2022-02-16,Galaxy A22 5G,quarterly
2022-02-16,Galaxy A22e 5G,quarterly
2022-02-16,Galaxy A32,quarterly
2022-02-16,Galaxy A32 5G,quarterly
2022-02-16,Galaxy A42 5G,quarterly
2022-02-16,Galaxy A72,quarterly
2022-02-16,Galaxy A82 5G,quarterly
2022-02-16,Galaxy A03,quarterly
2022-02-16,Galaxy A03s,quarterly
2022-02-16,Galaxy A03 core,quarterly
2022-02-16,Galaxy A13 5G,quarterly
2022-02-16,Galaxy M01,quarterly
2022-02-16,Galaxy M11,quarterly
2022-02-16,Galaxy M21,quarterly
2022-02-16,Galaxy M21 2021,quarterly
2022-02-16,Galaxy M31,quarterly
2022-02-16,Galaxy M31s,quarterly
2022-02-16,Galaxy M51,quarterly
2022-02-16,Galaxy M12,quarterly
2022-02-16,Galaxy M22,quarterly
2022-02-16,Galaxy M32,quarterly
2022-02-16,Galaxy M42 5G,quarterly
2022-02-16,Galaxy M52 5G,quarterly
2022-02-16,Galaxy M62,quarterly
2022-02-16,Galaxy F12,quarterly
2022-02-16,Galaxy F22,quarterly
2022-02-16,Galaxy F42 5G,quarterly
2022-02-16,Galaxy F52 5G,quarterly
2022-02-16,Galaxy F62,quarterly
2022-02-16,Galaxy Tab A 8.4 (2020),quarterly
2022-02-16,Galaxy Tab A7,quarterly
2022-02-16,Galaxy Tab A7 Lite,quarterly
2022-02-16,Galaxy Tab A8,quarterly
2022-02-16,Galaxy Tab Active Pro,quarterly
2022-02-16,Galaxy Tab Active3,quarterly
2022-02-16,Galaxy Tab S6 Lite,quarterly
2022-02-16,Galaxy Tab S7,quarterly
2022-02-16,Galaxy Tab S7+,quarterly
2022-02-16,Galaxy Tab S7 FE,quarterly
2022-02-16,W21 5G,quarterly
2022-02-16,Galaxy S8 Lite,biannual
2022-02-16,Galaxy A6,biannual
2022-02-16,Galaxy A6+,biannual
2022-02-16,Galaxy A7 (2018),biannual
2022-02-16,Galaxy A8 Star,biannual
2022-02-16,Galaxy A8s,biannual
2022-02-16,Galaxy A9 (2018),biannual
2022-02-16,Galaxy A10,biannual
2022-02-16,Galaxy A10e,biannual
2022-02-16,Galaxy A10s,biannual
2022-02-16,Galaxy A20e,biannual
2022-02-16,Galaxy A20,biannual
2022-02-16,Galaxy A30,biannual
2022-02-16,Galaxy A60,biannual
2022-02-16,Galaxy A70,biannual
