timestamp,device,period
2021-07-08,Galaxy Fold,monthly
2021-07-08,Galaxy Fold 5G,monthly
2021-07-08,Galaxy Z Fold2,monthly
2021-07-08,Galaxy Z Fold2 5G,monthly
2021-07-08,Galaxy Z Flip,monthly
2021-07-08,Galaxy Z Flip 5G,monthly
2021-07-08,Galaxy S10,monthly
2021-07-08,Galaxy S10+,monthly
2021-07-08,Galaxy S10e,monthly
2021-07-08,Galaxy S10 5G,monthly
2021-07-08,Galaxy S10 Lite,monthly
2021-07-08,Galaxy S20,monthly
2021-07-08,Galaxy S20 5G,monthly
2021-07-08,Galaxy S20+,monthly
2021-07-08,Galaxy S20+ 5G,monthly
2021-07-08,Galaxy S20 Ultra,monthly
2021-07-08,Galaxy S20 Ultra 5G,monthly
2021-07-08,Galaxy S20 FE,monthly
2021-07-08,Galaxy S20 FE 5G,monthly
2021-07-08,Galaxy S21 5G,monthly
2021-07-08,Galaxy S21+ 5G,monthly
2021-07-08,Galaxy S21 Ultra 5G,monthly
2021-07-08,Galaxy Note9,monthly
2021-07-08,Galaxy Note10,monthly
2021-07-08,Galaxy Note10 5G,monthly
2021-07-08,Galaxy Note10+,monthly
2021-07-08,Galaxy Note10+ 5G,monthly
2021-07-08,Galaxy Note10 Lite,monthly
2021-07-08,Galaxy Note20,monthly
2021-07-08,Galaxy Note20 5G,monthly
2021-07-08,Galaxy Note20 Ultra,monthly
2021-07-08,Galaxy Note20 Ultra 5G,monthly
2021-07-08,Galaxy A52,monthly
2021-07-08,Galaxy A52 5G,monthly
2021-07-08,Enterprise Models: Galaxy A50,monthly
2021-07-08,Galaxy XCover4s,monthly
2021-07-08,Galaxy Xcover FieldPro,monthly
2021-07-08,Galaxy Xcover Pro,monthly
2021-07-08,Galaxy Xcover5,monthly
2021-07-08,Galaxy S8 Active,quarterly
2021-07-08,Galaxy S9,quarterly
2021-07-08,Galaxy S9+,quarterly
2021-07-08,Galaxy Note8,quarterly
2021-07-08,Galaxy A10e,quarterly
2021-07-08,Galaxy A10s,quarterly
2021-07-08,Galaxy A20s,quarterly
2021-07-08,Galaxy A30s,quarterly
2021-07-08,Galaxy A40,quarterly
2021-07-08,Galaxy A50s,quarterly
2021-07-08,Galaxy A70s,quarterly
2021-07-08,Galaxy A80,quarterly
2021-07-08,Galaxy A90 5G,quarterly
2021-07-08,Galaxy A01,quarterly
2021-07-08,Galaxy A01 Core,quarterly
2021-07-08,Galaxy A11,quarterly
2021-07-08,Galaxy A21,quarterly
2021-07-08,Galaxy A21s,quarterly
2021-07-08,Galaxy A31,quarterly
2021-07-08,Galaxy A41,quarterly
2021-07-08,Galaxy A51,quarterly
2021-07-08,Galaxy A51 5G,quarterly
2021-07-08,Galaxy A71,quarterly
2021-07-08,Galaxy A71 5G,quarterly
2021-07-08,Galaxy A02,quarterly
2021-07-08,Galaxy A02s,quarterly
2021-07-08,Galaxy A12,quarterly
2021-07-08,Galaxy A22,quarterly
2021-07-08,Galaxy A22 5G,quarterly
2021-07-08,Galaxy A32,quarterly
2021-07-08,Galaxy A32 5G,quarterly
2021-07-08,Galaxy A42 5G,quarterly
2021-07-08,Galaxy A72,quarterly
2021-07-08,Galaxy A82 5G,quarterly
2021-07-08,Galaxy M10s,quarterly
2021-07-08,Galaxy M30s,quarterly
2021-07-08,Galaxy M40,quarterly
2021-07-08,Galaxy M01,quarterly
2021-07-08,Galaxy M11,quarterly
2021-07-08,Galaxy M21,quarterly
2021-07-08,Galaxy M31,quarterly
2021-07-08,Galaxy M31s,quarterly
2021-07-08,Galaxy M51,quarterly
2021-07-08,Galaxy M12,quarterly
2021-07-08,Galaxy M32,quarterly
2021-07-08,Galaxy F22,quarterly
2021-07-08,Galaxy F52 5G,quarterly
2021-07-08,Galaxy F62,quarterly
2021-07-08,Galaxy Tab A 8 (2019),quarterly
2021-07-08,Galaxy Tab A 8.4 (2020),quarterly
2021-07-08,Galaxy Tab A7,quarterly
2021-07-08,Galaxy Tab A7 Lite,quarterly
2021-07-08,Galaxy Tab Active2,quarterly
2021-07-08,Galaxy Tab Active Pro,quarterly
2021-07-08,Galaxy Tab Active3,quarterly
2021-07-08,Galaxy Tab S6,quarterly
2021-07-08,Galaxy Tab S6 5G,quarterly
2021-07-08,Galaxy Tab S6 Lite,quarterly
2021-07-08,Galaxy Tab S7,quarterly
2021-07-08,Galaxy Tab S7+,quarterly
