timestamp,device,period
2018-03-08,Galaxy S series (S8,monthly
2018-03-08,S8+,monthly
2018-03-08,S8 Active,monthly
2018-03-08,S7,monthly
2018-03-08,S7 edge,monthly
2018-03-08,S7 Active,monthly
2018-03-08,S6,monthly
2018-03-08,S6 edge,monthly
2018-03-08,S6 edge+,monthly
2018-03-08,S6 Active),monthly
2018-03-08,Galaxy Note series (Note 8,monthly
2018-03-08,Note 5),monthly
2018-03-08,Galaxy A series (A5 (2016),monthly
2018-03-08,A5 (2017),monthly
2018-03-08,A8 (2018)),monthly
2018-03-08,Galaxy S series (S8,quarterly
2018-03-08,S8+,quarterly
2018-03-08,S8 Active,quarterly
2018-03-08,S7,quarterly
2018-03-08,S7 edge,quarterly
2018-03-08,S7 Active,quarterly
2018-03-08,S6,quarterly
2018-03-08,S6 edge,quarterly
2018-03-08,S6 edge+,quarterly
2018-03-08,S6 Active),quarterly
2018-03-08,Galaxy Note series (Note 8,quarterly
2018-03-08,Note 5),quarterly
2018-03-08,Galaxy A series (A5 (2016),quarterly
2018-03-08,A5 (2017),quarterly
2018-03-08,A8 (2018)),quarterly
