CVE,Year,Month,Severity
CVE-2018-11847,2019,January,Critical
CVE-2018-9582,2019,January,High
CVE-2018-9584,2019,January,High
CVE-2018-9585,2019,January,High
CVE-2018-9586,2019,January,High
CVE-2018-9587,2019,January,High
CVE-2018-9588,2019,January,High
CVE-2018-9589,2019,January,High
CVE-2018-9590,2019,January,High
CVE-2018-9591,2019,January,High
CVE-2018-9592,2019,January,High
CVE-2018-9593,2019,January,High
CVE-2018-9594,2019,January,High
CVE-2018-10876,2019,January,High
CVE-2018-10880,2019,January,High
CVE-2018-10882,2019,January,High
CVE-2018-13405,2019,January,High
CVE-2018-18281,2019,January,High
CVE-2018-17182,2019,January,High
CVE-2018-10877,2019,January,High
CVE-2018-11962,2019,January,High
CVE-2018-12014,2019,January,High
CVE-2018-13889,2019,January,High
CVE-2018-11888,2019,January,High
CVE-2018-13888,2019,January,High
CVE-2019-1986,2019,February,Critical
CVE-2019-1987,2019,February,Critical
CVE-2019-1988,2019,February,Critical
CVE-2019-1991,2019,February,Critical
CVE-2019-1992,2019,February,Critical
CVE-2018-11262,2019,February,Critical
CVE-2018-11289,2019,February,Critical
CVE-2018-11820,2019,February,Critical
CVE-2018-11938,2019,February,Critical
CVE-2018-11945,2019,February,Critical
CVE-2017-17760,2019,February,High
CVE-2018-5268,2019,February,High
CVE-2018-5269,2019,February,High
CVE-2019-1993,2019,February,High
CVE-2019-1994,2019,February,High
CVE-2019-1995,2019,February,High
CVE-2019-1996,2019,February,High
CVE-2019-1997,2019,February,High
CVE-2019-1998,2019,February,High
CVE-2018-10879,2019,February,High
CVE-2019-1999,2019,February,High
CVE-2019-2000,2019,February,High
CVE-2019-2001,2019,February,High
CVE-2018-11280,2019,February,High
CVE-2018-11275,2019,February,High
CVE-2018-13900,2019,February,High
CVE-2018-13905,2019,February,High
CVE-2018-11268,2019,February,High
CVE-2018-11845,2019,February,High
CVE-2018-11864,2019,February,High
CVE-2018-11921,2019,February,High
CVE-2018-11931,2019,February,High
CVE-2018-11932,2019,February,High
CVE-2018-11935,2019,February,High
CVE-2018-11948,2019,February,High
CVE-2018-5839,2019,February,High
CVE-2018-13904,2019,February,High
CVE-2017-18009,2019,February,Moderate
CVE-2019-1989,2019,March,Critical
CVE-2019-1990,2019,March,Critical
CVE-2019-2009,2019,March,Critical
CVE-2017-8252,2019,March,Critical
CVE-2017-8252,2019,March,Critical
CVE-2018-11817,2019,March,Critical
CVE-2018-11817,2019,March,Critical
CVE-2017-8252,2019,March,Critical
CVE-2017-8252,2019,March,Critical
CVE-2017-8252,2019,March,Critical
CVE-2018-11958,2019,March,Critical
CVE-2018-20346,2019,March,High
CVE-2019-1985,2019,March,High
CVE-2019-2003,2019,March,High
CVE-2019-2004,2019,March,High
CVE-2019-2006,2019,March,High
CVE-2019-2007,2019,March,High
CVE-2019-2008,2019,March,High
CVE-2019-2010,2019,March,High
CVE-2019-2011,2019,March,High
CVE-2019-2012,2019,March,High
CVE-2019-2013,2019,March,High
CVE-2019-2014,2019,March,High
CVE-2019-2015,2019,March,High
CVE-2019-2016,2019,March,High
CVE-2019-2017,2019,March,High
CVE-2019-2018,2019,March,High
CVE-2018-9561,2019,March,High
CVE-2018-9563,2019,March,High
CVE-2018-9564,2019,March,High
CVE-2019-2019,2019,March,High
CVE-2019-2020,2019,March,High
CVE-2019-2021,2019,March,High
CVE-2019-2022,2019,March,High
CVE-2019-2023,2019,March,High
CVE-2018-10883,2019,March,High
CVE-2019-2024,2019,March,High
CVE-2019-2025,2019,March,High
CVE-2018-13899,2019,March,High
CVE-2018-13917,2019,March,High
CVE-2018-11966,2019,March,High
CVE-2018-11970,2019,March,High
CVE-2018-11971,2019,March,High
CVE-2018-13918,2019,March,High
CVE-2019-2005,2019,March,Moderate
CVE-2019-2027,2019,April,Critical
CVE-2019-2028,2019,April,Critical
CVE-2019-2029,2019,April,Critical
CVE-2018-11940,2019,April,Critical
CVE-2018-11271,2019,April,Critical
CVE-2018-11976,2019,April,Critical
CVE-2018-12004,2019,April,Critical
CVE-2018-13886,2019,April,Critical
CVE-2018-13887,2019,April,Critical
CVE-2019-2250,2019,April,Critical
CVE-2019-2026,2019,April,High
CVE-2019-2030,2019,April,High
CVE-2019-2031,2019,April,High
CVE-2019-2033,2019,April,High
CVE-2019-2034,2019,April,High
CVE-2019-2035,2019,April,High
CVE-2019-2038,2019,April,High
CVE-2019-2039,2019,April,High
CVE-2019-2040,2019,April,High
CVE-2019-2032,2019,April,High
CVE-2019-2041,2019,April,High
CVE-2019-2037,2019,April,High
CVE-2017-17772,2019,April,High
CVE-2018-11294,2019,April,High
CVE-2018-5855,2019,April,High
CVE-2018-11299,2019,April,High
CVE-2018-11826,2019,April,High
CVE-2018-11827,2019,April,High
CVE-2018-11840,2019,April,High
CVE-2018-11851,2019,April,High
CVE-2018-11860,2019,April,High
CVE-2018-11868,2019,April,High
CVE-2018-11869,2019,April,High
CVE-2018-11878,2019,April,High
CVE-2018-11889,2019,April,High
CVE-2018-11891,2019,April,High
CVE-2018-11894,2019,April,High
CVE-2018-11895,2019,April,High
CVE-2018-11897,2019,April,High
CVE-2018-11902,2019,April,High
CVE-2018-11904,2019,April,High
CVE-2018-11905,2019,April,High
CVE-2018-11923,2019,April,High
CVE-2018-11924,2019,April,High
CVE-2018-11925,2019,April,High
CVE-2018-11927,2019,April,High
CVE-2018-11930,2019,April,High
CVE-2018-11937,2019,April,High
CVE-2018-11949,2019,April,High
CVE-2018-11953,2019,April,High
CVE-2018-13920,2019,April,High
CVE-2018-11291,2019,April,High
CVE-2018-11821,2019,April,High
CVE-2018-11822,2019,April,High
CVE-2018-11828,2019,April,High
CVE-2018-11849,2019,April,High
CVE-2018-11850,2019,April,High
CVE-2018-11853,2019,April,High
CVE-2018-11854,2019,April,High
CVE-2018-11856,2019,April,High
CVE-2018-11859,2019,April,High
CVE-2018-11861,2019,April,High
CVE-2018-11862,2019,April,High
CVE-2018-11867,2019,April,High
CVE-2018-11870,2019,April,High
CVE-2018-11871,2019,April,High
CVE-2018-11872,2019,April,High
CVE-2018-11873,2019,April,High
CVE-2018-11874,2019,April,High
CVE-2018-11875,2019,April,High
CVE-2018-11876,2019,April,High
CVE-2018-11877,2019,April,High
CVE-2018-11879,2019,April,High
CVE-2018-11880,2019,April,High
CVE-2018-11882,2019,April,High
CVE-2018-11884,2019,April,High
CVE-2018-11928,2019,April,High
CVE-2018-11936,2019,April,High
CVE-2018-11967,2019,April,High
CVE-2018-11967,2019,April,High
CVE-2018-11968,2019,April,High
CVE-2018-12005,2019,April,High
CVE-2018-12012,2019,April,High
CVE-2018-12013,2019,April,High
CVE-2018-13885,2019,April,High
CVE-2018-13895,2019,April,High
CVE-2018-13925,2019,April,High
CVE-2019-2244,2019,April,High
CVE-2019-2245,2019,April,High
