device,firmware_name,release_date,android_version,link,region,country,spl,chipset,keyword
y35,PD2225F_EX_A_13.1.1.6.W30.V000L1,4/3/23,13,https://www.vivo.com/gr/support/system-update,gr,Greece,12/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y22s,PD2228F_EX_A_12.0.7.20.W30.V000L1,10/20/22,12,https://www.vivo.com/gr/support/system-update,gr,Greece,9/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y01,PD2140F_EX_A_36.25.1,12/9/22,Android 12,https://www.vivo.com/gr/support/system-update,gr,Greece,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y21s,PD2138F_EX_A_36.19.1,12/9/22,Android 11,https://www.vivo.com/gr/support/system-update,gr,Greece,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y33s,PD2147F_EX_A_36.19.1,11/28/23,Android 12,https://www.vivo.com/gr/support/system-update,gr,Greece,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,11/28/23,Android 11,https://www.vivo.com/gr/support/system-update,gr,Greece,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y76 5g,PD2156F_EX_A_36.10.48,11/28/23,Android 12,https://www.vivo.com/gr/support/system-update,gr,Greece,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
x90 pro,PD2242F_EX_A_13.1.10.4.W30.V000L1,3/9/23,13,https://www.vivo.com/gr/support/system-update,gr,Greece,,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,12/16/22,12,https://www.vivo.com/gr/support/system-update,gr,Greece,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,12/9/22,12,https://www.vivo.com/gr/support/system-update,gr,Greece,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
y52,PD2069F_EX_A_36.9.36,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,9/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y72 5g,PD2069F_EX_A_36.9.46,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y11s,PD2042F_EX_A_38.16.8,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_38.9.22,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.8,,Android 10,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,,12,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.21,,Android 12,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,,12,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.12,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,9/1/22,Qualcomm SM8250,qualcomm sm8250
x51 5g,PD2005F_EX_A_38.13.7,,Android 11,https://www.vivo.com/uk/support/system-update,uk,United Kingdom,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
v23e,PD2150F_EX_A_1.13.8,,Android 12,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v23 5g,PD2167BF_EX_A_12.0.14.2.W20.V000L1,,12,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21e,PD2107F_EX_A_6.6.22,,Android 12,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_6.8.14,,Android 12,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.18.1,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20 se,PD2038F_EX_A_6.9.8,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v19,PD1969F_EX_A_6.9.15,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v17 pro,PD1931F_EX_A_8.10.0,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v15 pro(6+128),PD1832F_EX_A_8.8.1,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v15,PD1831F_EX_A_8.1.35,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v11,PD1814F_EX_A_8.8.4,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v11i,PD1813F_EX_A_8.8.19,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6771 Helio P60 (12 nm),mediatek mt6771 helio p60
v9,PD1730F_EX_A_6.13.11,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Qualcomm MSM8953,qualcomm msm8953
v7+,PD1708F_EX_A_3.12.4,,3,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v7,PD1718F_EX_A_3.13.2,,3,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v5,PD1612F_EX_A_3.14.9,,3,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6750 (28 nm),mediatek mt6750
s1 pro,PD1945F_EX_A_8.13.11,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_9.9.20,,9,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y21 (v2111),PD2139F_EX_A_1.6.3,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,6/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_1.12.3,,Android 12,https://www.vivo.com/mm/support/system-update,mm,Myanmar,2/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y12a,PD2060F_EX_A_1.7.15,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y53s,PD2103F_EX_A_1.9.6,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y31（v2036）,PD2050F_EX_A_6.7.20,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,Qualcomm SM6115 Snapdragon 662 (11 nm),"qualcomm sm6115,snapdragon 662"
y51（v2035）,PD2050F_EX_A_6.7.20,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,Qualcomm SDM665 Snapdragon 665 (11 nm),"qualcomm sdm665,snapdragon 665"
y12s,PD2036F_EX_A_6.13.0,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y1s 3g,PD2014F_EX_A_1.13.12,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y1s,PD2014F_EX_A_1.13.31,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20s,PD2034F_EX_A_1.9.25,,Android 10,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20,PD2034F_EX_A_1.9.25,,Android 10,https://www.vivo.com/mm/support/system-update,mm,Myanmar,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y11(3gb),PD1930F_EX_A_6.8.55,,Android 10,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439,snapdragon 439"
y50,PD1965F_EX_A_1.13.14,,Android 10,https://www.vivo.com/mm/support/system-update,mm,Myanmar,4/1/22,"Qualcomm SM6125,Snapdragon 665 (11 nm)","qualcomm sm6125,snapdragon 665"
y30,PD1987F_EX_A_1.14.32,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y19,PD1934F_EX_A_8.9.21,,8,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y11（2gb）,PD1930F_EX_A_6.8.55,,Android 10,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439,snapdragon 439"
y12,PD1901BF_EX_A_6.12.21,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y90,PD1917F_EX_A_1.25.10,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y15,PD1901BF_EX_A_6.12.21,,6,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y17,PD1901F_EX_A_1.57.3,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y91c,PD1818HF_EX_A_1.21.21,,Android 8.1 Oreo,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y71 (2g),PD1731F_EX_A_1.19.2,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y81i,PD1732CF_EX_A_1.26.1,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y91i,PD1818GF_EX_A_1.21.21,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91,PD1818CF_EX_A_1.12.1,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y95,PD1818F_EX_A_1.21.1,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y85,PD1803BF_EX_A_1.23.3,,Android 8.1 Oreo,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),"qualcomm msm8953,snapdragon 626"
y81,PD1732F_EX_A_2.6.3,,2,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y71,PD1731F_EX_A_1.19.2,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y65,PD1621BF_EX_A_1.18.2,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y53,PD1628F_EX_A_3.2.2,,3,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y55s,PD1613BF_EX_A_1.19.2,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y55,PD1613F_EX_A_1.21.4,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y52,PD1510W_EX_A_1.10.4,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y51,PD1510F_EX_A_1.19.0,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y31,PD1505BW_EX_A_1.13.3,,1,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,"Qualcomm SM6115,Snapdragon 662 (11 nm)","qualcomm sm6115,snapdragon 662"
y21,PD1309CW_EX_A_1.16.5,,Android 11,https://www.vivo.com/mm/support/system-update,mm,Myanmar,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y15s,PD2140F_EX_A_6.20.4,,Android 11,https://www.vivo.com/np/support/system-update,np,Nepal,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y21,PD2139F_EX_A_1.6.3,,Android 11,https://www.vivo.com/np/support/system-update,np,Nepal,6/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y53s,PD2103F_EX_A_1.9.6,,Android 11,https://www.vivo.com/np/support/system-update,np,Nepal,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y12s 2021,PD2060F_EX_A_1.7.15,,1,https://www.vivo.com/np/support/system-update,np,Nepal,5/1/22,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y12s,PD2036F_EX_A_6.13.0,,6,https://www.vivo.com/np/support/system-update,np,Nepal,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y51,PD2050F_EX_A_6.7.20,,Android 11,https://www.vivo.com/np/support/system-update,np,Nepal,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034F_EX_A_1.9.25,,Android 10,https://www.vivo.com/np/support/system-update,np,Nepal,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y1s,PD2014F_EX_A_1.13.31,,1,https://www.vivo.com/np/support/system-update,np,Nepal,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20,PD2034F_EX_A_1.9.8,,Android 10,https://www.vivo.com/np/support/system-update,np,Nepal,8/1/21,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y11(3gb),PD1930F_EX_A_6.8.55,,Android 10,https://www.vivo.com/np/support/system-update,np,Nepal,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439,snapdragon 439"
y30,PD1987F_EX_A_1.14.32,,1,https://www.vivo.com/np/support/system-update,np,Nepal,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y19,PD1934F_EX_A_8.9.21,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y11(2gb),PD1930DF_EX_A_1.6.9,,Android 10,https://www.vivo.com/np/support/system-update,np,Nepal,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439, snapdragon 439"
y15,PD1901BF_EX_A_6.12.21,,6,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y12,PD1901BF_EX_A_6.12.21,,6,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y90,PD1917F_EX_A_1.25.10,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y17,PD1901F_EX_A_1.57.3,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y93,PD1818CF_EX_A_1.12.1,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91c,PD1818HF_EX_A_1.21.21,,Android 8.1 Oreo,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y85,PD1803F_EX_A_1.23.3,,Android 8.1 Oreo,https://www.vivo.com/np/support/system-update,np,Nepal,,Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),"qualcomm msm8953,snapdragon 626"
y95,PD1818F_EX_A_1.21.1,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91i,PD1818GF_EX_A_1.21.21,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91,PD1818CF_EX_A_1.12.2,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y81i,PD1732CF_EX_A_1.26.1,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y81,PD1732F_EX_A_2.6.3,,2,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y71,PD1731F_EX_A_1.19.2,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y65,PD1621BF_EX_A_1.18.2,,1,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y53,PD1628F_EX_A_3.2.2,,3,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
s1 pro,PD1945F_EX_A_8.13.11,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_9.9.20,,9,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
v23 5g,PD2167BF_EX_A_12.0.14.2.W20.V000L1,,12,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_1.13.8,,Android 12,https://www.vivo.com/np/support/system-update,np,Nepal,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21e,PD2107F_EX_A_6.6.22,,Android 12,https://www.vivo.com/np/support/system-update,np,Nepal,5/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_6.8.14,,Android 12,https://www.vivo.com/np/support/system-update,np,Nepal,5/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.18.1,,6,https://www.vivo.com/np/support/system-update,np,Nepal,3/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20 se,PD2038F_EX_A_6.9.8,,6,https://www.vivo.com/np/support/system-update,np,Nepal,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v17 pro,PD1931F_EX_A_8.10.0,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v19,PD1969F_EX_A_6.9.15,,6,https://www.vivo.com/np/support/system-update,np,Nepal,5/1/22,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v15,PD1831F_EX_A_8.1.35,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v15 pro（6+128）,PD1832F_EX_A_8.8.1,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v11 pro,PD1814F_EX_A_8.8.4,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v11,PD1813F_EX_A_8.8.19,,8,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v9,PD1730F_EX_A_6.13.11,,6,https://www.vivo.com/np/support/system-update,np,Nepal,,Qualcomm MSM8953,qualcomm msm8953
v9 youth,PD1730BF_EX_A_6.12.13,,6,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v7,PD1718F_EX_A_3.13.7,,3,https://www.vivo.com/np/support/system-update,np,Nepal,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
y22s,PD2228F_EX_A_12.0.8.6.W30.V000L1,5/29/23,12,https://www.vivo.com/tr/support/system-update,tr,Turkey,11/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y15s,PD2140F_EX_A_36.25.1,1/2/24,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_36.19.1,1/2/24,Android 12,https://www.vivo.com/tr/support/system-update,tr,Turkey,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,5/29/23,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y21s,PD2138F_EX_A_36.19.1,1/2/24,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y53s,PD2103F_EX_A_3.7.16,1/2/24,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y51,PD2050F_EX_A_36.6.3,12/16/22,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y11s,PD2042F_EX_A_38.16.8,5/29/23,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20s,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/tr/support/system-update,tr,Turkey,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/tr/support/system-update,tr,Turkey,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_38.9.22,5/29/23,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,1/2/24,12,https://www.vivo.com/tr/support/system-update,tr,Turkey,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21e,PD2107F_EX_A_36.7.11,5/29/23,Android 12,https://www.vivo.com/tr/support/system-update,tr,Turkey,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_36.9.21,5/29/23,Android 12,https://www.vivo.com/tr/support/system-update,tr,Turkey,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
x51 5g,PD2005F_EX_A_38.13.7,5/24/22,Android 11,https://www.vivo.com/tr/support/system-update,tr,Turkey,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x50 lite,PD1982F_EX_A_3.9.4,2/25/22,3,https://www.vivo.com/tr/support/system-update,tr,Turkey,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y01,PD2140F_EX_A_36.25.1,,Android 12,https://www.vivo.com/au/support/system-update,au,Australia,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y21s,PD2138F_EX_A_36.19.1,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y22s,PD2228F_EX_A_12.0.7.20.W30.V000L1,,12,https://www.vivo.com/au/support/system-update,au,Australia,9/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y55 5g,PD2166F_EX_A_3.19.0,,3,https://www.vivo.com/au/support/system-update,au,Australia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
