timestamp,device,period
2023-11-29,iQOO 11,monthly
2023-11-29,"iQOO 9, iQOO 9 SE, iQOO 9 Pro, iQOO 9T",monthly
2023-11-29,"iQOO 7, iQOO 7 Legend",monthly
2023-11-29,iQOO Neo6,monthly
2023-11-29,"iQOO Neo7, iQOO Neo7 Pro",monthly
2023-11-29,"iQOO Z6, iQOO Z6 5G, iQOO Z6 Lite 5G",monthly
2023-11-29,"iQOO Z7 5G, iQOO Z7x 5G, iQOO Z7s 5G, iQOO Z7 Pro 5G",monthly
2023-11-29,iQOO Z5,monthly
2023-11-29,iQOO Z3 5G,monthly
2023-11-29,"X90, X90 Pro",monthly
2023-11-29,"X80, X80 Pro, X80 Lite 5G",monthly
2023-11-29,"X70, X70t Pro, X70 Pro+",monthly
2023-11-29,"X60, X60 Pro, X60 Pro+",monthly
2023-11-29,"V29, V29 Pro, V29e, V29e 5G, V29 Lite 5G",monthly
2023-11-29,"V27, V27e, V27 pro",monthly
2023-11-29,"V25, V25e, V25 Pro",monthly
2023-11-29,"V23 5G, V23e 5G, V23 Pro",monthly
2023-11-29,"V21, V21 5G, V21e, V21e 5G",monthly
2023-11-29,"V20, V20 2021",monthly
2023-11-29,"T2 5G, T2 Pro 5G",monthly
2023-11-29,"T1, T1 5G, T1x, T1 Pro 5G",monthly
2023-11-29,"Y02A, Y02t",monthly
2023-11-29,Y15C,monthly
2023-11-29,Y17s,monthly
2023-11-29,"Y21, Y21s, Y21T",monthly
2023-11-29,Y27 5G,monthly
2023-11-29,"Y33s, Y33T",monthly
2023-11-29,"Y36, Y36 5G",monthly
2023-11-29,"Y55, Y55 5G",monthly
2023-11-29,Y56 5G,monthly
2023-11-29,Y78 5G,monthly
2023-11-29,"Y100, Y100A",monthly
2023-11-29,V20 SE,quarterly
2023-11-29,S1 Prime,quarterly
2023-11-29,"Y01, Y01A",quarterly
2023-11-29,"Y02, Y02s",quarterly
2023-11-29,Y3s,quarterly
2023-11-29,Y12D,quarterly
2023-11-29,"Y15A, Y15s",quarterly
2023-11-29,Y16,quarterly
2023-11-29,"Y20G 2021, Y20 2021, Y20s [G], Y20T",quarterly
2023-11-29,"Y21A, Y21e",quarterly
2023-11-29,"Y22, Y22s",quarterly
2023-11-29,"Y30, Y30 5G",quarterly
2023-11-29,Y31,quarterly
2023-11-29,Y33,quarterly
2023-11-29,Y35,quarterly
2023-11-29,"Y51, Y51s",quarterly
2023-11-29,Y52 5G,quarterly
2023-11-29,Y53s,quarterly
2023-11-29,Y55 5G,quarterly
2023-11-29,Y70,quarterly
2023-11-29,Y72 5G,quarterly
2023-11-29,Y73,quarterly
2023-11-29,Y76 5G,quarterly
2023-11-29,NEX,regular
2023-11-29,NEX 3,regular
2023-11-29,NEX Dual Display,regular
2023-11-29,iQOO 3,regular
2023-11-29,"X50, X50 Pro, X50 Lite, vivo X50e",regular
2023-11-29,X21,regular
2023-11-29,V20 Pro,regular
2023-11-29,V19,regular
2023-11-29,"V17, V17 Pro",regular
2023-11-29,"V15, V15Pro",regular
2023-11-29,"V11, V11i, V11Pro",regular
2023-11-29,"V9, V9 6GB, V9 Pro, V9 Youth",regular
2023-11-29,"S1, S1 Pro",regular
2023-11-29,Z1x,regular
2023-11-29,Z1Pro,regular
2023-11-29,U10,regular
2023-11-29,U20,regular
2023-11-29,Y1s,regular
2023-11-29,"Y11, Y11s",regular
2023-11-29,"Y12, Y12A, Y12G, Y12s 2021, Y12s",regular
2023-11-29,Y15,regular
2023-11-29,Y17,regular
2023-11-29,Y19,regular
2023-11-29,"Y20, Y20A, Y20A 2021, Y20i, Y20s",regular
2023-11-29,Y50,regular
