timestamp,device,period
2024-05-28,iQOO 12,monthly
2024-05-28,iQOO 11,monthly
2024-05-28,"iQOO 9, iQOO 9 SE, iQOO 9 Pro, iQOO 9T",monthly
2024-05-28,"iQOO 7, iQOO 7 Legend",monthly
2024-05-28,iQOO Neo9 Pro,monthly
2024-05-28,"iQOO Neo7, iQOO Neo7 Pro",monthly
2024-05-28,iQOO Neo6,monthly
2024-05-28,"iQOO Z9 5G, iQOO Z9x 5G",monthly
2024-05-28,"iQOO Z7 5G, iQOO Z7x 5G, iQOO Z7s 5G, iQOO Z7 Pro 5G",monthly
2024-05-28,"iQOO Z6, iQOO Z6 5G, iQOO Z6 Lite 5G",monthly
2024-05-28,iQOO Z5,monthly
2024-05-28,iQOO Z3 5G,monthly
2024-05-28,"X100, X100 Pro",monthly
2024-05-28,"X90, X90 Pro",monthly
2024-05-28,"X80, X80 Pro, X80 Lite 5G",monthly
2024-05-28,"X70, X70t Pro, X70 Pro+",monthly
2024-05-28,"X60, X60 Pro, X60 Pro+",monthly
2024-05-28,V40 SE 5G,monthly
2024-05-28,"V30, V30 Pro, V30 Lite, V30 Lite 5G, V30 SE",monthly
2024-05-28,"V29, V29 Pro, V29e, V29e 5G, V29 Lite 5G",monthly
2024-05-28,"V27, V27e, V27 pro",monthly
2024-05-28,"V25, V25e, V25 Pro",monthly
2024-05-28,"V23 5G, V23e 5G, V23 Pro",monthly
2024-05-28,"V21 5G, V21e 5G",monthly
2024-05-28,"T2 5G, T2 Pro 5G",monthly
2024-05-28,"T1, T1 5G, T1x, T1 Pro 5G",monthly
2024-05-28,Y03,monthly
2024-05-28,Y15C,monthly
2024-05-28,Y17s,monthly
2024-05-28,"Y18, Y18e",monthly
2024-05-28,"Y21, Y21T",monthly
2024-05-28,"Y27, Y27 5G",monthly
2024-05-28,Y28 5G,monthly
2024-05-28,"Y33s, Y33T",monthly
2024-05-28,"Y36, Y36 5G",monthly
2024-05-28,Y37 5G,monthly
2024-05-28,Y38 5G,monthly
2024-05-28,"Y55, Y55 5G",monthly
2024-05-28,Y78 5G,monthly
2024-05-28,"Y100, Y100 5G ,Y100A",monthly
2024-05-28,Y200e 5G,monthly
2024-05-28,S1 Prime,quarterly
2024-05-28,"Y01, Y01A",quarterly
2024-05-28,"Y02, Y02A, Y02s, Y02t",quarterly
2024-05-28,Y3s,quarterly
2024-05-28,Y12D,quarterly
2024-05-28,"Y15A, Y15s",quarterly
2024-05-28,Y16,quarterly
2024-05-28,Y20T,quarterly
2024-05-28,"Y21A, Y21e",quarterly
2024-05-28,"Y22, Y22s",quarterly
2024-05-28,"Y30, Y30 5G",quarterly
2024-05-28,Y35,quarterly
2024-05-28,Y55 5G,quarterly
2024-05-28,Y56 5G,quarterly
2024-05-28,Y100,quarterly
2024-05-28,NEX,regular
2024-05-28,NEX 3,regular
2024-05-28,NEX Dual Display,regular
2024-05-28,iQOO 3,regular
2024-05-28,"X50, X50 Pro, X50 Lite, vivo X50e",regular
2024-05-28,X21,regular
2024-05-28,V20 SE,regular
2024-05-28,"V21, V21e",regular
2024-05-28,"V20, V20 2021, V20 Pro",regular
2024-05-28,V19,regular
2024-05-28,"V17, V17 Pro",regular
2024-05-28,"V15, V15Pro",regular
2024-05-28,"V11, V11i, V11Pro",regular
2024-05-28,"V9, V9 6GB, V9 Pro, V9 Youth",regular
2024-05-28,"S1, S1 Pro",regular
2024-05-28,Z1x,regular
2024-05-28,Z1Pro,regular
2024-05-28,U10,regular
2024-05-28,U20,regular
2024-05-28,Y1s,regular
2024-05-28,"Y11, Y11s",regular
2024-05-28,"Y12, Y12A, Y12G, Y12s 2021, Y12s",regular
2024-05-28,Y15,regular
2024-05-28,Y17,regular
2024-05-28,Y19,regular
2024-05-28,"Y20, Y20 2021, Y20A, Y20A 2021, Y20i, Y20s, Y20s [G], Y20G, Y20G 2021",regular
2024-05-28,Y21s,regular
2024-05-28,Y31,regular
2024-05-28,"Y33, Y33s",regular
2024-05-28,Y50,regular
2024-05-28,"Y51, Y51s",regular
2024-05-28,Y52 5G,regular
2024-05-28,Y53s,regular
2024-05-28,Y70,regular
2024-05-28,Y72 5G,regular
2024-05-28,Y73,regular
2024-05-28,Y76 5G,regular
