model,device_name,carrier,region,country,software_version,spl,date,is_android_update,description,url
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83030c,2018-09-01,2018-08-01,True,"Android O OS Upgrade, Android Security Update (2018-08-01)",https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83020o,2018-02-01,2018-02-01,True,Android Security Update (2018-02-01),https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83020n,2017-12-01,2017-12-01,True,"Security Maintenance Release, Android Security Update (2017-12-01), Wi-Fi KRACK patch, SVN Update 12 -> 13",https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83020c,2017-01-01,,True,"Android Nougat 7.0 Software Update, Android Security Updates (January)",https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83020a,2016-11-01,,True,"Android Nougat 7.0 Software Update, Android Security Updates",https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G5,LG G5 T-MOBILE H830 ,T-Mobile,us,United States,H83010i,2016-09-01,,True,"Improved brightness issue, Improve audio quality, Improved UX for Exchange Active Sync email, Android Security Updates",https://www.lg.com/us/support/help-library/lg-g5-tmobile-h830-software-update-CT10000027-20150202851401
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87121m,2019-03-01,2019-02-01,True,Android Security Update (2019-02-01),https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87121L,2019-01-01,2019-01-01,True,Android Security Update (2019-01-01),https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87121k,2018-12-01,2018-11-01,True,Android Security Update (2018-11-01),https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H97121j,2018-11-01,2018-10-01,True,Android Security Update (2018-10-01),https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87121i,2018-09-01,2018-08-01,True,Android Security Update (2018-08-01),https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87121c,2018-07-01,2018-06-01,True,"Maintenance Release, Flash Jump-Cut, Timer Guide, Google ARCore, Bright mode, Google Assistant with LG integration, Android Security Update (2018-06-01)",https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87120c,2018-06-01,,True,Android Oreo OS Upgrade,https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 AT&T H871 ,AT&T,us,United States,H87110p,2018-02-01,2018-01-01,True,"Security Maintenance Release, Android Security Update (2018-01-01)",https://www.lg.com/us/support/help-library/lg-g6-att-h871-software-update--20150310492779
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87220g,2019-01-01,2019-01-01,True,Android Security Update (2019-01-01),https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87220f,2018-11-01,2018-11-01,True,Android Security Update (2018-11-01),https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87220e,2018-11-01,2018-10-01,True,Android Security Update (2018-10-01),https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87220d,2018-10-01,2018-08-01,True,Android Security Update (2018-08-01),https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87220a,2018-06-01,,False,OS Upgrade,https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87211h,2018-05-01,2018-04-01,True,Android Security Update (2018-04-01),https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 H872 T-Mobile Software Update Info,T-Mobile,us,United States,H87211g,2018-01-01,2017-12-01,True,"Android Security Update (2017-12-01), Vibration Motor overdrive duration reduced, Power charging after moisture detection change:, EVS vocoder library fix - Qualcomm Fix by CR1033779 (EVS encoder is stuck in infinite loop causing system hang. There is a corner case of EVS voice call with 16KHz sampling rate and nonCA.), Fixed no track information for streaming data of Play Music service when device is connected to Toyota or Denso which supports Bluetooth browsing (Toyota Entunes).",https://www.lg.com/us/support/help-library/lg-g6-h872-tmobile-software-update-info--20150310493480
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820j,2019-07-01,2019-07-24,False,Maintenance Release (2019-07-24),https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820g,2019-02-01,2019-02-01,True,Android Security Update (2019-02-01),https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820f,2019-01-01,2018-12-01,True,"Maintenance Release, Android Security Update (2018-12-01)",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820e,2018-11-01,2018-11-01,True,"Maintenance Release, Android Security Update (2018-11-01)",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820d,2018-09-01,2018-09-01,True,"Maintenance Release, Android Security Update (2018-09-01)",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820c,2018-08-01,2018-07-01,True,"Maintenance Release, Android Security Update (2018-07-01)",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98820A,2018-05-01,2018-04-01,True,"Android O OS Upgrade, Android Security Update (2018-04-01)",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98816A,2018-03-01,2018-02-01,True,Android Security Update (2018-02-01),https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 VS988 Verizon Software Update Info,Verizon,us,United States,VS98815A,2018-01-01,,True,"Android Security Update, UX Changes, Haptic Tuning",https://www.lg.com/us/support/help-library/lg-g6-vs988-verizon-software-update-info--20150310491891
G6,LG G6 US997 ,,us,United States,US99721e,2019-03-01,2019-02-01,True,Android Security Update (2019-02-01),https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99721d,2018-12-01,2018-12-01,True,Android Security Update (2018-12-01),https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99721c,2018-11-01,2018-09-01,True,Android Security Update (2018-09-01),https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99721b,2018-09-01,2018-08-01,True,Android Security Update (2018-08-01),https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99720b,2018-06-01,2018-06-01,True,"Android O OS Upgrade, Android Security Update (2018-06-01)",https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99717a,2018-01-01,2018-01-01,True,"Haptic feedback improvement, RTT legacy Issue, Android Security Update (2018-01-01)",https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G6,LG G6 US997 ,,us,United States,US99716b,2018-01-01,,True,"Android Security Updates, Wi-Fi KRACK Patch",https://www.lg.com/us/support/help-library/lg-g6-us997-software-update-CT10000027-20150628450861
G7,LG G7 FIT ACG Q850QM ,,us,United States,,,,False,,https://www.lg.com/us/support/help-library/lg-g7-fit-acg-q850qm-software-update--20151145977213
G7,LG G7 FIT OPEN Q850QM ,,us,United States,,,,False,,https://www.lg.com/us/support/help-library/lg-g7-fit-open-q850qm-software-update--20151058016851
G7,LG G7 FIT LRA Q850QM ,,us,United States,,,,False,,https://www.lg.com/us/support/help-library/lg-g7-fit-lra-q850qm-software-update--20151145975114
G7,LG G7 ThinQ G710 Cricket Software Update,,us,United States,G710TM20d,2019-07-01,,False,,https://www.lg.com/us/support/help-library/lg-g7-thinq-g710-cricket-software-update--20151307482670
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P20e,2020-03-01,2020-03-20,False,Security Maintenance Release (2020-03-20),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P20d,2020-02-01,2020-02-15,False,OS Upgrade (2020-02-15),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P18a,2019-11-01,2019-11-01,True,October Android security update (2019-11-01),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P17a,2019-08-01,2019-08-26,True,August Android security update (2019-08-26),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P16a,2019-06-01,2019-06-01,True,Android Security Update (2019-06-01),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P15a,2019-05-01,2019-04-01,True,Android Security Update (2019-04-01),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P14b,2019-02-01,2019-02-01,True,Android Security Update (2019-02-01),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P13a,2018-12-01,2018-11-01,True,Android Security Update (2018-11-01),https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P12A,2018-09-01,,False,Maintenance Release,https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710P11a,2018-07-01,2018-07-01,True,"Android Security Update (2018-07-01), Improves camera features and Android Assistant (Google Lens)",https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G7,LG SPRINT G7ThinQ G710PM ,Sprint,us,United States,G710PM10a,2018-06-01,,False,"Maintenance Release, This release includes various bug fixes and system improvements",https://www.lg.com/us/support/help-library/lg-sprint-g7thinq-g710pm-software-update--20150819935110
G8,LG G8 Amazon G820QM8 ,,us,United States,G820QM21b,2020-02-01,,False,OS Upgrade,https://www.lg.com/us/support/help-library/lg-g8-amazon-g820qm8-software-update--20151136908491
G8,LG G8 Amazon G820QM8 ,,us,United States,G820QM11j,2019-11-01,,False,Security Maintenance Release,https://www.lg.com/us/support/help-library/lg-g8-amazon-g820qm8-software-update--20151136908491
G8,LG G8 Amazon G820QM8 ,,us,United States,G820QM10a,2018-04-01,,False,New Product Introduction,https://www.lg.com/us/support/help-library/lg-g8-amazon-g820qm8-software-update--20151136908491
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10q,2020-01-01,2020-01-22,True,January Android security update (2020-01-22),https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10p,2019-11-01,2019-11-04,False,Security Maintenance Release (2019-11-04),https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10o,2019-09-01,2019-09-27,True,Android Security Update (2019-09-27),https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10j,2018-06-01,2019-06-01,True,Android Security Update (2019-06-01),https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10i,2018-04-01,2019-04-01,True,Android Security Update (2019-04-01),https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG T-Mobile G8 G820TM ,T-Mobile,us,United States,G820TM10f,2018-04-01,,False,New Product Introduction,https://www.lg.com/us/support/help-library/lg-tmobile-g8-g820tm-software-update--20151100884746
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM20r,2020-08-01,2020-08-29,False,Security Maintenance Release (2020-08-29),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM20k,2020-04-01,2020-04-28,False,Security Maintenance Release (2020-04-28),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM20i,2020-02-01,2020-02-01,True,Android Q OS upgrade(2020-02-01),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM10n,2018-09-01,2019-09-24,True,September Android security update (2019-09-24),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM10m,2018-08-01,2019-08-27,False,IPME W2 MR (2019-08-27),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM10j,2018-06-01,2019-06-01,True,Android Security Update (2019-06-01),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
G8,LG AT&T G8 G820UM1 ,AT&T,us,United States,G820UM10i,2018-04-01,2019-04-01,True,Android Security Update (2019-04-01),https://www.lg.com/us/support/help-library/lg-att-g8-g820um1-software-update--20151100958507
