CVE,vul_true,SPL,SMR
CVE-2019-2173,,19-Oct,NULL
CVE-2019-2110,,19-Oct,NULL
CVE-2019-2114,,19-Oct,NULL
CVE-2019-2187,,19-Oct,NULL
CVE-2019-2186,,19-Oct,NULL
CVE-2019-10492,,19-Sep,NULL
CVE-2019-2176,,19-Sep,NULL
CVE-2019-9506,,19-Sep,NULL
CVE-2019-2127,,19-Sep,NULL
CVE-2019-10509,,19-Sep,NULL
CVE-2019-10510,,19-Sep,NULL
CVE-2019-10499,,19-Sep,NULL
CVE-2019-2123,,19-Sep,NULL
CVE-2019-2174,,19-Sep,NULL
CVE-2019-2175,,19-Sep,NULL
CVE-2019-2103,,19-Sep,NULL
CVE-2019-2177,,19-Sep,NULL
CVE-2019-2115,,19-Sep,NULL
CVE-2019-2178,,19-Sep,NULL
CVE-2019-2179,,19-Sep,NULL
CVE-2019-2180,,19-Sep,NULL
CVE-2019-2124,,19-Sep,NULL
CVE-2018-9452,,19-Sep,NULL
LVE-SMP-190011,"Android devices with OS 8.0, 8.1, 9.0",19-Sep,NULL
LVE-SMP-190013,Android devices with OS 9.0,19-Sep,NULL
CVE-2019-2308,,19-Aug,NULL
CVE-2019-2330,,19-Aug,NULL
CVE-2019-2254,,19-Aug,NULL
CVE-2019-2130,,19-Aug,NULL
CVE-2017-13177,,19-Aug,NULL
CVE-2019-10539,,19-Aug,NULL
CVE-2019-10540,,19-Aug,NULL
CVE-2019-2276,,19-Aug,NULL
CVE-2019-2305,,19-Aug,NULL
CVE-2019-2278,,19-Aug,NULL
CVE-2019-2307,,19-Aug,NULL
CVE-2019-2326,,19-Aug,NULL
CVE-2019-2328,,19-Aug,NULL
CVE-2019-2235,,19-Aug,NULL
CVE-2019-2236,,19-Aug,NULL
CVE-2019-2237,,19-Aug,NULL
CVE-2019-2238,,19-Aug,NULL
CVE-2019-2239,,19-Aug,NULL
CVE-2019-2240,,19-Aug,NULL
CVE-2019-2241,,19-Aug,NULL
CVE-2019-2346,,19-Aug,NULL
CVE-2019-2120,,19-Aug,NULL
CVE-2019-2121,,19-Aug,NULL
CVE-2019-2122,,19-Aug,NULL
CVE-2019-2126,,19-Aug,NULL
CVE-2019-2128,,19-Aug,NULL
CVE-2019-2129,,19-Aug,NULL
CVE-2019-2131,,19-Aug,NULL
CVE-2019-2132,,19-Aug,NULL
CVE-2019-2133,,19-Aug,NULL
CVE-2019-2134,,19-Aug,NULL
CVE-2019-2135,,19-Aug,NULL
CVE-2019-2136,,19-Aug,NULL
CVE-2019-2137,,19-Aug,NULL
CVE-2017-13279,,19-Aug,NULL
CVE-2019-2294,,19-Aug,NULL
CVE-2019-10538,,19-Aug,NULL
CVE-2019-2125,,19-Aug,NULL
CVE-2018-9350,,23-Aug,NULL
LVE-SMP-190006,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Aug,NULL
LVE-SMP-190007,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Aug,NULL
LVE-SMP-190008,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Aug,NULL
LVE-SMP-190009,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Aug,NULL
LVE-SMP-190010,"Android OS 9.0 devices with Qualcomm(SDM450, SDM845, SM6150, SM8150) chipsets.",19-Aug,NULL
CVE-2019-2279,,19-Jul,NULL
CVE-2019-2287,,19-Jul,NULL
CVE-2019-2269,,19-Jul,NULL
CVE-2018-13924,,19-Jul,NULL
CVE-2018-13927,,19-Jul,NULL
CVE-2019-2252,,19-Jul,NULL
CVE-2019-2106,,19-Jul,NULL
CVE-2019-2107,,19-Jul,NULL
CVE-2019-2109,,19-Jul,NULL
CVE-2019-2111,,19-Jul,NULL
CVE-2018-9526,,19-Jul,NULL
CVE-2019-2101,,19-Jul,NULL
CVE-2019-2260,,19-Jul,NULL
CVE-2019-2292,,19-Jul,NULL
CVE-2018-13896,,19-Jul,NULL
CVE-2019-2261,,19-Jul,NULL
CVE-2019-2104,,19-Jul,NULL
CVE-2019-2105,,19-Jul,NULL
CVE-2019-2112,,19-Jul,NULL
CVE-2019-2113,,19-Jul,NULL
CVE-2019-2116,,19-Jul,NULL
CVE-2019-2117,,19-Jul,NULL
CVE-2019-2118,,19-Jul,NULL
CVE-2019-2119,,19-Jul,NULL
LVE-SMP-190005,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Jul,NULL
LVE-SMP-190006,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Jul,NULL
CVE-2018-5912,,19-Jun,NULL
CVE-2018-13898,,19-Jun,NULL
CVE-2019-2255,,19-Jun,NULL
CVE-2019-2256,,19-Jun,NULL
CVE-2019-2093,,19-Jun,NULL
CVE-2019-2094,,19-Jun,NULL
CVE-2019-2095,,19-Jun,NULL
CVE-2019-2097,,19-Jun,NULL
CVE-2018-19860,,19-Jun,NULL
CVE-2018-11955,,19-Jun,NULL
CVE-2018-13919,,19-Jun,NULL
CVE-2018-13902,,19-Jun,NULL
CVE-2018-13906,,19-Jun,NULL
CVE-2018-13907,,19-Jun,NULL
CVE-2018-13908,,19-Jun,NULL
CVE-2018-13909,,19-Jun,NULL
CVE-2018-13910,,19-Jun,NULL
CVE-2018-13911,,19-Jun,NULL
CVE-2018-5913,,19-Jun,NULL
CVE-2019-2257,,19-Jun,NULL
CVE-2019-2259,,19-Jun,NULL
CVE-2019-2090,,19-Jun,NULL
CVE-2019-2091,,19-Jun,NULL
CVE-2019-2092,,19-Jun,NULL
CVE-2019-2096,,19-Jun,NULL
CVE-2019-2102,,19-Jun,NULL
CVE-2019-2098,,19-Jun,NULL
CVE-2019-2099,,19-Jun,NULL
CVE-2019-2054,,19-Jun,NULL
LVE-SMP-190004,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-Jun,NULL
CVE-2019-2029,,19-May,NULL
CVE-2018-11940,,19-May,NULL
CVE-2018-11976,,19-May,NULL
CVE-2018-12004,,19-May,NULL
CVE-2018-13886,,19-May,NULL
CVE-2018-13887,,19-May,NULL
CVE-2019-2250,,19-May,NULL
CVE-2019-2044,,19-May,NULL
CVE-2019-2045,,19-May,NULL
CVE-2019-2046,,19-May,NULL
CVE-2019-2047,,19-May,NULL
CVE-2019-2032,,19-May,NULL
CVE-2019-2037,,19-May,NULL
CVE-2019-2041,,19-May,NULL
CVE-2017-17772,,23-May,NULL
CVE-2018-5855,,19-May,NULL
CVE-2018-11299,,19-May,NULL
CVE-2018-11294,,19-May,NULL
CVE-2018-11826,,19-May,NULL
CVE-2018-11827,,19-May,NULL
CVE-2018-11840,,19-May,NULL
CVE-2018-11851,,19-May,NULL
CVE-2018-11860,,19-May,NULL
CVE-2018-11868,,19-May,NULL
CVE-2018-11869,,19-May,NULL
CVE-2018-11878,,19-May,NULL
CVE-2018-11889,,19-May,NULL
CVE-2018-11894,,19-May,NULL
CVE-2018-11895,,19-May,NULL
CVE-2018-11897,,19-May,NULL
CVE-2018-11902,,19-May,NULL
CVE-2018-11904,,19-May,NULL
CVE-2018-11891,,19-May,NULL
CVE-2018-11905,,19-May,NULL
CVE-2018-11923,,19-May,NULL
CVE-2018-11924,,19-May,NULL
CVE-2018-11925,,19-May,NULL
CVE-2018-11927,,19-May,NULL
CVE-2018-11930,,19-May,NULL
CVE-2018-11937,,19-May,NULL
CVE-2018-11949,,19-May,NULL
CVE-2018-11953,,19-May,NULL
CVE-2018-13920,,19-May,NULL
CVE-2018-11291,,19-May,NULL
CVE-2018-11821,,19-May,NULL
CVE-2018-11822,,19-May,NULL
CVE-2018-11828,,19-May,NULL
CVE-2018-11849,,19-May,NULL
CVE-2018-11850,,19-May,NULL
CVE-2018-11853,,19-May,NULL
CVE-2018-11854,,19-May,NULL
CVE-2018-11856,,19-May,NULL
CVE-2018-11859,,19-May,NULL
CVE-2018-11861,,19-May,NULL
CVE-2018-11862,,19-May,NULL
CVE-2018-11867,,19-May,NULL
CVE-2018-11870,,19-May,NULL
CVE-2018-11871,,19-May,NULL
CVE-2018-11872,,19-May,NULL
CVE-2018-11873,,19-May,NULL
CVE-2018-11874,,19-May,NULL
CVE-2018-11875,,19-May,NULL
CVE-2018-11876,,19-May,NULL
CVE-2018-11877,,19-May,NULL
CVE-2018-11879,,19-May,NULL
CVE-2018-11880,,19-May,NULL
CVE-2018-11882,,19-May,NULL
CVE-2018-11884,,19-May,NULL
CVE-2018-11928,,19-May,NULL
CVE-2018-11936,,19-May,NULL
CVE-2018-11968,,19-May,NULL
CVE-2018-12012,,19-May,NULL
CVE-2018-12013,,19-May,NULL
CVE-2018-13885,,19-May,NULL
CVE-2018-11967,,19-May,NULL
CVE-2018-13895,,19-May,NULL
CVE-2019-2049,,19-May,NULL
CVE-2019-2050,,19-May,NULL
CVE-2019-2051,,19-May,NULL
CVE-2019-2052,,19-May,NULL
CVE-2019-2053,,19-May,NULL
CVE-2018-11819,,19-May,NULL
CVE-2016-2428,,19-May,NULL
CVE-2019-2043,,19-May,NULL
LVE-SMP-190003,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-May,NULL
LVE-SMP-190004,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1, 9.0",19-May,NULL
CVE-2017-8252,,19-Apr,NULL
CVE-2018-11817,,23-Apr,NULL
CVE-2018-11958,,19-Apr,NULL
CVE-2019-2027,,19-Apr,NULL
CVE-2019-2028,,19-Apr,NULL
CVE-2019-2023,,19-Apr,NULL
CVE-2018-10883,,19-Apr,NULL
CVE-2019-2025,,19-Apr,NULL
CVE-2018-13899,,19-Apr,NULL
CVE-2018-13917,,23-Apr,NULL
CVE-2018-11966,,19-Apr,NULL
CVE-2018-11970,,19-Apr,NULL
CVE-2018-11971,,19-Apr,NULL
CVE-2018-13918,,19-Apr,NULL
CVE-2018-10879,,19-Apr,NULL
CVE-2019-2003,,19-Apr,NULL
CVE-2019-2026,,19-Apr,NULL
CVE-2019-2030,,19-Apr,NULL
CVE-2019-2031,,19-Apr,NULL
CVE-2019-2033,,19-Apr,NULL
CVE-2019-2034,,19-Apr,NULL
CVE-2019-2035,,19-Apr,NULL
CVE-2019-2038,,19-Apr,NULL
CVE-2019-2039,,19-Apr,NULL
CVE-2019-2040,,19-Apr,NULL
LVE-SMP-190002,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Apr,NULL
CVE-2018-11262,,19-Mar,NULL
CVE-2018-11289,,19-Mar,NULL
CVE-2018-11820,,19-Mar,NULL
CVE-2018-11938,,19-Mar,NULL
CVE-2018-11945,,19-Mar,NULL
CVE-2019-1989,,19-Mar,NULL
CVE-2019-1990,,19-Mar,NULL
CVE-2019-2009,,19-Mar,NULL
CVE-2018-10879,,19-Mar,NULL
CVE-2019-1999,,19-Mar,NULL
CVE-2019-2000,,19-Mar,NULL
CVE-2019-2001,,19-Mar,NULL
CVE-2018-11280,,19-Mar,NULL
CVE-2018-11275,,19-Mar,NULL
CVE-2018-13900,,19-Mar,NULL
CVE-2018-13905,,19-Mar,NULL
CVE-2018-11268,,19-Mar,NULL
CVE-2018-11845,,19-Mar,NULL
CVE-2018-11864,,19-Mar,NULL
CVE-2018-11921,,19-Mar,NULL
CVE-2018-11931,,19-Mar,NULL
CVE-2018-11932,,19-Mar,NULL
CVE-2018-11935,,19-Mar,NULL
CVE-2018-11948,,19-Mar,NULL
CVE-2018-5839,,19-Mar,NULL
CVE-2018-13904,,19-Mar,NULL
CVE-2018-20346,,19-Mar,NULL
CVE-2019-1985,,19-Mar,NULL
CVE-2019-2004,,19-Mar,NULL
CVE-2019-2006,,19-Mar,NULL
CVE-2019-2007,,19-Mar,NULL
CVE-2019-2008,,19-Mar,NULL
CVE-2019-2010,,19-Mar,NULL
CVE-2019-2011,,19-Mar,NULL
CVE-2019-2012,,19-Mar,NULL
CVE-2019-2013,,19-Mar,NULL
CVE-2019-2014,,19-Mar,NULL
CVE-2019-2015,,19-Mar,NULL
CVE-2019-2016,,19-Mar,NULL
CVE-2019-2017,,19-Mar,NULL
CVE-2019-2018,,19-Mar,NULL
CVE-2018-9561,,19-Mar,NULL
CVE-2018-9563,,19-Mar,NULL
CVE-2018-9564,,19-Mar,NULL
CVE-2019-2019,,19-Mar,NULL
CVE-2019-2020,,19-Mar,NULL
CVE-2019-2021,,19-Mar,NULL
CVE-2019-2022,,19-Mar,NULL
CVE-2019-2005,,19-Mar,NULL
LVE-SMP-190001,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Mar,NULL
LVE-SMP-190002,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Mar,NULL
CVE-2018-11847,,19-Feb,NULL
CVE-2019-1986,,19-Feb,NULL
CVE-2019-1987,,19-Feb,NULL
CVE-2019-1988,,19-Feb,NULL
CVE-2019-1991,,19-Feb,NULL
CVE-2019-1992,,19-Feb,NULL
CVE-2018-10876,,19-Feb,NULL
CVE-2018-10880,,19-Feb,NULL
CVE-2018-10882,,19-Feb,NULL
CVE-2018-13405,,19-Feb,NULL
CVE-2018-18281,,19-Feb,NULL
CVE-2018-17182,,19-Feb,NULL
CVE-2018-10877,,19-Feb,NULL
CVE-2018-11962,,19-Feb,NULL
CVE-2018-12014,,19-Feb,NULL
CVE-2018-13889,,19-Feb,NULL
CVE-2018-11888,,19-Feb,NULL
CVE-2018-13888,,19-Feb,NULL
CVE-2017-17760,,19-Feb,NULL
CVE-2018-5268,,19-Feb,NULL
CVE-2018-5269,,19-Feb,NULL
CVE-2019-1993,,19-Feb,NULL
CVE-2019-1994,,19-Feb,NULL
CVE-2019-1995,,19-Feb,NULL
CVE-2019-1996,,19-Feb,NULL
CVE-2019-1997,,19-Feb,NULL
CVE-2019-1998,,19-Feb,NULL
CVE-2017-18009,,19-Feb,NULL
LVE-SMP-180014,"CDMA devices in North America with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Feb,NULL
CVE-2017-8248,,19-Jan,NULL
CVE-2017-11004,,19-Jan,NULL
CVE-2017-18141,,19-Jan,NULL
CVE-2018-5913,,19-Jan,NULL
CVE-2018-11279,,19-Jan,NULL
CVE-2018-9583,,19-Jan,NULL
CVE-2018-9565,,19-Jan,NULL
CVE-2018-10840,,19-Jan,NULL
CVE-2018-9568,,19-Jan,NULL
CVE-2018-11960,,19-Jan,NULL
CVE-2018-11961,,19-Jan,NULL
CVE-2018-11963,,19-Jan,NULL
CVE-2017-18319,,19-Jan,NULL
CVE-2017-18321,,19-Jan,NULL
CVE-2017-18322,,19-Jan,NULL
CVE-2017-18323,,19-Jan,NULL
CVE-2017-18324,,19-Jan,NULL
CVE-2017-18327,,19-Jan,NULL
CVE-2017-18331,,19-Jan,NULL
CVE-2017-18332,,19-Jan,NULL
CVE-2017-18160,,19-Jan,NULL
CVE-2017-18326,,19-Jan,NULL
CVE-2017-8276,,19-Jan,NULL
CVE-2017-18328,,19-Jan,NULL
CVE-2017-18329,,19-Jan,NULL
CVE-2017-18330,,19-Jan,NULL
CVE-2018-3595,,19-Jan,NULL
CVE-2017-18320,,19-Jan,NULL
CVE-2018-11999,,19-Jan,NULL
CVE-2018-5867,,19-Jan,NULL
CVE-2018-5868,,19-Jan,NULL
CVE-2018-5869,,19-Jan,NULL
CVE-2017-5754,,19-Jan,NULL
CVE-2018-5915,,19-Jan,NULL
CVE-2018-9582,,19-Jan,NULL
CVE-2018-9584,,19-Jan,NULL
CVE-2018-9585,,19-Jan,NULL
CVE-2018-9586,,19-Jan,NULL
CVE-2018-9587,,19-Jan,NULL
CVE-2018-9588,,19-Jan,NULL
CVE-2018-9589,,19-Jan,NULL
CVE-2018-9590,,19-Jan,NULL
CVE-2018-9591,,19-Jan,NULL
CVE-2018-9592,,19-Jan,NULL
CVE-2018-9593,,19-Jan,NULL
CVE-2018-9594,,19-Jan,NULL
LVE-SMP-180012,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Jan,NULL
LVE-SMP-180013,"Android devices with OS  8.0, 8.1",19-Jan,NULL
CVE-2020-0458,,20-Dec,NULL
CVE-2020-3639,,20-Dec,NULL
CVE-2020-0099,,20-Dec,NULL
CVE-2020-0294,,20-Dec,NULL
CVE-2020-0440,,20-Dec,NULL
CVE-2020-0459,,20-Dec,NULL
CVE-2020-0464,,20-Dec,NULL
CVE-2020-0467,,20-Dec,NULL
CVE-2020-0468,,20-Dec,NULL
CVE-2020-0469,,20-Dec,NULL
CVE-2020-0470,,20-Dec,NULL
CVE-2020-0460,,20-Dec,NULL
CVE-2020-0463,,20-Dec,NULL
CVE-2020-15802,,20-Dec,NULL
CVE-2020-0243,,20-Dec,NULL
CVE-2020-0445,,20-Dec,NULL
CVE-2020-0446,,20-Dec,NULL
CVE-2020-0447,,20-Dec,NULL
CVE-2020-3632,,20-Dec,NULL
CVE-2020-11123,,20-Dec,NULL
CVE-2020-11127,,20-Dec,NULL
CVE-2020-11168,,20-Dec,NULL
CVE-2020-11175,,20-Dec,NULL
CVE-2020-11184,,20-Dec,NULL
CVE-2020-11193,,20-Dec,NULL
CVE-2020-11196,,20-Dec,NULL
CVE-2020-11205,,20-Dec,NULL
LVE-SMP-200026,"Android devices with OS 8.0, 8.1, 9.0, 10",20-Dec,NULL
LVE-SMP-200027,Some Android models that support dual screen with OS 10,20-Dec,NULL
CVE-2020-3692,,20-Nov,NULL
CVE-2020-11154,,20-Nov,NULL
CVE-2020-11155,,20-Nov,NULL
CVE-2020-0441,,20-Nov,NULL
CVE-2020-0442,,20-Nov,NULL
CVE-2020-0451(O8.0,,23-Nov,NULL
CVE-2020-0449,,20-Nov,NULL
CVE-2020-0423,,20-Nov,NULL
CVE-2020-0283,,20-Nov,NULL
CVE-2020-0339,,20-Nov,NULL
CVE-2020-0367,,20-Nov,NULL
CVE-2020-0371,,20-Nov,NULL
CVE-2020-11125,,20-Nov,NULL
CVE-2020-11162,,20-Nov,NULL
CVE-2020-11173,,20-Nov,NULL
CVE-2020-11174,,20-Nov,NULL
CVE-2020-3638,,20-Nov,NULL
CVE-2020-3670,,20-Nov,NULL
CVE-2020-3678,,20-Nov,NULL
CVE-2020-3684,,20-Nov,NULL
CVE-2020-3690,,20-Nov,NULL
CVE-2020-3703,,20-Nov,NULL
CVE-2020-3704,,20-Nov,NULL
CVE-2020-11141,,20-Nov,NULL
CVE-2020-11156,,20-Nov,NULL
CVE-2020-11157,,20-Nov,NULL
CVE-2020-11169,,20-Nov,NULL
CVE-2020-0409,,20-Nov,NULL
CVE-2020-0418,,20-Nov,NULL
CVE-2020-0439,,20-Nov,NULL
CVE-2020-0454,,20-Nov,NULL
CVE-2020-0443,,20-Nov,NULL
CVE-2020-0451(Q10,,23-Nov,NULL
CVE-2020-0452,,20-Nov,NULL
CVE-2020-0438(R11,,23-Nov,NULL
CVE-2020-12856,,20-Nov,NULL
CVE-2020-0424,,20-Nov,NULL
CVE-2020-0448,,20-Nov,NULL
CVE-2020-0450,,20-Nov,NULL
CVE-2020-0453,,20-Nov,NULL
CVE-2020-0437,,20-Nov,NULL
CVE-2020-0438(Q10,,23-Nov,NULL
LVE-SMP-200024,"Android devices with OS 8.0, 8.1, 9.0, 10",20-Nov,NULL
LVE-SMP-200025,Android devices with OS 10,20-Nov,NULL
CVE-2019-10628,,20-Oct,NULL
CVE-2019-10629,,20-Oct,NULL
CVE-2019-13994,,20-Oct,NULL
CVE-2020-3621,,20-Oct,NULL
CVE-2020-3634,,20-Oct,NULL
CVE-2020-0404,,20-Oct,NULL
CVE-2020-0278,,20-Oct,NULL
CVE-2020-0342,,20-Oct,NULL
CVE-2019-10527,,20-Oct,NULL
CVE-2019-14117,,20-Oct,NULL
CVE-2020-3613,,20-Oct,NULL
CVE-2020-3656,,20-Oct,NULL
CVE-2020-11124,,20-Oct,NULL
CVE-2019-10596,,20-Oct,NULL
CVE-2019-13992,,20-Oct,NULL
CVE-2019-13995,,20-Oct,NULL
CVE-2019-14074,,20-Oct,NULL
CVE-2020-3617,,20-Oct,NULL
CVE-2020-3620,,20-Oct,NULL
CVE-2020-3622,,20-Oct,NULL
CVE-2020-3629,,20-Oct,NULL
CVE-2020-3671,,20-Oct,NULL
CVE-2020-11129,,20-Oct,NULL
CVE-2020-11133,,20-Oct,NULL
CVE-2020-11135,,20-Oct,NULL
CVE-2018-11970,,20-Oct,NULL
CVE-2020-0408,,20-Oct,NULL
CVE-2020-0420,,20-Oct,NULL
CVE-2020-0421,,20-Oct,NULL
CVE-2020-0246,,20-Oct,NULL
CVE-2020-0412,,20-Oct,NULL
CVE-2020-0419,,20-Oct,NULL
CVE-2020-0213,,20-Oct,NULL
CVE-2020-0411,,20-Oct,NULL
CVE-2020-0414,,20-Oct,NULL
CVE-2020-0215,,20-Oct,NULL
CVE-2020-0416,,20-Oct,NULL
CVE-2020-0377,,20-Oct,NULL
CVE-2020-0378,,20-Oct,NULL
CVE-2020-0398,,20-Oct,NULL
CVE-2020-0400,,20-Oct,NULL
CVE-2020-0410,,20-Oct,NULL
CVE-2020-0413,,20-Oct,NULL
CVE-2020-0415,,20-Oct,NULL
CVE-2020-0114,,20-Oct,NULL
CVE-2019-2194,,20-Oct,NULL
LVE-SMP-200022,"Android devices with OS 9.0, 10",20-Oct,NULL
LVE-SMP-200023,"Android devices with OS 8.0, 8.1, 9.0",20-Oct,NULL
LVE-SMP-200016,"Android devices with OS 9.0, 10",20-Oct,NULL
CVE-2020-11116,,20-Sep,NULL
CVE-2019-10562,,20-Sep,NULL
CVE-2019-10615,,20-Sep,NULL
CVE-2019-13998,,20-Sep,NULL
CVE-2020-3619,,20-Sep,NULL
CVE-2020-3667,,20-Sep,NULL
CVE-2020-0245(O8.0,,23-Sep,NULL
CVE-2020-0380,,20-Sep,NULL
CVE-2020-0396,,20-Sep,NULL
CVE-2020-0255,,23-Sep,NULL
CVE-2020-12464,,20-Sep,NULL
CVE-2019-16746,,20-Sep,NULL
CVE-2020-0252,,20-Sep,NULL
CVE-2020-0253,,20-Sep,NULL
CVE-2020-0260,,20-Sep,NULL
CVE-2020-0251,,20-Sep,NULL
CVE-2020-0254,,20-Sep,NULL
CVE-2020-11115,,20-Sep,NULL
CVE-2020-11118,,20-Sep,NULL
CVE-2018-5886,,20-Sep,NULL
CVE-2018-13903,,20-Sep,NULL
CVE-2019-13999,,20-Sep,NULL
CVE-2019-14025,,20-Sep,NULL
CVE-2019-14052,,20-Sep,NULL
CVE-2019-14056,,20-Sep,NULL
CVE-2019-14065,,20-Sep,NULL
CVE-2019-14089,,20-Sep,NULL
CVE-2019-14115,,20-Sep,NULL
CVE-2019-14119,,20-Sep,NULL
CVE-2020-3611,,20-Sep,NULL
CVE-2020-3624,,20-Sep,NULL
CVE-2020-3636,,20-Sep,NULL
CVE-2020-3640,,20-Sep,NULL
CVE-2020-3643,,20-Sep,NULL
CVE-2020-3644,,20-Sep,NULL
CVE-2020-3666,,20-Sep,NULL
CVE-2020-3668,,20-Sep,NULL
CVE-2020-3669,,20-Sep,NULL
CVE-2020-3675,,20-Sep,NULL
CVE-2020-11128,,20-Sep,NULL
CVE-2020-0069,,20-Sep,NULL
CVE-2020-0074,,20-Sep,NULL
CVE-2020-0388,,20-Sep,NULL
CVE-2020-0391,,20-Sep,NULL
CVE-2020-0401,,20-Sep,NULL
CVE-2020-0382,,20-Sep,NULL
CVE-2020-0389,,20-Sep,NULL
CVE-2020-0390,,20-Sep,NULL
CVE-2020-0395,,20-Sep,NULL
CVE-2020-0397,,20-Sep,NULL
CVE-2020-0245(Q10,,23-Sep,NULL
CVE-2020-0392,,20-Sep,NULL
CVE-2020-0381,,20-Sep,NULL
CVE-2020-0383,,20-Sep,NULL
CVE-2020-0384,,20-Sep,NULL
CVE-2020-0385,,20-Sep,NULL
CVE-2020-0393,,20-Sep,NULL
CVE-2020-0386,,20-Sep,NULL
CVE-2020-0394,,20-Sep,NULL
CVE-2020-0379,,20-Sep,NULL
LVE-SMP-190002,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",20-Sep,NULL
LVE-SMP-200020,Android devices with OS 10,20-Sep,NULL
LVE-SMP-200021,"Android devices with OS 8.0, 8.1, 9.0, 10",20-Sep,NULL
CVE-2020-3698,,20-Aug,NULL
CVE-2020-3699,,20-Aug,NULL
CVE-2019-18282,,20-Aug,NULL
CVE-2019-20636,,20-Aug,NULL
CVE-2020-0230,,20-Aug,NULL
CVE-2020-0231,,20-Aug,NULL
CVE-2020-0228,,20-Aug,NULL
CVE-2019-10580,,20-Aug,NULL
CVE-2020-3700,,20-Aug,NULL
CVE-2019-14123,,20-Aug,NULL
CVE-2019-14124,,20-Aug,NULL
CVE-2019-14130,,20-Aug,NULL
CVE-2020-3701,,20-Aug,NULL
CVE-2020-0240,,20-Aug,NULL
CVE-2020-0238,,20-Aug,NULL
CVE-2020-0257,,20-Aug,NULL
CVE-2020-0239,,20-Aug,NULL
CVE-2020-0249,,20-Aug,NULL
CVE-2020-0258,,20-Aug,NULL
CVE-2020-0247,,20-Aug,NULL
CVE-2020-0241,,20-Aug,NULL
CVE-2020-0242,,20-Aug,NULL
CVE-2020-0243,,20-Aug,NULL
CVE-2020-0108,,20-Aug,NULL
CVE-2020-0256,,20-Aug,NULL
CVE-2020-0248,,20-Aug,NULL
CVE-2020-0250,,20-Aug,NULL
LVE-SMP-200019,"Android devices with OS 4.4, 5.0, 5.1, 6.0, 7.0, 7.1, 8.0, 8.1, 9.0, 10",20-Aug,NULL
LVE-SMP-170010,"Android devices with OS 4.4, 5.0, 5.1, 6.0, 7.0, 7.1, 8.0, 8.1, 9.0, 10",20-Aug,NULL
CVE-2019-14073,,20-Jul,NULL
CVE-2019-14080,,20-Jul,NULL
CVE-2020-9589,,20-Jul,NULL
CVE-2020-0224,,20-Jul,NULL
CVE-2020-0225,,20-Jul,NULL
CVE-2019-9460,,23-Jul,NULL
CVE-2020-8647,,20-Jul,NULL
CVE-2020-8648,,20-Jul,NULL
CVE-2020-8428,,20-Jul,NULL
CVE-2017-9704,,20-Jul,NULL
CVE-2019-14047,,20-Jul,NULL
CVE-2020-3665,,20-Jul,NULL
CVE-2019-10597,,20-Jul,NULL
CVE-2019-14062,,20-Jul,NULL
CVE-2019-14076,,20-Jul,NULL
CVE-2020-3635,,20-Jul,NULL
CVE-2020-3614,,20-Jul,NULL
CVE-2020-3642,,20-Jul,NULL
CVE-2020-3676,,20-Jul,NULL
CVE-2020-0122,,20-Jul,NULL
CVE-2020-0227,,20-Jul,NULL
CVE-2020-0226,,20-Jul,NULL
CVE-2020-0107,,20-Jul,NULL
CVE-2019-9460,,23-Jul,NULL
LVE-SMP-200011,Android devices with OS 10,20-Jul,NULL
LVE-SMP-200012,"Android devices with OS 8.0, 8.1, 9, 10",20-Jul,NULL
LVE-SMP-200013,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Jul,NULL
LVE-SMP-200015,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Jul,NULL
LVE-SMP-200016,"Android devices with OS 9, 10",20-Jul,NULL
LVE-SMP-200017,"Android devices with OS 9, 10",20-Jul,NULL
LVE-SMP-200018,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Jul,NULL
CVE-2020-0117,,20-Jun,NULL
CVE-2020-8597,,20-Jun,NULL
CVE-2020-0110,,20-Jun,NULL
CVE-2020-0091,,20-Jun,NULL
CVE-2019-14053,,20-Jun,NULL
CVE-2019-14087,,20-Jun,NULL
CVE-2020-3610,,20-Jun,NULL
CVE-2020-3615,,20-Jun,NULL
CVE-2020-3623,,20-Jun,NULL
CVE-2020-3630,,20-Jun,NULL
CVE-2020-3680,,20-Jun,NULL
