CVE,vul_true,SPL,SMR
CVE-2017-0777,,17-Sep,NULL
CVE-2017-0778,,17-Sep,NULL
CVE-2017-0779,,17-Sep,NULL
CVE-2017-0784,,17-Sep,NULL
CVE-2017-0785,,17-Sep,NULL
CVE-2017-0740,,17-Sep,NULL
CVE-2017-0749,,17-Sep,NULL
CVE-2017-0742,,17-Sep,NULL
CVE-2017-0746,,17-Sep,NULL
CVE-2017-0747,,17-Sep,NULL
CVE-2017-9678,,17-Sep,NULL
CVE-2017-9691,,17-Sep,NULL
CVE-2017-9684,,17-Sep,NULL
CVE-2017-9682,,17-Sep,NULL
CVE-2017-0714,,17-Aug,NULL
CVE-2017-0715,,17-Aug,NULL
CVE-2017-0716,,17-Aug,NULL
CVE-2017-0718,,17-Aug,NULL
CVE-2017-0719,,17-Aug,NULL
CVE-2017-0720,,17-Aug,NULL
CVE-2017-0721,,17-Aug,NULL
CVE-2017-0722,,17-Aug,NULL
CVE-2017-0723,,17-Aug,NULL
CVE-2017-0745,,17-Aug,NULL
CVE-2017-0407,,17-Aug,NULL
CVE-2017-9417,,17-Aug,NULL
CVE-2017-0713,,17-Aug,NULL
CVE-2017-0724,,17-Aug,NULL
CVE-2017-0725,,17-Aug,NULL
CVE-2017-0726,,17-Aug,NULL
CVE-2017-0727,,17-Aug,NULL
CVE-2017-0728,,17-Aug,NULL
CVE-2017-0729,,17-Aug,NULL
CVE-2017-0730,,17-Aug,NULL
CVE-2017-0731,,17-Aug,NULL
CVE-2017-0732,,17-Aug,NULL
CVE-2017-0733,,17-Aug,NULL
CVE-2017-0734,,17-Aug,NULL
CVE-2017-0735,,17-Aug,NULL
CVE-2017-0736,,17-Aug,NULL
CVE-2017-0687,,17-Aug,NULL
CVE-2017-0737,,17-Aug,NULL
CVE-2017-6074,,17-Aug,NULL
CVE-2017-5970,,17-Aug,NULL
CVE-2017-0711,,17-Aug,NULL
CVE-2017-8255,,17-Aug,NULL
CVE-2016-10389,,17-Aug,NULL
CVE-2017-8253,,17-Aug,NULL
CVE-2017-8262,,17-Aug,NULL
CVE-2017-8263,,17-Aug,NULL
CVE-2017-8267,,17-Aug,NULL
CVE-2017-8273,,17-Aug,NULL
CVE-2017-0712,,17-Aug,NULL
CVE-2017-0738,,17-Aug,NULL
CVE-2017-0739,,17-Aug,NULL
CVE-2017-0705,,17-Aug,NULL
CVE-2017-0706,,17-Aug,NULL
CVE-2015-5707,,17-Aug,NULL
CVE-2017-0710,,17-Aug,NULL
CVE-2017-7308,,17-Aug,NULL
CVE-2014-9731,,17-Aug,NULL
CVE-2016-5863,,17-Aug,NULL
CVE-2017-8243,,17-Aug,NULL
CVE-2017-8246,,17-Aug,NULL
CVE-2017-8256,,17-Aug,NULL
CVE-2017-8257,,17-Aug,NULL
CVE-2017-8259,,17-Aug,NULL
CVE-2017-8260,,17-Aug,NULL
CVE-2017-8261,,17-Aug,NULL
CVE-2017-8264,,17-Aug,NULL
CVE-2017-8265,,17-Aug,NULL
CVE-2017-8266,,17-Aug,NULL
CVE-2017-8268,,17-Aug,NULL
CVE-2017-8270,,17-Aug,NULL
CVE-2017-8271,,17-Aug,NULL
CVE-2017-8272,,17-Aug,NULL
CVE-2017-8254,,17-Aug,NULL
CVE-2017-8258,,17-Aug,NULL
CVE-2017-8269,,17-Aug,NULL
LVE-SMP-170014,"Android devices with OS 6.0, 6.0.1, 7.0.0, 7.1.1",17-Aug,NULL
CVE-2017-0540,,17-Jul,NULL
CVE-2017-0673,,17-Jul,NULL
CVE-2017-0674,,17-Jul,NULL
CVE-2017-0675,,17-Jul,NULL
CVE-2017-0676,,17-Jul,NULL
CVE-2017-0677,,17-Jul,NULL
CVE-2017-0678,,17-Jul,NULL
CVE-2017-0679,,17-Jul,NULL
CVE-2017-0680,,17-Jul,NULL
CVE-2017-0681,,17-Jul,NULL
CVE-2017-0469,,17-Jul,NULL
CVE-2017-7371,,17-Jul,NULL
CVE-2014-9960,,17-Jul,NULL
CVE-2014-9961,,17-Jul,NULL
CVE-2014-9953,,17-Jul,NULL
CVE-2014-9967,,17-Jul,NULL
CVE-2015-9026,,17-Jul,NULL
CVE-2015-9027,,17-Jul,NULL
CVE-2015-9008,,17-Jul,NULL
CVE-2015-9009,,17-Jul,NULL
CVE-2015-9010,,17-Jul,NULL
CVE-2015-9011,,17-Jul,NULL
CVE-2015-9024,,17-Jul,NULL
CVE-2015-9012,,17-Jul,NULL
CVE-2015-9013,,17-Jul,NULL
CVE-2015-9014,,17-Jul,NULL
CVE-2015-9015,,17-Jul,NULL
CVE-2015-9029,,17-Jul,NULL
CVE-2016-10338,,17-Jul,NULL
CVE-2016-10336,,17-Jul,NULL
CVE-2016-10333,,17-Jul,NULL
CVE-2016-10341,,17-Jul,NULL
CVE-2016-10335,,17-Jul,NULL
CVE-2016-10340,,17-Jul,NULL
CVE-2016-10334,,17-Jul,NULL
CVE-2016-10339,,17-Jul,NULL
CVE-2016-10298,,17-Jul,NULL
CVE-2016-10299,,17-Jul,NULL
CVE-2017-0664,,17-Jul,NULL
CVE-2017-0665,,17-Jul,NULL
CVE-2017-0666,,17-Jul,NULL
CVE-2017-0667,,17-Jul,NULL
CVE-2017-0669,,17-Jul,NULL
CVE-2017-0670,,17-Jul,NULL
CVE-2017-0671,,17-Jul,NULL
CVE-2017-0672,,17-Jul,NULL
CVE-2016-2109,,17-Jul,NULL
CVE-2017-0682,,17-Jul,NULL
CVE-2017-0683,,17-Jul,NULL
CVE-2017-0684,,17-Jul,NULL
CVE-2017-0685,,17-Jul,NULL
CVE-2017-0686,,17-Jul,NULL
CVE-2017-0688,,17-Jul,NULL
CVE-2017-0689,,17-Jul,NULL
CVE-2017-0690,,17-Jul,NULL
CVE-2017-0691,,17-Jul,NULL
CVE-2017-0692,,17-Jul,NULL
CVE-2017-0693,,17-Jul,NULL
CVE-2017-0694,,17-Jul,NULL
CVE-2017-0695,,17-Jul,NULL
CVE-2017-0696,,17-Jul,NULL
CVE-2017-0697,,17-Jul,NULL
CVE-2017-0700,,17-Jul,NULL
CVE-2017-0701,,17-Jul,NULL
CVE-2017-0702,,17-Jul,NULL
CVE-2017-0703,,17-Jul,NULL
CVE-2017-0704,,17-Jul,NULL
CVE-2017-0642,,17-Jul,NULL
CVE-2017-7365,,17-Jul,NULL
CVE-2017-0636,,17-Jul,NULL
CVE-2017-0648,,17-Jul,NULL
CVE-2017-7366,,17-Jul,NULL
CVE-2017-7367,,17-Jul,NULL
CVE-2014-9954,,17-Jul,NULL
CVE-2014-9955,,17-Jul,NULL
CVE-2014-9956,,17-Jul,NULL
CVE-2014-9957,,17-Jul,NULL
CVE-2014-9958,,17-Jul,NULL
CVE-2014-9962,,17-Jul,NULL
CVE-2014-9963,,17-Jul,NULL
CVE-2014-9959,,17-Jul,NULL
CVE-2014-9964,,17-Jul,NULL
CVE-2014-9965,,17-Jul,NULL
CVE-2014-9966,,17-Jul,NULL
CVE-2015-9023,,17-Jul,NULL
CVE-2015-9020,,17-Jul,NULL
CVE-2015-9021,,17-Jul,NULL
CVE-2015-9025,,17-Jul,NULL
CVE-2015-9022,,17-Jul,NULL
CVE-2015-9028,,17-Jul,NULL
CVE-2015-9031,,17-Jul,NULL
CVE-2015-9032,,17-Jul,NULL
CVE-2015-9033,,17-Jul,NULL
CVE-2015-9030,,17-Jul,NULL
CVE-2016-10332,,17-Jul,NULL
CVE-2016-10337,,17-Jul,NULL
CVE-2016-10342,,17-Jul,NULL
CVE-2017-3544,,17-Jul,NULL
CVE-2017-0668,,17-Jul,NULL
CVE-2017-0698,,17-Jul,NULL
CVE-2017-0699,,17-Jul,NULL
CVE-2017-5864,,17-Jul,NULL
CVE-2017-7368,,17-Jul,NULL
CVE-2017-7369,,17-Jul,NULL
CVE-2017-0451,,17-Jul,NULL
CVE-2017-7370,,17-Jul,NULL
CVE-2016-5861,,17-Jul,NULL
CVE-2017-7373,,17-Jul,NULL
CVE-2017-7372,,17-Jul,NULL
CVE-2017-8242,,17-Jul,NULL
CVE-2017-0649,,17-Jul,NULL
CVE-2017-8233,,17-Jul,NULL
CVE-2017-8236,,17-Jul,NULL
CVE-2017-8237,,17-Jul,NULL
CVE-2017-0579,,17-Jul,NULL
CVE-2017-8239,,17-Jul,NULL
CVE-2017-8240,,17-Jul,NULL
CVE-2015-7995,,17-Jul,NULL
CVE-2017-0651,,17-Jul,NULL
LVE-SMP-170015,"Android devices with OS 6.0.1, 7.0 for Sprint.",17-Jul,NULL
CVE-2017-0637,,17-Jun,NULL
CVE-2015-7555,,17-Jun,NULL
CVE-2016-10275,,17-Jun,NULL
CVE-2016-10276,,17-Jun,NULL
CVE-2016-9794,,17-Jun,NULL
CVE-2017-0604,,17-Jun,NULL
CVE-2017-0605,,23-Jun,NULL
CVE-2016-10240,,23-Jun,NULL
CVE-2016-10241,,23-Jun,NULL
CVE-2014-9923,,17-Jun,NULL
CVE-2014-9924,,17-Jun,NULL
CVE-2014-9925,,17-Jun,NULL
CVE-2014-9926,,17-Jun,NULL
CVE-2014-9927,,17-Jun,NULL
CVE-2014-9928,,17-Jun,NULL
CVE-2014-9929,,17-Jun,NULL
CVE-2014-9930,,17-Jun,NULL
CVE-2015-9005,,17-Jun,NULL
CVE-2015-9006,,17-Jun,NULL
CVE-2015-9007,,17-Jun,NULL
CVE-2016-10297,,17-Jun,NULL
CVE-2015-8871,,17-Jun,NULL
CVE-2016-8332,,17-Jun,NULL
CVE-2016-5131,,17-Jun,NULL
CVE-2016-4658,,17-Jun,NULL
CVE-2017-0663,,17-Jun,NULL
CVE-2017-7376,,17-Jun,NULL
CVE-2017-0638,,17-Jun,NULL
CVE-2017-0639,,17-Jun,NULL
CVE-2017-0391,,17-Jun,NULL
CVE-2017-0640,,17-Jun,NULL
CVE-2017-0641,,17-Jun,NULL
CVE-2017-0642,,17-Jun,NULL
CVE-2017-0643,,17-Jun,NULL
CVE-2017-0644,,17-Jun,NULL
CVE-2016-10278,,23-Jun,NULL
CVE-2016-10279,,23-Jun,NULL
CVE-2016-5131,,17-Jun,NULL
CVE-2016-10280,,17-Jun,NULL
CVE-2016-10281,,17-Jun,NULL
CVE-2016-10282,,17-Jun,NULL
CVE-2016-10284,,17-Jun,NULL
CVE-2016-10285,,17-Jun,NULL
CVE-2016-10286,,17-Jun,NULL
CVE-2015-9004,,17-Jun,NULL
CVE-2016-10287,,17-Jun,NULL
CVE-2017-0606,,17-Jun,NULL
CVE-2017-5860,,23-Jun,NULL
CVE-2016-5867,,17-Jun,NULL
CVE-2017-0607,,17-Jun,NULL
CVE-2017-0608,,17-Jun,NULL
CVE-2017-0609,,17-Jun,NULL
CVE-2016-5859,,17-Jun,NULL
CVE-2017-0610,,17-Jun,NULL
CVE-2017-0611,,17-Jun,NULL
CVE-2016-5853,,17-Jun,NULL
CVE-2016-10288,,17-Jun,NULL
CVE-2016-10289,,17-Jun,NULL
CVE-2016-10290,,17-Jun,NULL
CVE-2016-10291,,17-Jun,NULL
CVE-2017-0465,,17-Jun,NULL
CVE-2017-0612,,17-Jun,NULL
CVE-2017-0613,,17-Jun,NULL
CVE-2017-0614,,17-Jun,NULL
CVE-2017-0615,,17-Jun,NULL
CVE-2017-0616,,17-Jun,NULL
CVE-2017-0617,,17-Jun,NULL
CVE-2017-0618,,17-Jun,NULL
CVE-2017-0619,,17-Jun,NULL
CVE-2017-0620,,17-Jun,NULL
CVE-2016-5862,,17-Jun,NULL
CVE-2014-9940,,17-Jun,NULL
CVE-2017-0621,,17-Jun,NULL
CVE-2016-5868,,17-Jun,NULL
CVE-2017-7184,,17-Jun,NULL
CVE-2017-0625,,17-Jun,NULL
CVE-2017-0626,,17-Jun,NULL
CVE-2014-9941,,17-Jun,NULL
CVE-2014-9942,,17-Jun,NULL
CVE-2014-9943,,17-Jun,NULL
CVE-2014-9944,,17-Jun,NULL
CVE-2014-9945,,17-Jun,NULL
CVE-2014-9946,,17-Jun,NULL
CVE-2014-9947,,17-Jun,NULL
CVE-2014-9948,,17-Jun,NULL
CVE-2014-9949,,17-Jun,NULL
CVE-2014-9950,,17-Jun,NULL
CVE-2014-9951,,17-Jun,NULL
CVE-2014-9952,,17-Jun,NULL
CVE-2017-5056,,17-Jun,NULL
CVE-2017-7375,,17-Jun,NULL
CVE-2017-0645,,17-Jun,NULL
CVE-2017-0646,,17-Jun,NULL
CVE-2017-0647,,17-Jun,NULL
CVE-2016-1839,,17-Jun,NULL
CVE-2017-0627,,17-Jun,NULL
CVE-2016-10293,,17-Jun,NULL
CVE-2016-10294,,17-Jun,NULL
CVE-2016-10295,,17-Jun,NULL
CVE-2016-10296,,17-Jun,NULL
CVE-2017-0628,,17-Jun,NULL
CVE-2017-0629,,17-Jun,NULL
CVE-2017-0630,,17-Jun,NULL
CVE-2016-5858,,17-Jun,NULL
CVE-2017-0631,,17-Jun,NULL
CVE-2016-5347,,17-Jun,NULL
CVE-2016-5854,,17-Jun,NULL
CVE-2017-0632,,17-Jun,NULL
CVE-2017-0633,,17-Jun,NULL
LVE-SMP-170006,"Android OS 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",17-Jun,NULL
LVE-SMP-170007,"Android OS 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",17-Jun,NULL
LVE-SMP-170008,"Android OS 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",17-Jun,NULL
LVE-SMP-170009,"Android OS 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",17-Jun,NULL
LVE-SMP-170012,"Android OS 5.0, 5.0.1, 5.1, 5.1.1, 6.0, 6.0.1",17-Jun,NULL
CVE-2017-0587,,17-May,NULL
CVE-2017-0588,,17-May,NULL
CVE-2017-0589,,17-May,NULL
CVE-2017-0590,,17-May,NULL
CVE-2017-0591,,17-May,NULL
CVE-2017-0592,,17-May,NULL
CVE-2017-0561,,17-May,NULL
CVE-2016-10230,,17-May,NULL
CVE-2016-10229,,17-May,NULL
CVE-2017-0564,,17-May,NULL
CVE-2016-10237,,17-May,NULL
CVE-2016-10238,,17-May,NULL
CVE-2016-10239,,17-May,NULL
CVE-2014-9931,,17-May,NULL
CVE-2014-9932,,17-May,NULL
CVE-2014-9933,,17-May,NULL
CVE-2014-9934,,17-May,NULL
CVE-2014-9935,,17-May,NULL
CVE-2014-9936,,17-May,NULL
CVE-2014-9937,,17-May,NULL
CVE-2015-8995,,17-May,NULL
CVE-2015-8996,,17-May,NULL
CVE-2015-8997,,17-May,NULL
CVE-2015-8998,,17-May,NULL
CVE-2015-8999,,17-May,NULL
CVE-2015-9000,,17-May,NULL
CVE-2015-9001,,17-May,NULL
CVE-2015-9002,,17-May,NULL
CVE-2015-9003,,17-May,NULL
CVE-2016-10242,,17-May,NULL
CVE-2017-0593,,17-May,NULL
CVE-2017-0594,,17-May,NULL
CVE-2017-0595,,17-May,NULL
CVE-2017-0596,,17-May,NULL
CVE-2017-0597,,17-May,NULL
CVE-2017-0598,,17-May,NULL
CVE-2017-0599,,17-May,NULL
CVE-2017-0600,,17-May,NULL
CVE-2016-5129,,17-May,NULL
CVE-2016-10244,,17-May,NULL
CVE-2014-4656,,17-May,NULL
CVE-2017-0565,,17-May,NULL
CVE-2017-0566,,17-May,NULL
CVE-2017-0567,,17-May,NULL
CVE-2017-0568,,17-May,NULL
CVE-2017-0569,,17-May,NULL
CVE-2017-0570,,17-May,NULL
CVE-2017-0571,,17-May,NULL
CVE-2017-0572,,17-May,NULL
CVE-2017-0573,,17-May,NULL
CVE-2017-0574,,17-May,NULL
CVE-2017-0454,,17-May,NULL
CVE-2017-0576,,17-May,NULL
CVE-2017-0578,,17-May,NULL
CVE-2016-10231,,17-May,NULL
CVE-2017-0579,,17-May,NULL
CVE-2016-10232,,17-May,NULL
CVE-2017-0462,,17-May,NULL
CVE-2017-6423,,17-May,NULL
CVE-2014-9922,,17-May,NULL
CVE-2014-0206,,17-May,NULL
CVE-2014-3145,,17-May,NULL
CVE-2016-5349,,17-May,NULL
CVE-2016-10234,,17-May,NULL
CVE-2014-2706,,17-May,NULL
CVE-2016-10235,,17-May,NULL
CVE-2017-0601,,17-May,NULL
CVE-2017-0493,,17-May,NULL
CVE-2017-0602,,17-May,NULL
CVE-2017-7056,,17-May,NULL
CVE-2017-0603,,17-May,NULL
CVE-2016-7097,,17-May,NULL
CVE-2017-6424,,17-May,NULL
CVE-2016-8465,,17-May,NULL
CVE-2017-0583,,17-May,NULL
CVE-2014-1739,,17-May,NULL
CVE-2017-0585,,17-May,NULL
CVE-2016-5346,,17-May,NULL
CVE-2017-6425,,17-May,NULL
CVE-2016-10236,,17-May,NULL
CVE-2017-0586,,17-May,NULL
CVE-2017-6426,,17-May,NULL
CVE-2017-0635,,17-May,NULL
LVE-SMP-170010,Android OS  6.0 and 7.0,17-May,NULL
LVE-SMP-170011,Android OS  6.0 and 7.0,17-May,NULL
LVE-SMP-170004,"Android OS 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",17-May,NULL
CVE-2017-0538,,17-Apr,NULL
CVE-2017-0539,,17-Apr,NULL
CVE-2017-0540,,17-Apr,NULL
CVE-2017-0541,,17-Apr,NULL
CVE-2017-0542,,17-Apr,NULL
CVE-2017-0543,,17-Apr,NULL
CVE-2017-0500,,17-Apr,NULL
CVE-2017-0501,,17-Apr,NULL
CVE-2017-0502,,17-Apr,NULL
CVE-2017-0503,,17-Apr,NULL
CVE-2017-0504,,17-Apr,NULL
CVE-2017-0505,,17-Apr,NULL
CVE-2017-0506,,17-Apr,NULL
CVE-2017-0507,,17-Apr,NULL
CVE-2017-0508,,17-Apr,NULL
CVE-2017-0509,,17-Apr,NULL
CVE-2017-0510,,17-Apr,NULL
CVE-2016-8479,,17-Apr,NULL
CVE-2016-9806,,17-Apr,NULL
CVE-2016-10200,,17-Apr,NULL
CVE-2016-8484,,17-Apr,NULL
CVE-2016-8485,,17-Apr,NULL
CVE-2016-8486,,17-Apr,NULL
CVE-2016-8487,,17-Apr,NULL
CVE-2016-8488,,17-Apr,NULL
CVE-2017-0477,,17-Apr,NULL
CVE-2017-0544,,17-Apr,NULL
CVE-2017-0545,,17-Apr,NULL
CVE-2017-0546,,17-Apr,NULL
CVE-2016-0552,,23-Apr,NULL
CVE-2017-0547,,17-Apr,NULL
CVE-2017-0548,,17-Apr,NULL
CVE-2017-0549,,17-Apr,NULL
CVE-2017-0550,,17-Apr,NULL
CVE-2017-0551,,17-Apr,NULL
CVE-2017-0552,,17-Apr,NULL
CVE-2016-8655,,17-Apr,NULL
CVE-2016-9793,,17-Apr,NULL
CVE-2017-0516,,17-Apr,NULL
CVE-2017-0517,,17-Apr,NULL
CVE-2017-0457,,17-Apr,NULL
CVE-2017-0520,,17-Apr,NULL
CVE-2017-0458,,17-Apr,NULL
CVE-2017-0521,,17-Apr,NULL
CVE-2017-0453,,17-Apr,NULL
CVE-2017-0524,,17-Apr,NULL
CVE-2017-0525,,17-Apr,NULL
CVE-2017-0456,,17-Apr,NULL
CVE-2017-0463,,17-Apr,NULL
CVE-2017-0460,,17-Apr,NULL
CVE-2017-0528,,17-Apr,NULL
CVE-2016-5856,,17-Apr,NULL
CVE-2016-5857,,17-Apr,NULL
CVE-2014-8709,,17-Apr,NULL
CVE-2017-0529,,17-Apr,NULL
CVE-2017-0455,,17-Apr,NULL
CVE-2016-8483,,17-Apr,NULL
CVE-2016-8650,,17-Apr,NULL
CVE-2017-0553,,17-Apr,NULL
CVE-2017-0554,,17-Apr,NULL
CVE-2017-0555,,17-Apr,NULL
CVE-2017-0556,,17-Apr,NULL
CVE-2017-0557,,17-Apr,NULL
CVE-2017-0558,,17-Apr,NULL
CVE-2017-0559,,17-Apr,NULL
CVE-2017-0560,,17-Apr,NULL
CVE-2016-8417,,17-Apr,NULL
CVE-2017-0461,,17-Apr,NULL
CVE-2017-0459,,17-Apr,NULL
CVE-2017-0531,,17-Apr,NULL
CVE-2017-0532,,17-Apr,NULL
CVE-2016-8413,,17-Apr,NULL
CVE-2016-8477,,17-Apr,NULL
CVE-2017-0536,,17-Apr,NULL
CVE-2017-0537,,17-Apr,NULL
CVE-2017-0452,,17-Apr,NULL
LVE-SMP-170001,Android OS 5.0.2/5.1.1/6.0/6.0.1/7.0/7.1.1,17-Apr,NULL
LVE-SMP-170002,Android OS 5.0.2/5.1.1/6.0/6.0.1/7.0/7.1.1,17-Apr,NULL
LVE-SMP-170003,Android OS 5.0.2/5.1.1/6.0/6.0.1/7.0/7.1.1,17-Apr,NULL
CVE-2016-2182,,17-Mar,NULL
CVE-2017-0466,,17-Mar,NULL
CVE-2017-0467,,17-Mar,NULL
CVE-2017-0468,,17-Mar,NULL
CVE-2017-0469,,17-Mar,NULL
CVE-2017-0470,,17-Mar,NULL
CVE-2017-0471,,17-Mar,NULL
CVE-2017-0472,,17-Mar,NULL
CVE-2017-0473,,17-Mar,NULL
CVE-2017-0474,,17-Mar,NULL
CVE-2017-0475,,17-Mar,NULL
CVE-2016-8418,,17-Mar,NULL
CVE-2017-0427,,17-Mar,NULL
CVE-2014-9914,,17-Mar,NULL
CVE-2017-0430,,17-Mar,NULL
CVE-2017-0431,,17-Mar,NULL
CVE-2017-0476,,17-Mar,NULL
CVE-2017-0477,,17-Mar,NULL
CVE-2017-0478,,17-Mar,NULL
CVE-2017-0479,,17-Mar,NULL
CVE-2017-0480,,17-Mar,NULL
CVE-2017-0481,,17-Mar,NULL
CVE-2017-0482,,17-Mar,NULL
CVE-2017-0483,,17-Mar,NULL
CVE-2017-0484,,17-Mar,NULL
CVE-2017-0485,,17-Mar,NULL
CVE-2017-0486,,17-Mar,NULL
CVE-2017-0487,,17-Mar,NULL
CVE-2017-0488,,17-Mar,NULL
CVE-2017-0390,,17-Mar,NULL
CVE-2017-0392,,17-Mar,NULL
CVE-2017-0432,,17-Mar,NULL
CVE-2017-0433,,17-Mar,NULL
CVE-2017-0434,,17-Mar,NULL
CVE-2016-8480,,17-Mar,NULL
CVE-2016-8481,,17-Mar,NULL
CVE-2016-0435,,17-Mar,NULL
CVE-2016-0436,,17-Mar,NULL
CVE-2017-0444,,17-Mar,NULL
CVE-2017-0489,,17-Mar,NULL
CVE-2017-0490,,17-Mar,NULL
CVE-2017-0491,,17-Mar,NULL
CVE-2017-0492,,17-Mar,NULL
CVE-2017-0494,,17-Mar,NULL
CVE-2017-0495,,17-Mar,NULL
CVE-2017-0496,,17-Mar,NULL
CVE-2017-0497,,17-Mar,NULL
CVE-2017-0498,,17-Mar,NULL
CVE-2017-0449,,17-Mar,NULL
CVE-2017-0450,,17-Mar,NULL
CVE-2016-10044,,17-Mar,NULL
CVE-2016-8414,,17-Mar,NULL
CVE-2017-0451,,17-Mar,NULL
CVE-2017-0499,,17-Mar,NULL
LVE-SMP-170005,N(7.0) devices for TMUS & MPCS,17-Mar,NULL
CVE-2017-0405,,17-Feb,NULL
CVE-2017-0406,,17-Feb,NULL
CVE-2017-0407,,17-Feb,NULL
CVE-2015-3288,,17-Feb,NULL
CVE-2016-8422,,17-Feb,NULL
CVE-2016-8423,,17-Feb,NULL
CVE-2015-5706,,17-Feb,NULL
CVE-2016-8433,,17-Feb,NULL
CVE-2016-8434,,17-Feb,NULL
CVE-2016-8435,,17-Feb,NULL
CVE-2016-8436,,17-Feb,NULL
CVE-2016-9120,,17-Feb,NULL
CVE-2016-8398,,17-Feb,NULL
CVE-2016-8437,,17-Feb,NULL
CVE-2016-8438,,17-Feb,NULL
CVE-2016-8439,,17-Feb,NULL
CVE-2016-8440,,17-Feb,NULL
CVE-2016-8441,,17-Feb,NULL
CVE-2016-8442,,17-Feb,NULL
CVE-2016-8443,,17-Feb,NULL
CVE-2016-8459,,17-Feb,NULL
CVE-2016-5080,,17-Feb,NULL
CVE-2017-0408,,17-Feb,NULL
CVE-2017-0409,,17-Feb,NULL
CVE-2016-5552,,17-Feb,NULL
CVE-2017-0410,,17-Feb,NULL
CVE-2017-0411,,17-Feb,NULL
CVE-2017-0412,,17-Feb,NULL
CVE-2017-0415,,17-Feb,NULL
CVE-2017-0416,,17-Feb,NULL
CVE-2017-0417,,17-Feb,NULL
CVE-2017-0418,,17-Feb,NULL
CVE-2017-0419,,17-Feb,NULL
CVE-2017-0421,,17-Feb,NULL
CVE-2017-0422,,17-Feb,NULL
CVE-2016-8412,,17-Feb,NULL
CVE-2016-8444,,17-Feb,NULL
CVE-2016-8445,,17-Feb,NULL
CVE-2016-8446,,17-Feb,NULL
CVE-2016-8447,,17-Feb,NULL
CVE-2016-8448,,17-Feb,NULL
CVE-2016-8449,,17-Feb,NULL
CVE-2016-8450,,17-Feb,NULL
CVE-2016-8451,,17-Feb,NULL
CVE-2016-7042,,17-Feb,NULL
CVE-2017-0403,,17-Feb,NULL
CVE-2017-0404,,17-Feb,NULL
CVE-2016-8452,,17-Feb,NULL
CVE-2016-5345,,17-Feb,NULL
CVE-2016-9754,,17-Feb,NULL
CVE-2016-8453,,17-Feb,NULL
CVE-2016-8454,,17-Feb,NULL
CVE-2016-8455,,17-Feb,NULL
CVE-2016-8456,,17-Feb,NULL
CVE-2016-8457,,17-Feb,NULL
CVE-2016-8458,,17-Feb,NULL
CVE-2016-8460,,17-Feb,NULL
CVE-2016-8461,,17-Feb,NULL
CVE-2016-8462,,17-Feb,NULL
CVE-2016-8463,,17-Feb,NULL
CVE-2017-0423,,17-Feb,NULL
CVE-2017-0425,,17-Feb,NULL
CVE-2017-0426,,17-Feb,NULL
CVE-2016-8464,,17-Feb,NULL
CVE-2016-8465,,17-Feb,NULL
CVE-2016-8466,,17-Feb,NULL
CVE-2016-8468,,17-Feb,NULL
CVE-2016-3853,,17-Feb,NULL
CVE-2016-8469,,17-Feb,NULL
CVE-2016-8470,,17-Feb,NULL
CVE-2016-8471,,17-Feb,NULL
CVE-2016-8472,,17-Feb,NULL
CVE-2017-0381,,17-Jan,NULL
CVE-2016-5180,,17-Jan,NULL
CVE-2016-8411,,17-Jan,NULL
CVE-2016-4794,,17-Jan,NULL
CVE-2016-5195,,17-Jan,NULL
CVE-2015-8966,,17-Jan,NULL
CVE-2016-9120,,17-Jan,NULL
CVE-2017-0382,,17-Jan,NULL
CVE-2017-0383,,17-Jan,NULL
CVE-2017-0384,,17-Jan,NULL
CVE-2017-0385,,17-Jan,NULL
CVE-2017-0386,,17-Jan,NULL
CVE-2017-0387,,17-Jan,NULL
CVE-2017-0388,,17-Jan,NULL
CVE-2016-3911,,17-Jan,NULL
CVE-2016-6710,,17-Jan,NULL
CVE-2017-0389,,17-Jan,NULL
CVE-2017-0390,,17-Jan,NULL
CVE-2017-0391,,17-Jan,NULL
CVE-2017-0392,,17-Jan,NULL
CVE-2017-0393,,17-Jan,NULL
CVE-2017-0394,,17-Jan,NULL
CVE-2014-4014,,17-Jan,NULL
CVE-2015-8967,,17-Jan,NULL
CVE-2016-6778,,17-Jan,NULL
CVE-2016-6779,,17-Jan,NULL
CVE-2016-6780,,17-Jan,NULL
CVE-2016-6492,,17-Jan,NULL
CVE-2016-6781,,17-Jan,NULL
CVE-2016-6782,,17-Jan,NULL
CVE-2016-6783,,17-Jan,NULL
CVE-2016-6784,,17-Jan,NULL
CVE-2016-6785,,17-Jan,NULL
CVE-2016-6758,,17-Jan,NULL
CVE-2016-6759,,17-Jan,NULL
CVE-2016-6760,,17-Jan,NULL
CVE-2016-6761,,17-Jan,NULL
CVE-2016-6755,,17-Jan,NULL
CVE-2016-6786,,17-Jan,NULL
CVE-2016-6787,,17-Jan,NULL
CVE-2016-6788,,17-Jan,NULL
CVE-2016-6791,,17-Jan,NULL
CVE-2016-8391,,17-Jan,NULL
CVE-2016-8392,,17-Jan,NULL
