model,csc,csc_code,device_id,carrier_country,country,carrier,region,subregion,model_url,build_number,android_version,release_date,security_patch_level,device
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-22,2024-04-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS5DXC1,U(Android 14),2024-03-26,2024-03-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU5DXA2,U(Android 14),2024-03-14,2024-01-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-07,2024-01-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS5CWK1,T(Android 13),2023-12-19,2023-12-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-18,2023-10-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS4CWJ1,T(Android 13),2023-10-30,2023-09-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS4CWG1,T(Android 13),2023-08-11,2023-08-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU4CWF5,T(Android 13),2023-08-03,2023-06-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-20,2023-06-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-05,2023-04-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS1BWC1,T(Android 13),2023-03-28,2023-03-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS1BWA5,T(Android 13),2023-03-02,2023-01-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU1BVK5,T(Android 13),2023-02-16,2022-11-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBU1AVK3,S(Android 12),2022-12-13,2022-11-01,Galaxy A04s 
SM-A047M,CTP,025486221124,SM-A047M/CTP, Paraguay (Claro),Paraguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025486221124/eng.html,A047MUBS1AVK1,S(Android 12),2022-11-24,2022-11-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-22,2024-04-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS5DXC1,U(Android 14),2024-03-26,2024-03-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU5DXA2,U(Android 14),2024-03-14,2024-01-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-07,2024-01-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS5CWK1,T(Android 13),2024-01-02,2023-12-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-16,2023-10-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS4CWJ1,T(Android 13),2023-10-30,2023-09-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS4CWG1,T(Android 13),2023-08-11,2023-08-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU4CWF5,T(Android 13),2023-08-08,2023-06-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-20,2023-06-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-04,2023-04-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS1BWC1,T(Android 13),2023-03-28,2023-03-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS1BWA5,T(Android 13),2023-02-17,2023-01-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU1BVK5,T(Android 13),2023-01-18,2022-11-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBU1AVK3,S(Android 12),2022-12-13,2022-11-01,Galaxy A04s 
SM-A047M,CTU,025454221117,SM-A047M/CTU, Uruguay (Claro),Uruguay,Claro,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025454221117/eng.html,A047MUBS1AVK1,S(Android 12),2022-11-17,2022-11-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS5DXC1,U(Android 14),2024-04-09,2024-03-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBU5DXA2,U(Android 14),2024-04-08,2024-01-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-15,2024-01-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS5CWK1,T(Android 13),2024-01-02,2023-12-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-08,2023-10-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS4CWJ1,T(Android 13),2023-11-07,2023-09-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS4CWG1,T(Android 13),2023-09-21,2023-08-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBU4CWF5,T(Android 13),2023-08-08,2023-06-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-24,2023-06-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-16,2023-04-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS2BWC4,T(Android 13),2023-05-05,2023-03-01,Galaxy A04s 
SM-A047M,DOR,026343230311,SM-A047M/DOR, Dominican Republic (Orange),Dominican Republic,Orange,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026343230311/eng.html,A047MUBS1BWA6,T(Android 13),2023-03-10,2023-01-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-22,2024-04-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS5DXC1,U(Android 14),2024-04-11,2024-03-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBU5DXA2,U(Android 14),2024-04-10,2024-01-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-15,2024-01-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS5CWK1,T(Android 13),2024-01-05,2023-12-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-24,2023-10-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS4CWJ1,T(Android 13),2023-11-07,2023-09-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS4CWG1,T(Android 13),2023-09-12,2023-08-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBU4CWF5,T(Android 13),2023-08-28,2023-06-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-20,2023-06-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-16,2023-04-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS1BWC1,T(Android 13),2023-04-05,2023-03-01,Galaxy A04s 
SM-A047M,EBE,026194230303,SM-A047M/EBE, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/026194230303/eng.html,A047MUBS1BWA5,T(Android 13),2023-03-02,2023-01-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-22,2024-04-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS5DXC1,U(Android 14),2024-04-11,2024-03-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBU5DXA2,U(Android 14),2024-04-10,2024-01-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-15,2024-01-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS5CWK1,T(Android 13),2023-12-19,2023-12-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-24,2023-10-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS4CWJ1,T(Android 13),2023-10-27,2023-09-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS4CWG1,T(Android 13),2023-08-11,2023-08-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBU4CWF5,T(Android 13),2023-07-26,2023-06-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-20,2023-06-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-16,2023-04-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS1BWC1,T(Android 13),2023-04-05,2023-03-01,Galaxy A04s 
SM-A047M,ECO,025675230215,SM-A047M/ECO, Ecuador,Ecuador,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025675230215/eng.html,A047MUBS1BWA5,T(Android 13),2023-02-14,2023-01-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-22,2024-04-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS5DXC1,U(Android 14),2024-04-11,2024-03-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBU5DXA2,U(Android 14),2024-04-10,2024-01-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-15,2024-01-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS5CWK1,T(Android 13),2024-01-05,2023-12-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBU5CWJ2,T(Android 13),2023-11-24,2023-10-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS4CWJ1,T(Android 13),2023-10-27,2023-09-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS4CWG1,T(Android 13),2023-08-11,2023-08-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBU4CWF5,T(Android 13),2023-07-26,2023-06-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS4CWE1,T(Android 13),2023-06-20,2023-06-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBU3CWD1,T(Android 13),2023-05-16,2023-04-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS1BWC1,T(Android 13),2023-04-05,2023-03-01,Galaxy A04s 
SM-A047M,EON,025693230215,SM-A047M/EON, Trinidad and Tobago,Trinidad and Tobago,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025693230215/eng.html,A047MUBS1BWA5,T(Android 13),2023-02-14,2023-01-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-23,2024-04-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS5DXC1,U(Android 14),2024-03-26,2024-03-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU5DXA2,U(Android 14),2024-03-14,2024-01-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS5CXA1,T(Android 13),2024-02-07,2024-01-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS5CWK1,T(Android 13),2024-01-10,2023-12-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU5CWJ2,T(Android 13),2024-01-02,2023-10-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS4CWJ1,T(Android 13),2023-10-30,2023-09-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS4CWG1,T(Android 13),2023-08-11,2023-08-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU4CWF5,T(Android 13),2023-07-21,2023-06-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS4CWE2,T(Android 13),2023-06-12,2023-06-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU3CWD3,T(Android 13),2023-05-19,2023-04-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS1BWC3,T(Android 13),2023-03-28,2023-03-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU1BWB1,T(Android 13),2023-03-17,2023-01-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS1AVL9,S(Android 12),2023-02-13,2023-01-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBU1AVK3,S(Android 12),2022-12-22,2022-11-01,Galaxy A04s 
SM-A047M,IUS,025509221130,SM-A047M/IUS, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025509221130/eng.html,A047MUBS1AVK1,S(Android 12),2022-11-30,2022-11-01,Galaxy A04s 
SM-A047M,MXO,025492221124,SM-A047M/MXO, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025492221124/eng.html,A047MUBS6DXD1,U(Android 14),2024-04-23,2024-04-01,Galaxy A04s 
SM-A047M,MXO,025492221124,SM-A047M/MXO, Mexico,Mexico,No-carrier,Americas,Latin America and the Caribbean,https://doc.samsungmobile.com/SM-A047M/025492221124/eng.html,A047MUBS5DXC1,U(Android 14),2024-03-26,2024-03-01,Galaxy A04s 
