timestamp,device,series,period
2019-06-04,P30 Pro,HUAWEI P series,monthly
2019-06-04,P30,HUAWEI P series,monthly
2019-06-04,"P30 lite,P20 Pro",HUAWEI P series,monthly
2019-06-04,P20,HUAWEI P series,monthly
2019-06-04,P20 lite,HUAWEI P series,monthly
2019-06-04,Mate 20 X,HUAWEI Mate series,monthly
2019-06-04,Mate 20 RS,HUAWEI Mate series,monthly
2019-06-04,Mate 20 Pro,HUAWEI Mate series,monthly
2019-06-04,Mate 20,HUAWEI Mate series,monthly
2019-06-04,Mate 20 Lite,HUAWEI Mate series,monthly
2019-06-04,Mate 10 Pro,HUAWEI Mate series,monthly
2019-06-04,Mate 10,HUAWEI Mate series,monthly
2019-06-04,Mate 10 Lite,HUAWEI Mate series,monthly
2019-06-04,PORSCHE DESIGN HUAWEI Mate RS,HUAWEI Mate series,monthly
2019-06-04,Honor View20,HONOR series,monthly
2019-06-04,Honor 10,HONOR series,monthly
2019-06-04,Honor 10 Lite,HONOR series,monthly
2019-06-04,Honor View10,HONOR series,monthly
2019-06-04,Honor Play,HONOR series,monthly
2019-06-04,Honor 9N,HONOR series,monthly
2019-06-04,Honor 9,HONOR series,monthly
2019-06-04,Honor 9 Lite,HONOR series,monthly
2019-06-04,Honor 8A,HONOR series,monthly
2019-06-04,Honor 8X,HONOR series,monthly
2019-06-04,Honor 7X,HONOR series,monthly
2019-06-04,nova 4,HUAWEI nova series,monthly
2019-06-04,nova 3,HUAWEI nova series,monthly
2019-06-04,nova 3e,HUAWEI nova series,monthly
2019-06-04,nova 3i,HUAWEI nova series,monthly
2019-06-04,nova Lite 3,HUAWEI nova series,monthly
2019-06-04,nova 2 Plus,HUAWEI nova series,monthly
2019-06-04,nova 2i,HUAWEI nova series,monthly
2019-06-04,Y5 Lite,HUAWEI Y series,monthly
2019-06-04,"Y5 Lite 2018,Y3 2018",HUAWEI Y series,monthly
2019-06-04,Y3 2018,HUAWEI Y series,monthly
2019-06-04,Y9 2019,HUAWEI Y series,quarterly
2019-06-04,"Y9 2018,Y7 2019,Y7 prime 2018,Y7 2018,Y7,Y6 prime 2018,Y6 2019,Y6 2018",HUAWEI Y series,quarterly
2019-06-04,Y5 2018,HUAWEI Y series,quarterly
2019-06-04,Honor 7A,HONOR series,quarterly
2019-06-04,Honor 7S,HONOR series,quarterly
2019-06-04,nova 2 Plus,HUAWEI nova series,quarterly
2019-06-04,nova 2i,HUAWEI nova series,quarterly
2019-06-04,nova 2,HUAWEI nova series,quarterly
2019-06-04,nova 2 lite,HUAWEI nova series,quarterly
2019-06-04,nova lite 2,HUAWEI nova series,quarterly
2019-06-04,P Smart,Others,quarterly
2019-06-04,P9 Lite mini,Others,quarterly
2019-06-04,G Elite Plus,Others,quarterly
2019-06-04,M5,Tablets,quarterly
2019-06-04,M5 Pro,Tablets,quarterly
2019-06-04,MediaPad T5 10,Tablets,quarterly
2019-06-04,MediaPad M5 lite 10,Tablets,quarterly
