timestamp,device,series,period
2023-01-29,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly
2023-01-29,HUAWEI Mate 50,HUAWEI Mate series,monthly
2023-01-29,HUAWEI Mate 50 Pro,HUAWEI Mate series,monthly
2023-01-29,HUAWEI Mate Xs 2,HUAWEI Mate series,monthly
2023-01-29,HUAWEI Mate Xs,HUAWEI Mate series,monthly
2023-01-29,HUAWEI P40,HUAWEI P series,monthly
2023-01-29,HUAWEI P40 Pro,HUAWEI P series,monthly
2023-01-29,HUAWEI P40 Pro+,HUAWEI P series,monthly
2023-01-29,HUAWEI P50,HUAWEI P series,monthly
2023-01-29,HUAWEI P50 Pro,HUAWEI P series,monthly
2023-01-29,HUAWEI P50 Pocket,HUAWEI P series,monthly
2023-01-29,HUAWEI P50 Pocket Premium Edition,HUAWEI P series,monthly
2023-01-29,HUAWEI P40 lite 5G,HUAWEI P series,monthly
2023-01-29,HUAWEI nova 10,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 10 Pro,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 10 SE,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 9 SE,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 9,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 8i,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 8,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 7 5G,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 7 SE 5G,HUAWEI nova series,monthly
2023-01-29,HUAWEI nova 7i,HUAWEI nova series,monthly
2023-01-29,HONOR 30 Pro+,HONOR series,monthly
2023-01-29,HONOR View30 Pro,HONOR series,monthly
2023-01-29,HONOR 30,HONOR series,monthly
2023-01-29,Honor 30S,HONOR series,monthly
2023-01-29, HUAWEI nova Y60,HUAWEI Y series,quarterly
2023-01-29,HUAWEI nova Y70,HUAWEI Y series,quarterly
2023-01-29,HUAWEI nova Y70 Plus,HUAWEI Y series,quarterly
2023-01-29,HUAWEI nova Y90,HUAWEI Y series,quarterly
