timestamp,device,series,period
2020-11-09,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly
2020-11-09,HUAWEI Mate 30,HUAWEI Mate series,monthly
2020-11-09,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly
2020-11-09,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly
2020-11-09,HUAWEI Mate Xs,HUAWEI Mate series,monthly
2020-11-09,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly
2020-11-09,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly
2020-11-09,HUAWEI nova 5T,HUAWEI nova series,monthly
2020-11-09,HUAWEI nova 7,HUAWEI nova series,quarterly
2020-11-09,HUAWEI nova 4,HUAWEI nova series,quarterly
2020-11-09,HUAWEI  nova 3i,HUAWEI nova series,quarterly
2020-11-09,HUAWEI MatePad Pro,Tablets,quarterly
2020-11-09,"M6(8.4"" & 10.8"")",Tablets,quarterly
2020-11-09,"T5 (10.1"")",Tablets,quarterly
2020-11-09,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
