timestamp,device,series,period
2023-09-16,HUAWEI Mate 50 Pro,HUAWEI Mate series,monthly
2023-09-16,HUAWEI Mate 50,HUAWEI Mate series,monthly
2023-09-16,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly
2023-09-16,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly
2023-09-16,HUAWEI Mate Xs 2,HUAWEI Mate series,monthly
2023-09-16,HUAWEI P50,HUAWEI P series,monthly
2023-09-16,HUAWEI P50 Pro,HUAWEI P series,monthly
2023-09-16,HUAWEI P50 Pocket,HUAWEI P series,monthly
2023-09-16,HUAWEI P50 Pocket Premium Edition,HUAWEI P series,monthly
2023-09-16,HUAWEI P40 Pro+,HUAWEI P series,monthly
2023-09-16,HUAWEI P40 Pro,HUAWEI P series,monthly
2023-09-16,HUAWEI nova 10 Pro,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 10,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 10 SE,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 9,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 9 SE,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 8i,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 8,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 7,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova 7 SE,HUAWEI nova series,monthly
2023-09-16,HUAWEI nova Y90,HUAWEI Y series,quarterly
2023-09-16,HUAWEI nova Y70,HUAWEI Y series,quarterly
2023-09-16,HUAWEI nova Y61,HUAWEI Y series,quarterly
2023-09-16,HUAWEI nova Y60,HUAWEI Y series,quarterly
