id,device,country,region,last_android_version,last_update_date
sm-a605f/xfa,galaxy a6+,South Africa,Africa,android 10.0,2022-05-26
sm-j810y/nzc,galaxy j8,New Zealand,Oceania,android 10.0,2022-02-03
sm-j810y/vfj,galaxy j8,Fiji,Oceania,android 10.0,2022-02-03
sm-j810y/vnz,galaxy j8,New Zealand,Oceania,android 10.0,2022-02-03
sm-t590/mxo,"galaxy tab a,galaxy tab a 10.5""",Mexico,Americas,android 10.0,2023-03-14
sm-t835/xsg,galaxy tab s4,United Arab Emirates,Asia,android 10.0,2022-11-22
sm-j260g/cam,galaxy j2 core,Cambodia,Asia,android 8.1.0,2021-09-14
sm-t397u/xac,galaxy tab active2,Canada,Americas,android 9.0,2021-11-02
sm-j600g/ale,galaxy j6,Ecuador,Americas,android 10.0,2022-05-10
sm-j415gn/tgy,galaxy j4+,Hong Kong,Asia,android 9.0,2022-11-28
sm-a750fn/omn,"galaxy a7,galaxy a7 (2018)",Italy,Europe,android 10.0,2022-09-08
sm-a750fn/cnx,"galaxy a7,galaxy a7 (2018)",Romania,Europe,android 10.0,2022-09-01
sm-j610f/ilo,galaxy j6+,Israel,Asia,android 10.0,2023-01-06
sm-a920f/xsp,"galaxy a9 (2018),galaxy a9",Singapore,Asia,android 10.0,2022-10-18
sm-a750fn/atl,"galaxy a7 (2018),galaxy a7",Spain,Europe,android 10.0,2022-09-06
sm-j610f/thr,galaxy j6+,Iran,Asia,android 10.0,2023-01-06
sm-j610f/mwd,galaxy j6+,Morocco,Africa,android 10.0,2023-01-05
sm-a750fn/vgr,"galaxy a7 (2018),galaxy a7",Greece,Europe,android 10.0,2022-09-01
sm-a750fn/vip,"galaxy a7 (2018),galaxy a7",Croatia,Europe,android 10.0,2022-09-01
sm-a750fn/vod,"galaxy a7 (2018),galaxy a7",United Kingdom,Europe,android 10.0,2022-09-06
sm-a750fn/vdi,"galaxy a7 (2018),galaxy a7",Ireland,Europe,android 10.0,2022-09-06
sm-a750fn/vdh,"galaxy a7 (2018),galaxy a7",Hungary,Europe,android 10.0,2022-09-06
sm-a750fn/vdf,"galaxy a7 (2018),galaxy a7",Netherlands,Europe,android 10.0,2022-09-01
sm-a750fn/ser,"galaxy a7 (2018),galaxy a7",Russia,Europe,android 10.0,2022-08-19
sm-a750fn/sim,"galaxy a7 (2018),galaxy a7",Slovenia,Europe,android 10.0,2022-09-01
sm-a750fn/swc,"galaxy a7 (2018),galaxy a7",Switzerland,Europe,android 10.0,2022-09-08
sm-a750fn/tcl,"galaxy a7 (2018),galaxy a7",Portugal,Europe,android 10.0,2022-09-06
sm-a750fn/vdc,"galaxy a7 (2018),galaxy a7",Czech Republic,Europe,android 10.0,2022-09-01
sm-a920f/xfa,"galaxy a9 (2018),galaxy a9",South Africa,Africa,android 10.0,2022-10-18
sm-j810f/xfa,galaxy j8,South Africa,Africa,android 10.0,2022-04-01
sm-a920f/mm1,"galaxy a9 (2018),galaxy a9",Singapore,Asia,android 10.0,2022-10-18
sm-a920f/sin,"galaxy a9 (2018),galaxy a9",Singapore,Asia,android 10.0,2022-10-18
sm-a920f/sth,"galaxy a9 (2018),galaxy a9",Singapore,Asia,android 10.0,2022-10-18
sm-g9600/crm,galaxy s9,South America,,android 10.0,2022-07-22
sm-j610f/xfv,galaxy j6+,South Africa,Africa,android 10.0,2023-01-18
sm-g9650/crm,galaxy s9+,South America,,android 10.0,2022-07-23
sm-j250m/pcw,"galaxy j2 pro,galaxy j2 (2018)",Panama,Americas,android 7.1.1,2019-11-23
sm-t387t/tmb,"galaxy tab a 8 (2018),galaxy tab a",USA,Americas,android 10.0,2021-08-27
sm-a920f/tpa,"galaxy a9,galaxy a9 (2018)",Panama,Americas,android 10.0,2022-12-02
sm-a750fn/cyv,"galaxy a7,galaxy a7 (2018)",Cyprus,Asia,android 10.0,2022-09-13
sm-a750f/thr,"galaxy a7 (2018),galaxy a7",Iran,Asia,android 10.0,2022-08-18
sm-a750f/mid,"galaxy a7,galaxy a7 (2018)",Iraq,Asia,android 10.0,2022-11-08
sm-a750f/afg,"galaxy a7 (2018),galaxy a7",Afghanistan,Asia,android 10.0,2022-08-18
sm-t835/xfa,galaxy tab s4,South Africa,Africa,android 10.0,2022-11-22
sm-t835/mwd,galaxy tab s4,Morocco,Africa,android 10.0,2023-01-10
sm-a750f/egy,"galaxy a7 (2018),galaxy a7",Egypt,Africa,android 10.0,2022-08-18
sm-j600g/anc,galaxy j6,Argentina,Americas,android 9.0,2020-02-08
sm-a750f/ilo,"galaxy a7,galaxy a7 (2018)",Israel,Asia,android 10.0,2022-08-18
sm-a750f/ksa,"galaxy a7 (2018),galaxy a7",Saudi Arabia,Asia,android 10.0,2022-08-18
sm-j810m/col,galaxy j8,Colombia,Americas,android 10.0,2022-11-25
sm-j810m/ice,galaxy j8,Costa Rica,Americas,android 10.0,2021-10-30
sm-t835/afr,galaxy tab s4,Kenya,Africa,android 10.0,2022-12-06
sm-j260m/nbs,galaxy j2 core,South America,,android 8.1.0,2021-11-24
sm-j260m/pvt,galaxy j2 core,Peru,Americas,android 8.1.0,2021-11-16
sm-a750g/pet,"galaxy a7 (2018),galaxy a7",Peru,Americas,android 10.0,2023-07-07
sm-j260m/tgu,galaxy j2 core,Guatemala,Americas,android 8.1.0,2021-11-16
sm-j260m/cpa,galaxy j2 core,Panama,Americas,android 8.1.0,2021-10-28
sm-a750fn/tms,"galaxy a7 (2018),galaxy a7",Slovakia,Europe,android 10.0,2022-08-26
sm-a750fn/tnl,"galaxy a7 (2018),galaxy a7",Netherlands,Europe,android 10.0,2022-08-26
sm-a750fn/tmz,"galaxy a7,galaxy a7 (2018)",Czech Republic,Europe,android 10.0,2022-08-26
sm-a750fn/cro,"galaxy a7 (2018),galaxy a7",Croatia,Europe,android 10.0,2022-08-25
sm-a750fn/phn,"galaxy a7 (2018),galaxy a7",Netherlands,Europe,android 10.0,2022-08-18
sm-a750fn/cos,"galaxy a7 (2018),galaxy a7",Greece,Europe,android 10.0,2022-09-08
sm-a750fn/coa,"galaxy a7 (2018),galaxy a7",Romania,Europe,android 10.0,2022-08-26
sm-a750fn/trg,"galaxy a7 (2018),galaxy a7",Austria,Europe,android 10.0,2022-08-25
sm-a750fn/dhr,"galaxy a7 (2018),galaxy a7",Croatia,Europe,android 10.0,2022-08-25
sm-a750fn/seb,"galaxy a7,galaxy a7 (2018)",Baltic,,android 10.0,2022-08-18
sm-a750fn/see,"galaxy a7,galaxy a7 (2018)",South East Europe,,android 10.0,2022-08-18
sm-a750fn/tmh,"galaxy a7 (2018),galaxy a7",Hungary,Europe,android 10.0,2022-08-26
sm-a750fn/mbm,"galaxy a7 (2018),galaxy a7",Macedonia,Europe,android 10.0,2022-08-26
sm-a750fn/itv,"galaxy a7,galaxy a7 (2018)",Italy,Europe,android 10.0,2022-08-18
sm-a750fn/dtm,"galaxy a7 (2018),galaxy a7",Germany,Europe,android 10.0,2022-08-25
sm-a750fn/max,"galaxy a7,galaxy a7 (2018)",Austria,Europe,android 10.0,2022-08-25
sm-a750fn/dnl,"galaxy a7 (2018),galaxy a7",Netherlands,Europe,android 10.0,2022-08-26
sm-j415g/pbs,galaxy j4+,Panama,Americas,android 9.0,2022-12-21
sm-t835/egy,galaxy tab s4,Egypt,Africa,android 10.0,2022-11-22
sm-j415g/eon,galaxy j4+,Trinidad and Tobago,Americas,android 9.0,2022-12-06
sm-j415f/mm1,galaxy j4+,Singapore,Asia,android 9.0,2022-12-09
sm-j415g/cht,galaxy j4+,Chile,Americas,android 9.0,2022-12-22
sm-j415g/tgu,galaxy j4+,Guatemala,Americas,android 8.1.0,2018-12-10
sm-j415g/zto,galaxy j4+,Brazil,Americas,android 9.0,2022-12-07
sm-j415g/tce,galaxy j4+,Mexico,Americas,android 9.0,2022-12-13
sm-g9600/ztm,galaxy s9,Brazil,Americas,android 10.0,2022-08-03
sm-j415f/xsp,galaxy j4+,Singapore,Asia,android 9.0,2022-12-09
sm-j415f/sth,galaxy j4+,Singapore,Asia,android 9.0,2022-12-09
sm-j610f/xfa,galaxy j6+,South Africa,Africa,android 10.0,2023-01-18
sm-a750f/mwd,"galaxy a7,galaxy a7 (2018)",Morocco,Africa,android 10.0,2022-08-18
sm-a750f/lys,"galaxy a7,galaxy a7 (2018)",Libya,Africa,android 10.0,2022-08-18
sm-a750fn/bog,"galaxy a7,galaxy a7 (2018)",France,Europe,android 10.0,2022-09-08
sm-a750fn/prt,"galaxy a7,galaxy a7 (2018)",Poland,Europe,android 10.0,2022-09-07
sm-a750fn/msr,"galaxy a7,galaxy a7 (2018)",Serbia,Europe,android 10.0,2022-09-07
sm-a750fn/mot,"galaxy a7,galaxy a7 (2018)",Slovenia,Europe,android 10.0,2022-08-29
sm-g9650/ztm,galaxy s9+,Brazil,Americas,android 10.0,2022-08-03
sm-a750f/tun,"galaxy a7,galaxy a7 (2018)",Tunisia,Africa,android 10.0,2022-08-18
sm-a750fn/bht,"galaxy a7,galaxy a7 (2018)",Bosnia and Herzegovina,Europe,android 10.0,2022-09-13
sm-a750f/ect,"galaxy a7,galaxy a7 (2018)",Nigeria,Africa,android 10.0,2022-08-18
sm-a750f/btc,"galaxy a7 (2018),galaxy a7",Libya,Africa,android 10.0,2022-08-18
sm-a750f/acr,"galaxy a7 (2018),galaxy a7",Saudi Arabia,Asia,android 10.0,2022-08-18
sm-j610g/vfj,galaxy j6+,Fiji,Oceania,android 10.0,2022-12-19
sm-j610g/png,galaxy j6+,Papua New Guinea,Oceania,android 10.0,2022-12-19
sm-j415fn/cnx,galaxy j4+,Romania,Europe,android 9.0,2022-12-17
sm-j260m/cht,galaxy j2 core,Chile,Americas,android 8.1.0,2021-11-12
sm-j415fn/sim,galaxy j4+,Slovenia,Europe,android 9.0,2022-12-17
sm-j415fn/vdc,galaxy j4+,Czech Republic,Europe,android 9.0,2022-12-17
sm-j415fn/vgr,galaxy j4+,Greece,Europe,android 9.0,2022-12-17
sm-j415g/tmm,galaxy j4+,Mexico,Americas,android 9.0,2022-12-14
sm-j415fn/vip,galaxy j4+,Croatia,Europe,android 9.0,2022-12-17
sm-j415fn/vdf,galaxy j4+,Netherlands,Europe,android 9.0,2022-12-17
sm-j415fn/atl,galaxy j4+,Spain,Europe,android 9.0,2022-12-17
sm-j415fn/vdh,galaxy j4+,Hungary,Europe,android 9.0,2022-12-17
sm-j415fn/vdi,galaxy j4+,Ireland,Europe,android 9.0,2022-12-17
sm-n9600/cww,galaxy note9,Jamaica,Americas,android 10.0,2022-10-06
sm-j415fn/cyv,galaxy j4+,Cyprus,Asia,android 9.0,2022-12-17
sm-j415fn/omn,galaxy j4+,Italy,Europe,android 9.0,2022-12-17
sm-j600g/ebe,galaxy j6,Ecuador,Americas,android 10.0,2022-05-24
sm-a750fn/xeh,"galaxy a7,galaxy a7 (2018)",Hungary,Europe,android 10.0,2022-08-18
sm-a750fn/xeo,"galaxy a7,galaxy a7 (2018)",Poland,Europe,android 10.0,2022-08-10
sm-a750f/xfv,"galaxy a7 (2018),galaxy a7",South Africa,Africa,android 10.0,2022-08-18
sm-a750fn/rom,"galaxy a7,galaxy a7 (2018)",Romania,Europe,android 10.0,2022-08-15
sm-a750f/tur,"galaxy a7 (2018),galaxy a7",Turkey,Asia,android 10.0,2022-09-28
sm-j810m/tgp,galaxy j8,Paraguay,Americas,android 10.0,2021-10-30
sm-a750fn/bgl,"galaxy a7 (2018),galaxy a7",Bulgaria,Europe,android 10.0,2022-08-15
sm-a750fn/vd2,"galaxy a7 (2018),galaxy a7",Germany,Europe,android 10.0,2022-09-06
sm-a750f/afr,"galaxy a7,galaxy a7 (2018)",Kenya,Africa,android 10.0,2022-08-18
sm-a750f/pak,"galaxy a7 (2018),galaxy a7",Pakistan,Asia,android 10.0,2022-08-18
sm-a750fn/dpl,"galaxy a7 (2018),galaxy a7",Poland,Europe,android 10.0,2022-08-26
sm-a750fn/aut,"galaxy a7 (2018),galaxy a7",Switzerland,Europe,android 10.0,2022-08-18
sm-j415g/crc,galaxy j4+,Chile,Americas,android 9.0,2022-12-13
sm-j415g/cti,galaxy j4+,Argentina,Americas,android 9.0,2022-12-13
sm-a750fn/tph,"galaxy a7 (2018),galaxy a7",Portugal,Europe,android 10.0,2022-08-18
sm-a750fn/eur,"galaxy a7,galaxy a7 (2018)",Greece,Europe,android 10.0,2022-08-18
sm-j610f/mm1,galaxy j6+,Singapore,Asia,android 10.0,2022-12-20
sm-j610f/sin,galaxy j6+,Singapore,Asia,android 10.0,2022-12-20
sm-j610f/sth,galaxy j6+,Singapore,Asia,android 10.0,2022-12-20
sm-j415g/cpa,galaxy j4+,Panama,Americas,android 9.0,2022-12-13
sm-j415g/zta,galaxy j4+,Brazil,Americas,android 9.0,2022-12-07
sm-j415g/eco,galaxy j4+,Ecuador,Americas,android 9.0,2022-12-13
sm-j610g/zto,galaxy j6+,Brazil,Americas,android 10.0,2022-12-13
sm-j415g/pgu,galaxy j4+,Guatemala,Americas,android 9.0,2022-12-13
sm-j610g/uyo,galaxy j6+,Uruguay,Americas,android 10.0,2022-11-25
sm-j415g/cdr,galaxy j4+,Dominican Republic,Americas,android 9.0,2022-12-13
sm-j415g/pet,galaxy j4+,Peru,Americas,android 8.1.0,2019-04-26
sm-a750fn/xez,"galaxy a7 (2018),galaxy a7",Czech Republic,Europe,android 10.0,2022-08-15
sm-j415g/sam,galaxy j4+,Peru,Americas,android 9.0,2022-12-07
sm-a750fn/tpl,"galaxy a7,galaxy a7 (2018)",Poland,Europe,android 10.0,2022-08-26
sm-j610f/xsp,galaxy j6+,Singapore,Asia,android 10.0,2022-12-20
sm-j415gn/nzc,galaxy j4+,New Zealand,Oceania,android 9.0,2022-12-21
sm-j415g/pct,galaxy j4+,Puerto Rico,Americas,android 9.0,2022-12-13
sm-j610g/cht,galaxy j6+,Chile,Americas,android 10.0,2022-11-25
sm-j415fn/avf,galaxy j4+,Albania,Europe,android 9.0,2022-12-17
sm-j415gn/vnz,galaxy j4+,New Zealand,Oceania,android 9.0,2022-12-21
sm-j415fn/tcl,galaxy j4+,Portugal,Europe,android 9.0,2022-12-17
sm-a920f/eco,"galaxy a9 (2018),galaxy a9",Ecuador,Americas,android 10.0,2022-12-02
sm-a920f/col,"galaxy a9 (2018),galaxy a9",Colombia,Americas,android 10.0,2022-12-07
sm-a920f/bvo,"galaxy a9 (2018),galaxy a9",Bolivia,Americas,android 10.0,2022-12-02
sm-t835/xfv,galaxy tab s4,South Africa,Africa,android 10.0,2022-11-22
sm-a920f/pct,"galaxy a9,galaxy a9 (2018)",Puerto Rico,Americas,android 10.0,2022-12-02
sm-a920f/upo,"galaxy a9,galaxy a9 (2018)",Uruguay,Americas,android 10.0,2022-12-02
sm-j260f/xfa,galaxy j2 core,South Africa,Africa,android 8.1.0,2023-01-18
sm-a750fn/meo,"galaxy a7 (2018),galaxy a7",Portugal,Europe,android 10.0,2022-08-29
sm-t835/ect,galaxy tab s4,Nigeria,Africa,android 10.0,2022-11-22
sm-t835/acr,galaxy tab s4,Saudi Arabia,Asia,android 10.0,2022-11-22
sm-a750f/xfe,"galaxy a7 (2018),galaxy a7",South Africa,Africa,android 10.0,2022-08-18
sm-t590/xsg,"galaxy tab a 10.5"",galaxy tab a",United Arab Emirates,Asia,android 10.0,2022-06-14
sm-a750fn/dre,"galaxy a7 (2018),galaxy a7",Austria,Europe,android 10.0,2022-08-29
sm-t590/ilo,"galaxy tab a 10.5"",galaxy tab a",Israel,Asia,android 10.0,2022-06-10
sm-a750fn/cau,"galaxy a7 (2018),galaxy a7",Caucasus Countries,,android 10.0,2022-08-18
sm-t597/tur,"galaxy tab a,galaxy tab a 10.5""",Turkey,Asia,android 10.0,2021-12-28
sm-j415fn/mot,galaxy j4+,Slovenia,Europe,android 9.0,2022-12-17
sm-j415fn/msr,galaxy j4+,Serbia,Europe,android 9.0,2022-12-17
sm-j415g/mxo,galaxy j4+,Mexico,Americas,android 9.0,2022-12-06
sm-j337r7/acg,galaxy j3 top,USA,Americas,android 9.0,2021-11-30
sm-n9600/jdi,galaxy note9,Jamaica,Americas,android 10.0,2022-09-23
sm-t835/thr,galaxy tab s4,Iran,Asia,android 8.1.0,2019-02-23
sm-t835/xfe,galaxy tab s4,South Africa,Africa,android 10.0,2022-11-22
sm-a750fn/xeu,"galaxy a7,galaxy a7 (2018)",Ireland,,android 10.0,2022-08-18
sm-a750fn/tim,"galaxy a7 (2018),galaxy a7",Italy,Europe,android 10.0,2022-09-07
sm-t595/phe,"galaxy tab a 10.5"",galaxy tab a",Spain,Europe,android 10.0,2022-08-10
sm-a750fn/sfr,"galaxy a7 (2018),galaxy a7",France,Europe,android 10.0,2022-09-07
sm-a750fn/o2c,"galaxy a7,galaxy a7 (2018)",Czech Republic,Europe,android 10.0,2022-09-08
sm-j610g/ice,galaxy j6+,Costa Rica,Americas,android 10.0,2022-12-16
sm-a750fn/orx,"galaxy a7,galaxy a7 (2018)",Slovakia,Europe,android 10.0,2022-08-18
sm-j610g/ztr,galaxy j6+,Brazil,Americas,android 10.0,2022-12-13
sm-a750fn/btu,"galaxy a7,galaxy a7 (2018)",United Kingdom,Europe,android 10.0,2022-08-18
sm-j610g/zta,galaxy j6+,Brazil,Americas,android 10.0,2022-12-14
sm-t595/xeh,"galaxy tab a 10.5"",galaxy tab a",Hungary,Europe,android 10.0,2022-08-10
sm-j415g/cob,galaxy j4+,Colombia,Americas,android 9.0,2022-12-13
sm-j415fn/vod,galaxy j4+,United Kingdom,Europe,android 9.0,2022-12-17
sm-j415g/ufn,galaxy j4+,Argentina,Americas,android 9.0,2022-12-26
sm-j415fn/cos,galaxy j4+,Greece,Europe,android 9.0,2022-12-17
sm-j415fn/mbm,galaxy j4+,Macedonia,Europe,android 9.0,2022-12-17
sm-j415fn/tmz,galaxy j4+,Czech Republic,Europe,android 9.0,2022-12-17
sm-j415fn/coa,galaxy j4+,Romania,Europe,android 9.0,2022-12-17
sm-j415fn/tmh,galaxy j4+,Hungary,Europe,android 9.0,2022-12-17
sm-a750fn/met,"galaxy a7 (2018),galaxy a7",Ireland,Europe,android 10.0,2022-08-29
sm-a750g/coo,"galaxy a7,galaxy a7 (2018)",Colombia,Americas,android 10.0,2023-06-02
sm-j810m/pet,galaxy j8,Peru,Americas,android 10.0,2020-08-28
sm-j260y/nzc,galaxy j2 core,New Zealand,Oceania,android 8.1.0,2021-09-12
sm-a750g/zto,"galaxy a7,galaxy a7 (2018)",Brazil,Americas,android 10.0,2022-09-15
sm-j610fn/ser,galaxy j6+,Russia,Europe,android 10.0,2022-10-28
sm-j260m/pbs,galaxy j2 core,Panama,Americas,android 8.1.0,2021-11-24
sm-t595/lux,"galaxy tab a,galaxy tab a 10.5""",Luxembourg,Europe,android 10.0,2022-08-10
sm-j415fn/dhr,galaxy j4+,Croatia,Europe,android 9.0,2022-12-17
sm-j610g/tmm,galaxy j6+,Mexico,Americas,android 10.0,2023-03-14
sm-j415fn/cro,galaxy j4+,Croatia,Europe,android 9.0,2022-12-17
sm-j415fn/3ie,galaxy j4+,Ireland,Europe,android 9.0,2022-12-20
sm-t595/xef,"galaxy tab a 10.5"",galaxy tab a",France,Europe,android 10.0,2022-08-10
sm-j415gn/tnz,galaxy j4+,New Zealand,Oceania,android 9.0,2022-12-21
sm-t595/see,"galaxy tab a 10.5"",galaxy tab a",South East Europe,,android 10.0,2022-08-10
sm-j260y/vfj,galaxy j2 core,Fiji,Oceania,android 8.1.0,2021-09-12
sm-j260y/png,galaxy j2 core,Papua New Guinea,Oceania,android 8.1.0,2021-09-12
sm-j260m/cgu,galaxy j2 core,Guatemala,Americas,android 8.1.0,2021-11-24
sm-j600g/col,galaxy j6,Colombia,Americas,android 10.0,2022-05-05
sm-j415fn/o2u,galaxy j4+,United Kingdom,Europe,android 9.0,2022-12-17
sm-j415fn/met,galaxy j4+,Ireland,Europe,android 9.0,2022-12-17
sm-j415fn/meo,galaxy j4+,Portugal,Europe,android 9.0,2022-12-17
sm-t837t/tmb,galaxy tab s4,USA,Americas,android 10.0,2022-06-06
sm-j415fn/teb,galaxy j4+,Bosnia and Herzegovina,Europe,android 9.0,2022-12-20
sm-a530f/pcw,"galaxy a8,galaxy a8 (2018)",Panama,Americas,android 9.0,2022-04-02
sm-j415fn/o2c,galaxy j4+,Czech Republic,Europe,android 9.0,2022-12-17
sm-j415fn/dpl,galaxy j4+,Poland,Europe,android 9.0,2022-12-17
sm-j415fn/tms,galaxy j4+,Slovakia,Europe,android 9.0,2019-08-22
sm-j415fn/tpl,galaxy j4+,Poland,Europe,android 9.0,2022-12-17
sm-j610fn/amo,galaxy j6+,Spain,Europe,android 10.0,2022-10-04
sm-t595/tim,"galaxy tab a 10.5"",galaxy tab a",Italy,Europe,android 10.0,2022-09-01
sm-t595/sim,"galaxy tab a 10.5"",galaxy tab a",Slovenia,Europe,android 10.0,2022-08-12
sm-j610fn/oro,galaxy j6+,Romania,Europe,android 8.1.0,2019-03-15
sm-t595/tph,"galaxy tab a 10.5"",galaxy tab a",Portugal,Europe,android 10.0,2022-08-10
sm-a750f/xfa,"galaxy a7 (2018),galaxy a7",South Africa,Africa,android 10.0,2022-08-18
sm-t590/chn,"galaxy tab a,galaxy tab a 10.5""",China,Asia,android 10.0,2021-12-02
sm-t700/chn,"galaxy tab s 8.4""",China,Asia,android 6.0.1,2018-12-26
sm-t595/mot,"galaxy tab a,galaxy tab a 10.5""",Slovenia,Europe,android 10.0,2022-08-12
sm-j610fn/ftm,galaxy j6+,France,Europe,android 10.0,2022-10-04
sm-j415fn/h3g,galaxy j4+,United Kingdom,Europe,android 9.0,2022-12-17
sm-a750fn/3ie,"galaxy a7 (2018),galaxy a7",Ireland,Europe,android 10.0,2022-08-26
sm-j610g/tnz,galaxy j6+,New Zealand,Oceania,android 10.0,2022-12-19
sm-j600g/bvv,galaxy j6,Bolivia,Americas,android 10.0,2022-05-16
sm-j810m/psn,galaxy j8,Argentina,Americas,android 10.0,2021-11-13
sm-j415f/xfa,galaxy j4+,South Africa,Africa,android 9.0,2022-12-19
sm-j610fn/ors,galaxy j6+,Slovakia,Europe,android 10.0,2022-10-04
sm-j415f/npl,galaxy j4+,Nepal,Asia,android 9.0,2021-01-25
sm-j415f/slk,galaxy j4+,Sri Lanka,Asia,android 9.0,2021-01-25
sm-t800/chn,"galaxy tab s 10.5""",China,Asia,android 6.0.1,2018-12-28
sm-j610g/zvv,galaxy j6+,Brazil,Americas,android 10.0,2022-12-20
sm-j600gt/zvv,galaxy j6,Brazil,Americas,android 10.0,2022-05-10
sm-a920f/com,"galaxy a9 (2018),galaxy a9",Colombia,Americas,android 10.0,2022-12-02
sm-j610g/psn,galaxy j6+,Argentina,Americas,android 10.0,2022-12-26
sm-a920f/tce,"galaxy a9 (2018),galaxy a9",Mexico,Americas,android 10.0,2023-03-13
sm-j610g/tce,galaxy j6+,Mexico,Americas,android 10.0,2020-10-27
sm-j260m/chl,galaxy j2 core,Chile,Americas,android 8.1.0,2021-10-28
sm-a750g/bvv,"galaxy a7 (2018),galaxy a7",Bolivia,Americas,android 10.0,2022-10-04
sm-g611m/cgu,"galaxy on7 refresh,galaxy on7 (2018)",Guatemala,Americas,android 9.0,2021-08-07
sm-j600fn/meo,galaxy j6,Portugal,Europe,android 10.0,2022-03-10
sm-p555y/tgy,"galaxy tab a 9.7"" w/ s-pen",Hong Kong,Asia,android 5.0.2,2018-12-31
sm-p555y/bri,"galaxy tab a 9.7"" w/ s-pen",Taiwan,Asia,android 5.0.2,2018-12-31
sm-a750fn/pls,"galaxy a7 (2018),galaxy a7",Poland,Europe,android 10.0,2022-09-07
sm-j810m/pnt,galaxy j8,Peru,Americas,android 10.0,2021-10-30
sm-t830/mxo,galaxy tab s4,Mexico,Americas,android 10.0,2023-06-07
sm-t595/coo,"galaxy tab a,galaxy tab a 10.5""",Colombia,Americas,android 10.0,2021-11-27
sm-t595/zto,"galaxy tab a 10.5"",galaxy tab a",Brazil,Americas,android 10.0,2021-11-30
sm-t835/eon,galaxy tab s4,Trinidad and Tobago,Americas,android 10.0,2022-12-08
sm-t590/cho,"galaxy tab a,galaxy tab a 10.5""",Chile,Americas,android 10.0,2022-09-15
sm-t835/coo,galaxy tab s4,Colombia,Americas,android 10.0,2022-12-08
sm-t835/zto,galaxy tab s4,Brazil,Americas,android 10.0,2022-12-08
sm-t835/cho,galaxy tab s4,Chile,Americas,android 10.0,2022-12-08
sm-t835/bvo,galaxy tab s4,Bolivia,Americas,android 10.0,2022-12-08
sm-a750fn/lux,"galaxy a7 (2018),galaxy a7",Luxembourg,Europe,android 10.0,2022-08-18
sm-a750fn/xef,"galaxy a7 (2018),galaxy a7",France,Europe,android 10.0,2022-08-18
sm-j720f/mwd,galaxy j7 duo,Morocco,Africa,android 10.0,2022-02-22
sm-j810g/bng,galaxy j8,Bangladesh,Asia,android 10.0,2021-12-09
sm-j610g/cgu,galaxy j6+,Guatemala,Americas,android 10.0,2022-12-14
sm-t830/upo,galaxy tab s4,Uruguay,Americas,android 10.0,2023-06-07
sm-a750g/tce,"galaxy a7 (2018),galaxy a7",Mexico,Americas,android 10.0,2023-07-17
sm-t830/aro,galaxy tab s4,Argentina,Americas,android 10.0,2023-06-07
sm-t830/cho,galaxy tab s4,Chile,Americas,android 10.0,2023-06-07
sm-t830/eon,galaxy tab s4,Trinidad and Tobago,Americas,android 10.0,2023-06-07
sm-t830/tpa,galaxy tab s4,Panama,Americas,android 10.0,2023-06-12
sm-t830/coo,galaxy tab s4,Colombia,Americas,android 10.0,2023-06-07
sm-j415fn/tim,galaxy j4+,Italy,Europe,android 9.0,2022-12-20
sm-j260m/bat,galaxy j2 core,Mexico,Americas,android 8.1.0,2021-11-11
sm-a600u/xar,galaxy a6,USA,Americas,android 10.0,2022-07-28
sm-a600u/xaa,galaxy a6,USA,Americas,android 10.0,2022-07-28
sm-n9600/bat,galaxy note9,Mexico,Americas,android 10.0,2022-09-15
sm-j415fn/pls,galaxy j4+,Poland,Europe,android 9.0,2022-12-20
sm-j610g/pgu,galaxy j6+,Guatemala,Americas,android 10.0,2022-12-16
sm-j610g/eco,galaxy j6+,Ecuador,Americas,android 10.0,2022-11-14
sm-j610g/cti,galaxy j6+,Argentina,Americas,android 10.0,2022-11-14
sm-j610g/pvt,galaxy j6+,Peru,Americas,android 10.0,2022-12-12
sm-a920f/bht,"galaxy a9 (2018),galaxy a9",Bosnia and Herzegovina,Europe,android 10.0,2022-09-30
sm-j610g/pet,galaxy j6+,Peru,Americas,android 10.0,2022-11-14
sm-a920f/zta,"galaxy a9,galaxy a9 (2018)",Brazil,Americas,android 10.0,2022-12-02
sm-g8870/chc,galaxy a8s,China,Asia,android 10.0,2022-09-02
sm-a920f/cyv,"galaxy a9,galaxy a9 (2018)",Cyprus,Asia,android 10.0,2022-09-30
sm-a920f/sim,"galaxy a9 (2018),galaxy a9",Slovenia,Europe,android 10.0,2022-09-30
sm-a920f/vip,"galaxy a9,galaxy a9 (2018)",Croatia,Europe,android 10.0,2022-09-30
sm-a920f/vgr,"galaxy a9,galaxy a9 (2018)",Greece,Europe,android 10.0,2022-09-30
sm-a920f/omn,"galaxy a9,galaxy a9 (2018)",Italy,Europe,android 10.0,2022-09-30
sm-a920f/swc,"galaxy a9 (2018),galaxy a9",Switzerland,Europe,android 10.0,2022-09-30
sm-a920f/cob,"galaxy a9,galaxy a9 (2018)",Colombia,Americas,android 10.0,2022-12-07
sm-a920f/atl,"galaxy a9,galaxy a9 (2018)",Spain,Europe,android 10.0,2022-09-30
sm-j415fn/xec,galaxy j4+,Spain,Europe,android 9.0,2022-12-17
sm-a600u/xag,galaxy a6,USA,Americas,android 10.0,2022-07-28
